trial	row	vector
96	14	-1 -1 0 0 1 1 0 0 0 -1 1 0 1 0 -1 1 -1 0 0 0 1
96	15	0 0 0 1 0 0 0 0 0 0 -1 1 0 0 0 0 0 1 0 0 0
96	16	-1 -1 0 1 2 1 1 2 -1 -2 0 1 0 0 0 1 -1 -1 -1 0 0
97	0	0 0 1 1 0 0 1 0 -1 0 -1 0 0 -1 0 0 0 0 -1 1 0
97	1	0 -2 1 1 1 1 1 1 -1 -1 0 1 1 1 -1 1 -2 -1 0 0 0
97	2	-1 1 1 1 -1 0 1 -1 -1 1 -1 -1 -1 -1 0 -1 1 0 0 2 -1
97	3	0 -2 0 1 2 1 2 3 -1 -1 0 1 1 1 -1 1 -3 -1 -1 -1 0
97	4	1 1 -1 -1 0 0 -1 0 1 1 1 0 1 0 0 0 -1 0 0 -1 0
97	5	1 1 -1 -1 -1 -1 -2 -1 1 1 1 0 0 0 1 0 1 1 0 -1 0
97	6	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 -1 -1
97	7	-1 -1 1 1 1 1 1 2 -1 -1 0 1 0 0 -1 0 -1 -1 0 0 0
97	8	1 0 -1 0 1 0 -1 -1 1 0 0 0 1 0 -1 1 -1 1 0 -1 1
97	9	0 -2 0 1 2 0 1 2 -1 -2 0 1 1 1 -1 1 -2 0 0 -1 1
97	10	1 -1 -1 0 1 0 1 1 0 0 -1 1 0 1 0 1 -1 0 -1 0 0
97	11	0 1 -2 -1 0 -1 -1 -1 1 1 0 0 -1 1 1 0 1 1 0 -1 0
97	12	0 -2 1 2 0 1 1 1 -1 -1 0 0 0 0 0 0 -1 -1 0 0 -1
97	13	1 0 -1 0 1 -1 0 0 0 0 -1 0 0 1 0 0 0 1 -1 -1 0
97	14	1 1 -1 -1 -2 0 -2 -2 2 1 1 0 0 -1 0 0 1 1 1 0 0
97	15	0 0 1 1 0 1 0 0 -1 0 -1 0 0 0 0 -1 0 0 0 0 0
97	16	1 -1 -1 1 0 0 1 1 0 0 0 1 0 1 0 1 -1 0 -1 0 -1
98	0	0 -1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1
98	1	1 -1 0 1 0 1 0 1 0 -1 0 1 0 0 0 1 -1 0 -1 0 0
98	2	0 0 0 -1 0 0 -1 0 0 1 1 0 0 0 0 0 0 0 1 -1 0
98	3	1 0 -1 1 1 -1 1 1 -1 0 -1 1 0 1 0 0 0 0 -1 0 0
98	4	0 -2 1 1 1 2 0 2 -1 -1 1 1 1 0 -1 1 -2 -1 0 0 0
98	5	0 -1 1 1 0 0 1 1 -1 0 -1 1 0 0 0 0 0 0 0 0 0
98	6	0 1 1 0 -1 1 0 -1 0 1 0 -1 -1 0 0 -1 0 0 0 0 -1
98	7	0 1 0 0 0 1 -1 -1 1 0 0 0 0 -1 0 0 0 0 0 0 0
98	8	1 0 -1 0 -1 0 -1 -1 1 1 0 0 -1 0 0 0 1 1 0 0 0
98	9	-1 0 0 0 0 0 1 0 0 0 0 0 -1 0 1 0 0 0 -1 1 -1
98	10	-1 0 0 0 2 1 0 1 -1 -1 0 0 1 0 -1 0 -1 -1 0 0 1
98	11	0 -1 0 2 2 0 2 1 -1 -1 -2 0 0 1 -1 0 -1 0 -1 0 0
98	12	0 1 -1 -1 0 -1 0 -1 0 1 0 0 0 0 1 0 1 0 0 0 0
98	13	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
98	14	0 -1 1 1 0 1 1 0 -1 0 0 1 0 0 0 1 -1 -1 0 1 -1
98	15	0 1 0 -1 -1 -1 -1 -1 1 1 0 -1 -1 0 1 0 1 1 0 0 -1
98	16	-1 -1 1 1 0 1 0 0 -1 -1 0 0 -1 0 0 -1 1 0 1 0 0
99	0	0 -1 0 1 1 0 1 1 -1 0 -1 1 0 1 0 1 -1 0 -1 0 0
99	1	0 0 0 1 0 0 1 1 -1 0 -1 0 0 0 0 0 0 0 0 0 -1
99	2	-1 1 0 0 0 0 0 -1 0 0 0 -1 0 -1 0 -1 1 0 0 0 1
99	3	0 0 -2 -1 1 -1 -1 0 1 -1 0 0 0 1 0 1 0 1 0 -1 1
99	4	1 2 -1 -1 0 -1 0 -2 1 2 -1 -1 0 0 0 -1 1 1 -1 0 0
99	5	0 -1 -1 1 2 0 0 2 -1 -2 0 1 1 1 -1 1 -1 0 0 -1 1
99	6	0 0 0 1 0 1 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0
99	7	0 -1 1 1 1 1 0 1 -1 -1 0 0 1 0 -1 1 -2 -1 0 0 0
99	8	0 0 0 0 1 0 0 -1 1 0 -1 0 0 0 -1 0 0 1 0 0 1
99	9	0 -1 1 2 1 0 3 2 -2 0 -1 1 0 0 -1 0 -1 -1 -1 1 -1
99	10	0 2 -1 -1 -1 -1 -1 -2 1 1 -1 -1 -1 0 1 -1 2 2 0 0 0
99	11	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
99	12	1 0 -1 0 -1 0 -2 -1 1 1 1 0 0 0 0 0 0 1 1 -1 0
99	13	0 -1 1 1 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1
99	14	0 0 -1 0 1 -1 0 0 0 -1 -1 0 0 0 0 1 1 1 -1 0 1
99	15	-1 -2 1 1 2 1 2 2 -2 -1 0 0 1 1 -2 0 -2 -1 0 0 0
99	16	-1 1 0 -1 -1 1 -1 0 1 0 1 0 0 -1 1 0 0 0 0 0 0
100	0	0 1 -1 -1 1 0 -2 -1 1 0 0 0 0 0 0 0 1 1 0 -1 1
100	1	0 -1 0 1 0 0 1 0 -1 0 0 1 0 0 0 0 0 0 0 1 0
100	2	0 -1 1 1 0 0 1 0 -1 0 0 0 1 -1 -1 0 0 0 0 1 0
100	3	0 -1 1 1 0 1 1 0 -1 0 0 0 0 0 0 -1 0 0 0 0 -1
100	4	-1 -1 0 1 1 0 0 1 -1 -1 0 0 0 0 -1 0 0 0 1 0 0
100	5	0 2 0 -1 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 0 -1 0
100	6	0 2 0 -1 0 -1 0 -1 0 1 0 -1 0 0 1 -1 1 0 -1 0 -1
100	7	-1 1 1 0 -1 0 0 -1 -1 1 0 -1 -1 -1 0 -2 1 0 1 1 0
100	8	0 2 -1 0 0 -1 0 -1 0 1 -1 -1 0 0 0 -1 1 1 -1 0 0
100	9	1 -1 -1 0 0 0 -1 1 0 0 1 1 1 1 0 1 -1 0 0 -1 0
100	10	0 1 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0
100	11	0 0 -1 -1 1 -1 -1 0 1 0 0 1 1 0 0 1 0 1 0 0 1
100	12	0 0 0 0 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 0
100	13	-1 0 0 1 1 0 1 1 -1 -1 -1 0 0 0 -1 -1 0 0 0 0 1
100	14	0 2 -1 -2 -1 0 -3 -2 2 1 1 -1 0 0 0 -1 1 1 1 -1 1
100	15	0 1 -1 0 1 -1 0 0 0 0 -1 0 0 1 0 0 0 0 0 -1 1
100	16	0 1 -1 -1 0 0 -1 0 0 0 1 0 1 -1 0 0 0 0 0 0 1
101	0	0 0 0 0 1 0 1 1 -1 0 1 0 1 0 0 0 -1 -1 -1 0 -1
101	1	-1 -1 0 1 2 1 0 1 0 -2 0 0 1 0 -1 0 -1 0 0 -1 1
101	2	0 1 -1 -1 0 -1 -1 -1 1 0 0 0 0 0 0 0 1 1 0 0 1
101	3	-1 1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 1 0 0 1 0
101	4	0 -1 1 1 -1 1 0 1 0 0 0 1 -1 0 1 0 0 0 0 0 -1
101	5	0 0 0 0 0 0 -1 1 0 -1 1 1 1 -1 0 1 0 0 0 0 0
101	6	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1
101	7	1 1 -1 0 -1 -1 -1 -1 1 1 -1 0 -1 0 1 0 1 1 0 0 0
101	8	0 0 -1 0 0 0 -1 -1 1 0 1 0 0 0 0 0 0 1 0 0 0
101	9	0 0 1 1 0 0 0 -1 0 0 -1 -1 0 -1 -1 0 0 0 0 1 0
101	10	0 -1 1 1 1 0 1 0 -1 -1 -1 0 0 0 -1 0 0 0 0 0 0
101	11	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
101	12	-1 0 0 1 1 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0
101	13	0 1 0 0 0 0 0 -1 -1 1 -1 -1 -1 0 0 -1 1 0 0 0 0
101	14	0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 -1 0 -1 0 0
101	15	0 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
101	16	-1 0 0 1 2 0 1 0 -1 -1 -1 0 1 0 -1 0 0 0 -1 0 1
102	0	0 2 0 -1 0 0 -1 -2 1 1 0 -1 0 0 0 -1 0 0 0 0 0
102	1	-1 -1 0 0 1 0 0 1 -1 -1 0 0 0 1 0 0 0 0 0 0 0
102	2	0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 -1 0 -1 -1 -1
102	3	0 -1 0 1 1 0 0 1 0 -1 0 1 0 0 -1 1 0 0 0 0 0
102	4	0 -1 1 1 1 1 0 1 -1 -2 0 0 1 0 -1 0 -1 -1 0 0 0
102	5	0 2 0 -1 -1 -1 -1 -2 1 1 -1 -1 0 0 1 -1 1 1 0 0 0
102	6	0 2 -1 -1 1 -2 0 -1 0 1 -1 -1 0 0 0 -1 1 1 -1 0 1
102	7	0 1 -1 -1 0 0 -1 0 1 0 1 0 0 0 1 0 0 0 0 -1 0
102	8	0 0 -1 -1 0 0 -1 0 1 0 1 1 0 0 1 1 0 0 0 0 0
102	9	0 -1 0 1 1 0 1 2 -1 -1 -1 1 0 1 0 0 -1 0 -1 0 0
102	10	1 0 0 1 -1 0 1 0 0 1 -1 0 -1 0 1 0 0 0 -1 1 -2
102	11	0 -2 0 1 2 1 0 1 -1 -2 0 1 1 0 -1 1 -1 0 0 -1 1
102	12	0 0 0 0 -1 0 -1 -1 0 0 0 0 0 0 0 -1 1 1 1 0 1
102	13	0 0 0 1 0 0 0 -1 0 0 -1 0 -1 -1 0 0 1 1 0 1 0
102	14	1 2 -2 -1 0 -1 -1 -1 1 0 -1 0 0 0 0 0 1 1 0 0 1
102	15	0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0
102	16	1 1 -2 0 1 -1 0 -1 1 0 -1 0 0 1 0 0 0 1 -1 -1 1
103	0	-1 1 0 -1 -1 0 -1 -1 1 1 0 -1 -1 0 0 -1 1 1 1 0 0
103	1	-1 -1 1 1 1 0 1 1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0
103	2	0 0 -1 -1 0 0 -1 -1 1 0 0 0 0 0 0 0 1 1 1 -1 1
103	3	0 2 -1 -1 -1 -1 -2 -2 2 1 0 -1 0 -1 0 -1 1 1 1 0 1
103	4	-1 -1 1 1 0 1 0 0 -1 -1 0 0 -1 0 0 0 0 0 1 0 0
103	5	-1 -1 1 1 1 1 2 2 -2 -1 0 1 0 0 0 0 -1 -1 -1 1 -1
103	6	-1 2 -1 -1 0 -1 0 -1 0 1 0 -1 -1 0 1 -1 1 0 0 0 0
103	7	0 1 0 -1 0 0 -2 -2 1 0 0 -1 0 -1 0 -1 1 1 1 0 1
103	8	1 0 -1 0 1 1 0 1 0 0 0 1 1 0 0 0 -1 0 -1 -1 0
103	9	1 2 -1 0 0 -1 0 -2 0 1 -1 -1 0 0 0 -1 1 1 -1 0 0
103	10	0 1 0 0 0 0 0 0 0 1 0 -1 1 0 0 -1 -1 0 -1 0 -1
103	11	0 0 0 -1 0 0 -1 0 0 0 1 0 1 0 0 0 0 0 0 0 0
103	12	0 1 0 0 1 -1 0 0 0 1 -1 0 0 0 0 0 0 0 -1 0 0
103	13	-1 2 -1 -1 1 -1 0 -1 0 0 -1 -1 0 0 0 -1 1 1 0 0 1
103	14	-1 1 1 0 0 0 -1 0 0 0 0 -1 1 -1 0 -1 0 0 0 0 0
103	15	0 1 0 -1 1 0 -1 0 0 0 0 0 1 0 0 -1 0 0 0 -1 1
103	16	-1 -2 1 1 1 0 1 1 -1 -1 0 0 0 1 -1 1 -1 0 0 0 0
104	0	-1 -1 0 0 1 1 0 1 -1 -1 1 0 1 0 -1 0 -1 0 1 -1 1
104	1	1 1 -1 0 0 -1 0 -1 0 1 -1 0 0 1 0 -1 1 1 0 -1 0
104	2	-1 1 0 0 1 0 0 0 -1 -1 0 -1 1 -1 -1 0 0 0 0 0 1
104	3	0 1 -1 0 1 -1 1 0 0 0 -1 0 -1 0 0 0 1 0 -1 0 0
104	4	-1 -2 1 1 1 1 0 1 -1 -1 0 1 0 0 -1 1 0 0 1 0 0
104	5	0 -1 -1 1 2 0 1 2 -1 -1 0 1 0 1 0 1 -1 0 -1 -1 0
104	6	1 1 -1 0 0 -1 0 -1 1 1 -1 0 0 0 0 0 1 1 -1 0 0
104	7	0 0 -1 0 1 0 -1 0 1 -1 0 0 0 0 0 1 0 0 0 0 0
104	8	-1 0 -1 -1 2 0 -2 0 1 -1 1 0 1 0 -1 1 -1 0 1 -1 2
104	9	0 0 -1 0 1 0 -2 0 1 -1 0 1 1 0 0 1 0 1 0 -1 1
104	10	-1 0 0 0 -1 1 -1 -1 1 0 1 0 0 -1 0 0 0 0 1 1 0
104	11	0 0 0 1 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 1 -1
104	12	0 -1 0 1 2 1 0 1 -1 -2 -1 0 0 1 -1 0 -1 0 0 -1 1
104	13	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104	14	1 2 -1 0 -1 -1 0 -2 1 1 -1 -1 -1 0 1 -1 2 1 -1 0 -1
104	15	-1 0 0 0 1 0 0 1 -1 -1 0 0 0 0 0 0 0 0 0 0 0
104	16	0 1 -1 0 0 -1 -1 0 0 0 -1 -1 0 0 0 -1 1 1 0 -1 1
105	0	-1 0 0 0 1 0 0 0 -1 -1 0 -1 0 0 -1 -1 0 0 1 0 1
105	1	0 0 0 0 0 0 0 -1 0 1 0 0 -1 0 0 0 1 0 0 1 -1
105	2	1 1 0 0 -1 0 -1 -1 1 2 0 -1 0 0 0 -1 0 0 0 0 -1
105	3	-1 0 0 0 1 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 1
105	4	-1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0
105	5	0 -1 0 0 0 1 -1 0 1 0 1 1 1 0 0 1 -1 0 0 0 0
105	6	2 1 -1 0 -1 -1 0 -1 1 1 -1 0 -1 0 1 0 1 1 -1 0 -1
105	7	0 1 -1 0 0 0 -1 -1 0 1 0 0 0 0 0 0 0 1 0 0 0
105	8	-1 -2 2 2 1 1 1 2 -2 -2 0 1 1 -1 -1 1 -1 -1 0 1 0
105	9	0 2 -1 -1 0 -1 -2 -2 1 1 0 -1 0 0 0 -1 1 1 1 -1 1
105	10	0 -1 0 1 2 0 1 1 -1 0 -1 0 0 1 -1 0 -1 0 0 -1 0
105	11	0 0 0 0 1 0 -1 0 0 0 0 0 1 0 0 0 -1 0 0 -1 1
105	12	0 0 -1 -1 0 0 -2 -1 1 0 1 0 0 0 0 1 0 1 1 -1 1
105	13	0 0 -1 -1 0 0 -1 0 1 0 0 0 -1 1 1 0 0 1 0 -1 0
105	14	0 -1 0 0 1 1 -2 0 0 -1 1 1 1 0 -1 1 -1 0 1 0 1
105	15	0 0 0 1 1 0 1 1 -1 0 0 0 1 0 0 0 -1 -1 -1 0 -1
105	16	-1 -2 1 1 1 1 1 1 -1 -2 0 1 0 0 0 1 0 0 0 0 0
106	0	0 0 0 0 0 1 -2 0 0 -1 0 0 0 0 0 0 0 0 1 -1 1
106	1	0 0 -1 0 0 0 -1 0 0 0 0 1 0 -1 0 1 1 1 0 0 1
106	2	1 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 -1 -1 0
106	3	-1 -1 0 0 2 0 0 2 -1 -1 0 1 0 1 -1 1 -1 0 0 -1 1
106	4	0 1 -1 -1 1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0
106	5	0 0 0 -1 1 0 -1 1 0 0 1 1 1 0 0 1 -1 0 0 -1 0
106	6	-1 1 -1 -1 0 -1 -1 -1 0 0 0 0 0 -1 0 0 2 1 1 0 2
106	7	-1 1 0 -2 0 0 -2 -2 1 0 1 -1 0 -1 0 0 1 1 1 0 1
106	8	0 0 0 1 0 0 1 0 -1 0 -1 1 0 -1 0 0 1 0 0 1 0
106	9	1 -1 -1 0 2 0 0 1 0 -1 0 1 1 1 0 1 -1 0 -1 -1 0
106	10	-1 -1 1 1 0 1 1 1 -1 0 1 0 0 -1 0 0 -1 -1 0 1 -1
106	11	0 1 0 0 0 0 0 -1 0 0 0 -1 0 -1 0 -1 1 0 0 0 0
106	12	-1 1 0 -1 1 0 0 0 -1 0 0 -1 0 1 0 -1 0 0 0 -1 0
106	13	-1 -1 1 1 2 0 1 1 -1 -1 -1 0 1 0 -1 0 -1 0 -1 0 1
106	14	0 -1 0 1 0 0 0 -1 0 0 -1 0 -1 0 0 0 1 1 0 1 0
106	15	-1 0 0 0 1 1 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 0
106	16	-1 0 1 0 1 1 0 1 -1 -1 1 0 1 -1 -1 0 -1 -1 0 0 0
107	0	0 -2 0 1 1 0 1 2 -1 -1 0 1 0 1 -1 1 -1 0 0 0 0
107	1	0 0 -1 0 0 0 0 1 0 0 0 0 0 1 0 0 -1 0 0 -1 0
107	2	0 -1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 -1 0 0 0 -1
107	3	1 0 0 0 -1 0 0 -1 1 1 0 0 -1 0 0 0 0 1 0 0 -1
107	4	0 1 0 1 1 -1 1 0 -1 0 -1 -1 1 0 -1 -1 0 0 -1 0 0
107	5	0 1 -1 0 0 0 -1 -1 1 0 -1 0 0 0 0 0 0 1 0 0 1
107	6	1 -2 -1 1 1 0 1 2 0 -1 -1 2 0 1 0 2 -1 0 -1 0 0
107	7	-1 0 1 0 0 0 0 -1 -1 0 -1 -1 -1 0 0 -1 1 1 1 0 0
107	8	0 -3 1 2 1 1 1 2 -1 -2 0 2 1 0 -1 2 -2 -1 0 1 0
107	9	0 0 0 -1 1 0 0 0 0 0 0 0 1 1 -1 0 -1 0 0 -1 1
107	10	0 1 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 -1
107	11	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 0 0 -1
107	12	0 0 0 0 0 0 1 0 0 0 -1 0 -1 1 0 0 0 0 0 0 -1
107	13	0 0 -1 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0
107	14	0 -2 0 1 1 0 1 2 0 -1 0 2 1 0 0 2 -1 0 -1 0 0
107	15	0 0 -1 1 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 -1 0
107	16	0 -1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 -1 0 0 -1 0
108	0	-1 1 0 0 1 0 0 0 -1 0 0 0 1 -1 -1 0 0 0 0 0 1
108	1	-1 1 0 0 1 -1 1 0 -1 0 -1 -1 0 -1 0 -1 1 0 -1 1 0
108	2	-1 -2 1 1 3 1 1 2 -2 -2 0 1 2 0 -2 1 -2 -1 0 0 1
108	3	0 0 1 1 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 -1
108	4	2 0 -1 0 0 0 0 0 1 1 0 1 1 0 0 1 -1 0 -1 -1 0
108	5	0 -1 -1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
108	6	0 1 -1 -1 1 0 0 1 0 -1 0 0 1 0 0 0 0 0 -1 -1 1
108	7	-1 0 0 0 1 1 -1 0 0 -1 1 0 2 -1 -1 0 -1 0 0 0 1
108	8	-1 1 0 0 0 0 0 -1 0 0 0 -1 0 -1 0 -1 1 0 0 1 0
108	9	0 0 -1 0 0 -1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0
108	10	-1 0 0 -1 1 0 0 1 -1 0 1 0 1 0 0 0 0 0 0 -1 0
108	11	0 -1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 -1 0 0 0 0
108	12	-1 -2 2 1 1 2 1 1 -1 -1 0 0 1 0 -1 0 -2 -1 0 0 0
108	13	0 0 -1 0 0 0 -1 0 1 0 1 1 0 -1 0 1 0 0 0 1 0
108	14	-1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
108	15	0 0 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0
108	16	1 2 -2 -1 -1 -1 -2 -1 2 1 1 -1 0 0 0 0 0 1 0 -1 0
109	0	-1 -1 1 1 -1 1 -1 0 0 0 1 0 0 -1 0 0 0 0 1 0 0
109	1	0 -1 0 0 1 1 -1 1 0 -1 1 1 1 0 -1 1 -1 0 0 -1 1
109	2	-1 -1 1 1 1 1 2 2 -2 -1 0 1 0 0 0 1 -1 -1 -1 1 -1
109	3	-1 1 1 0 0 0 0 -1 -1 0 -1 -1 0 -1 0 -1 1 0 0 1 0
109	4	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
109	5	0 1 -1 0 1 0 0 -1 0 0 -1 -1 0 0 -1 -1 0 0 0 0 1
109	6	0 0 -1 0 -1 -1 0 0 0 0 0 0 -1 0 1 0 1 1 0 0 0
109	7	0 -1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0
109	8	1 0 -1 0 1 0 0 1 0 -1 0 1 1 0 0 1 -1 0 -1 -1 1
109	9	0 -1 1 1 0 0 1 1 -1 0 -1 0 -1 0 0 -1 0 0 0 0 0
109	10	0 0 0 0 1 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0
109	11	1 1 -1 0 0 -1 0 -1 0 1 -1 -1 0 0 0 -1 1 1 0 -1 0
109	12	1 0 0 0 -1 0 -1 -1 1 1 0 0 0 1 0 0 0 1 0 -1 0
109	13	1 -1 -1 0 1 0 1 1 0 -1 0 1 1 1 0 1 -1 0 -1 -1 0
109	14	-1 0 0 1 1 0 1 0 -1 0 -1 0 0 0 0 0 0 1 -1 0 0
109	15	-1 0 0 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 1 0 0 1
109	16	-1 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0
110	0	1 -1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 -1 0 -1 -1 -1
110	1	-1 1 0 -1 0 0 -1 0 0 0 1 0 1 -1 0 0 0 0 0 0 1
110	2	-1 0 0 0 0 1 -1 1 0 0 1 0 1 -1 0 0 -1 0 0 0 0
110	3	-1 -1 0 0 1 1 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 0
110	4	0 0 -1 -1 2 0 0 0 0 0 0 0 1 1 -1 0 -1 0 0 -1 1
110	5	-1 0 0 0 1 0 -1 0 0 -1 0 -1 1 0 -1 0 0 0 1 -1 1
110	6	0 -2 1 1 -1 1 0 1 0 0 1 0 0 0 0 0 -1 0 0 0 -1
110	7	0 1 0 0 0 -1 0 -1 0 0 -1 -1 0 0 0 -1 1 1 0 -1 1
110	8	-1 0 1 0 1 0 -1 -1 0 -1 0 -1 1 -1 -1 0 0 0 1 0 1
110	9	0 -1 -1 0 1 1 0 2 0 -1 1 1 1 0 0 1 -1 0 -1 -1 0
110	10	0 0 0 0 0 0 1 1 -1 0 0 0 0 0 1 0 0 0 -1 0 -1
110	11	-1 0 0 0 1 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 1
110	12	0 -1 0 0 1 0 0 1 0 -1 0 1 1 0 -1 1 -1 0 0 0 1
110	13	0 -1 0 0 1 0 1 1 -1 0 0 1 0 1 -1 1 -1 0 0 0 0
110	14	-1 -1 1 1 1 1 0 1 0 -1 1 0 1 0 -1 0 -2 -1 0 0 0
110	15	-1 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
110	16	-1 -1 1 0 1 0 0 1 -1 -1 0 0 0 1 0 0 0 0 0 0 0
111	0	0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 -1 0 -1 0 0
111	1	0 -1 1 1 1 1 1 0 -1 -1 -1 0 0 1 -1 0 -1 0 0 0 0
111	2	0 -1 1 1 0 1 0 1 -1 0 0 0 0 0 0 -1 0 0 0 0 -1
111	3	-1 0 0 0 1 0 -1 0 0 -1 1 -1 1 0 -1 0 -1 0 1 -1 1
111	4	1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 -1 0 -1 -1 -1
111	5	0 1 -1 -1 0 0 -2 -1 2 0 1 0 1 0 0 0 0 1 0 -1 1
111	6	0 -1 0 1 0 1 0 0 1 -1 0 0 0 0 0 0 -1 0 0 0 0
111	7	0 -1 -1 0 1 1 -1 1 1 -1 1 0 1 0 -1 1 -2 0 0 -1 1
111	8	-1 1 0 0 1 0 0 0 -1 1 0 -1 0 0 -1 -1 0 0 0 0 0
111	9	-1 0 0 0 1 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0
111	10	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 -1
111	11	0 0 0 0 1 0 1 2 -1 0 0 1 1 0 0 0 -1 -1 -1 0 0
111	12	0 -1 -1 0 2 0 0 1 0 -1 0 1 1 1 -1 1 -1 0 0 -1 1
111	13	-1 0 0 -1 1 0 -1 1 0 -1 0 0 0 0 0 0 0 0 1 -1 1
111	14	0 1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 1 0 1 1 0 -1 1
111	15	0 0 0 0 0 -1 0 -1 0 0 -1 0 0 0 0 0 1 1 0 1 0
111	16	0 2 0 -1 -2 0 -1 -1 0 2 1 -1 0 -1 1 -1 1 0 0 0 -1
112	0	0 0 0 0 1 1 -1 0 0 0 1 0 1 0 -1 0 -1 0 0 -1 0
112	1	0 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
112	2	0 0 0 0 0 1 -1 1 0 0 1 0 0 0 0 0 0 0 0 -1 -1
112	3	0 1 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1
112	4	-1 -1 1 1 1 1 0 1 -1 -1 1 0 0 0 0 0 -1 -1 0 0 -1
112	5	0 1 0 0 0 0 -1 -1 0 0 0 -1 0 -1 0 0 1 0 0 0 0
112	6	1 0 -1 0 0 0 -1 0 1 0 0 0 0 1 0 0 -1 1 0 -1 0
112	7	0 0 -1 -1 0 0 -1 -1 1 0 1 0 1 0 0 0 0 1 0 -1 1
112	8	0 1 -1 0 0 -1 0 -1 1 0 -1 0 0 0 0 0 1 1 0 0 0
112	9	-1 1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
112	10	0 2 -1 0 0 -1 0 -2 1 1 -1 -1 0 0 0 -1 1 1 -1 0 0
112	11	0 -1 0 0 -1 0 -1 -1 1 0 1 0 0 0 0 1 0 1 1 0 0
112	12	0 2 0 -1 -1 0 -1 -1 0 1 0 -1 -1 0 1 -1 1 0 0 0 -1
112	13	0 -2 1 1 1 1 1 2 -1 -1 0 1 1 0 0 1 -2 -1 -1 0 0
112	14	0 0 -1 0 1 0 0 1 0 0 0 1 1 0 -1 1 -1 0 0 -1 1
112	15	0 0 -1 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 1 -1 0
112	16	0 0 0 0 1 0 1 1 -1 0 -1 0 0 1 0 0 -1 0 -1 0 0
