priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
76	89665	0x15e41	2	3	1	3	20	0 0 0 0 -1 0 0 0 0 -1 0 1 0 0 0 0 0	-13 -4 -1 -2 4 7 11 -6 0 -6 0 -1 4 -3 -5 7 -8	11 -7 -6 -12 -5 5 11 -5 -13 -6 -3 -1 -2 9 8 -6 -1	1 2 -2 0 0 0 -1 0 0 -1 -1 1 1 0 -1 0 1
77	20796	0x0513c	2	3	1	3	21	0 0 0 0 -1 0 0 0 0 0 -1 1 0 0 0 0 0	-11 -3 -1 0 2 5 8 -6 0 -4 1 0 2 -2 -4 5 -6	15 -18 -8 -18 -6 8 15 -7 -15 -7 3 -1 -3 12 13 -6 -1	0 2 -1 -1 -1 1 -2 0 1 0 0 0 1 0 -1 0 0
78	19036	0x04a5c	2	3	1	3	20	0 0 0 0 -1 0 0 0 0 0 0 0 -1 1 0 0 0	-11 -3 -1 -2 2 5 7 -5 0 -4 1 -1 3 -2 -4 5 -6	22 -38 -9 -35 -17 14 19 -14 -17 -3 7 2 -1 14 26 2 -1	0 2 -1 -1 1 0 -1 0 0 -1 0 1 0 0 -1 0 0
79	98144	0x17f60	2	3	1	3	19	0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 -1	-12 -2 0 -3 1 7 8 -7 0 -1 0 2 3 -3 -7 5 -7	8 6 -3 -6 -3 4 4 0 -8 -4 -4 1 -4 4 4 -4 -1	0 0 0 0 0 -1 -1 0 -1 -1 -1 1 1 -1 -1 0 1
80	11185	0x02bb1	2	3	1	3	19	0 0 0 0 -1 0 0 0 0 0 0 0 0 1 -1 0 0	-10 -3 2 -1 2 3 7 -5 0 -3 1 0 2 -2 -3 5 -6	28 -18 -8 -36 -17 15 13 -7 -16 -4 3 7 -9 15 26 -1 -2	1 4 -2 -2 1 1 -2 -1 1 -1 0 1 0 1 -2 0 0
81	71538	0x11772	2	3	1	3	20	0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 -1	-8 -1 2 -1 0 3 5 -5 0 0 0 2 1 -2 -4 3 -5	16 16 -3 -14 -7 7 0 4 -8 -4 -6 7 -11 6 9 -4 -2	0 1 0 0 1 -1 -1 0 -1 -1 -1 2 1 0 -2 0 1
82	45439	0x0b17f	2	3	1	3	17	0 0 0 0 -1 0 0 0 0 0 0 1 0 0 0 -1 0	-10 -3 1 -3 3 5 8 -4 1 -3 0 -1 3 -3 -4 5 -6	-1 -36 -4 -5 0 2 18 -15 -9 -1 10 -10 11 7 5 -1 1	1 1 -1 -1 -1 1 -1 0 1 0 0 0 1 -1 0 1 0
83	7692	0x01e0c	2	3	1	3	21	0 0 0 0 -1 0 0 0 0 0 1 0 0 -1 0 0 0	-13 -4 2 -5 4 7 10 -6 0 -3 1 0 5 -4 -6 8 -8	12 -41 -5 -26 -14 9 16 -16 -11 2 7 -1 6 8 20 7 0	2 4 -3 -3 0 2 -2 -2 2 -1 1 -1 -1 0 0 0 0
84	70001	0x11171	2	3	1	3	19	0 0 0 0 -1 0 0 0 0 1 0 0 0 -1 0 0 0	-11 -3 2 -3 2 5 7 -6 0 -1 2 1 3 -3 -5 6 -6	16 -52 -7 -32 -15 12 20 -18 -13 1 13 -1 5 11 25 7 0	1 4 -2 -4 -1 3 -3 -2 3 0 2 -2 -1 0 0 0 -1
85	36014	0x08cae	2	3	1	3	18	0 0 0 0 -1 0 0 0 1 0 0 0 0 -1 0 0 0	-14 -4 -1 -3 4 8 11 -7 0 -5 1 0 5 -4 -6 8 -8	17 -18 -7 -24 -12 9 11 -7 -13 -4 -1 3 -3 9 17 0 -1	0 3 -1 -1 0 1 -2 -1 2 0 1 -1 0 0 0 -1 0
86	12610	0x03142	2	3	1	3	20	0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 -1 0	-14 -4 -1 -4 4 8 11 -6 1 -5 0 -1 5 -4 -6 7 -8	9 -23 -6 -13 -5 6 15 -10 -12 -4 4 -4 3 9 10 -3 0	0 1 0 0 0 0 -1 0 1 0 0 0 1 -1 0 0 0
87	122492	0x1de7c	2	3	1	3	20	0 0 0 0 -1 0 0 0 1 1 0 0 0 0 0 0 0	9 3 1 3 -3 -6 -8 4 0 4 0 1 -4 2 5 -5 6	9 -20 0 -20 -12 7 2 -6 0 5 5 5 0 1 15 10 0	-4 0 3 -1 1 1 -1 0 2 3 3 -1 -1 0 1 -1 -1
88	33980	0x084bc	2	3	1	3	18	0 0 0 0 -1 0 0 1 -1 0 0 0 0 0 0 0 0	-11 -3 1 -2 1 5 7 -6 0 -2 1 1 3 -2 -5 5 -6	18 -24 -7 -23 -9 11 16 -9 -14 -4 8 0 -3 13 18 -3 -1	2 2 -3 -3 -1 1 -2 -1 0 -2 -1 0 0 0 -2 1 0
89	72035	0x11963	2	3	1	3	19	0 0 0 0 -1 0 0 1 0 -1 0 0 0 0 0 0 0	-14 -4 -2 -2 3 8 11 -7 0 -6 0 0 5 -3 -6 7 -8	19 10 -7 -15 -6 8 7 2 -14 -9 -6 4 -11 11 10 -10 -2	1 1 -2 0 0 -1 -1 0 -1 -2 -2 1 1 0 -2 0 1
90	44016	0x0abf0	2	3	1	3	20	0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 -1 0	-14 -4 0 -5 3 8 10 -7 1 -3 1 0 5 -4 -7 7 -8	0 -37 -4 -9 -3 3 15 -14 -7 1 10 -7 10 5 8 3 1	2 2 -2 -2 -1 1 -1 -1 1 -1 0 -1 0 -1 0 1 0
91	63070	0x0f65e	2	3	1	3	19	0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 -1 0	-14 -4 0 -4 2 8 10 -7 1 -3 1 0 4 -3 -7 6 -8	9 -24 -7 -11 -2 6 16 -9 -12 -5 8 -5 2 10 9 -5 0	2 1 -1 -1 -1 0 -1 0 0 -1 -1 0 1 -1 -1 1 0
92	60346	0x0ebba	2	3	1	3	21	0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 1 0	-10 -3 0 -1 4 4 8 -4 -1 -5 0 -1 3 -2 -3 6 -6	25 -11 -7 -29 -15 13 13 -6 -17 -6 -2 5 -8 14 21 -4 -2	0 3 -2 -1 1 1 -2 -1 1 -1 0 1 0 1 -1 -1 0
93	39259	0x0995b	2	3	1	3	22	0 0 0 0 0 -1 -1 0 1 0 0 0 0 0 0 0 0	-10 -3 -1 -2 5 5 9 -3 0 -6 -1 -2 4 -3 -3 6 -6	14 -6 -5 -14 -7 7 11 -5 -13 -6 -3 0 -3 10 10 -6 -1	-1 1 0 1 1 0 -1 0 1 0 0 1 1 0 0 -1 0
94	88361	0x15929	2	3	1	3	21	0 0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0 0	-10 -3 2 -4 4 4 7 -4 0 -2 1 -1 3 -3 -4 6 -6	6 -58 -4 -23 -12 8 21 -22 -10 4 14 -6 13 8 19 9 1	1 4 -2 -3 0 3 -2 -2 3 0 2 -1 -1 0 1 0 -1
95	28936	0x07108	2	3	1	3	21	0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 1 0	-10 -3 1 -2 3 4 7 -5 -1 -3 1 0 3 -2 -4 6 -6	16 -25 -5 -25 -13 10 13 -10 -12 -1 4 2 -1 10 19 2 -1	2 4 -4 -3 0 2 -2 -2 1 -2 0 0 -1 1 -1 0 0
96	52452	0x0cce4	2	3	1	3	20	0 0 0 0 0 -1 0 0 -1 0 0 0 0 1 0 0 0	-10 -3 1 -3 3 4 7 -4 0 -3 0 -1 3 -2 -4 5 -6	8 -30 -4 -14 -6 7 17 -13 -11 -1 9 -5 5 10 12 -1 0	2 2 -3 -2 0 1 -1 -1 0 -2 -1 1 0 0 -1 1 0
97	106038	0x19e36	2	3	1	3	21	0 0 0 0 0 -1 0 0 -1 1 0 0 0 0 0 0 0	-7 -2 3 -3 2 2 4 -3 0 0 1 0 2 -2 -3 4 -4	4 -54 -3 -18 -8 7 20 -20 -8 4 17 -7 12 8 16 7 1	2 3 -3 -4 -1 3 -2 -2 2 -1 1 -1 -1 0 0 1 -1
98	58282	0x0e3aa	2	3	1	3	19	0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 1 0	-11 -3 -2 0 3 5 8 -6 -1 -5 1 0 3 -2 -4 6 -6	21 -2 -7 -23 -11 10 8 -1 -14 -7 -4 6 -10 11 16 -5 -2	0 3 -2 -1 0 1 -2 -1 1 -1 0 0 0 1 -1 -1 0
99	22457	0x057b9	2	3	1	3	19	0 0 0 0 0 -1 0 0 0 0 -1 0 1 0 0 0 0	-14 -4 -1 -2 4 7 11 -7 0 -5 0 0 4 -3 -6 7 -8	11 3 -5 -5 0 5 10 -1 -12 -8 -1 -2 -5 10 4 -11 -1	1 2 -2 -1 -1 1 -2 -1 1 -1 -1 0 1 0 -1 0 0
100	19673	0x04cd9	2	3	1	3	22	0 0 0 0 0 -1 0 0 0 0 0 -1 0 1 0 0 0	-14 -4 -1 -4 4 7 10 -6 0 -5 0 -1 5 -3 -6 7 -8	18 -17 -6 -22 -11 11 14 -8 -14 -4 3 1 -3 12 17 -3 -1	1 2 -2 -1 1 0 -1 -1 0 -2 -1 1 0 0 -1 0 0
101	48645	0x0be05	2	3	1	3	22	0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 1 0	-10 -3 0 -2 4 5 8 -5 -1 -4 1 0 4 -3 -4 7 -6	13 -15 -4 -21 -12 7 7 -6 -9 -1 -2 4 -2 6 15 3 -1	1 4 -3 -2 0 2 -2 -2 2 -1 1 -1 -1 1 0 -1 0
102	9419	0x024cb	2	3	1	3	21	0 0 0 0 0 -1 0 0 0 0 0 1 0 0 -1 0 0	-2 -1 3 0 3 -1 3 0 0 -2 0 -1 1 -2 1 3 -2	0 -13 0 -6 -3 0 4 -6 -2 2 1 -1 4 2 4 3 0	1 3 -2 -1 0 2 -1 -1 2 0 1 0 0 1 0 0 0
103	71688	0x11808	2	3	1	3	22	0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 -1	0 1 3 0 1 -1 1 0 0 1 -1 1 0 -2 0 1 -1	-12 21 5 16 7 -8 -9 5 6 2 -8 -1 2 -7 -13 0 0	0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1
104	68247	0x10a97	2	3	1	3	28	0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 -1	-3 0 4 -3 2 1 3 -1 0 1 -1 1 2 -3 -2 3 -3	-7 11 5 6 0 -4 -7 1 5 5 -6 1 3 -6 -5 5 0	1 1 -1 0 1 0 0 -1 0 -1 0 1 0 0 0 0 1
105	126167	0x1ecd7	2	3	1	3	21	0 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 -1 0	-7 -2 2 -4 3 3 5 -2 1 -1 0 -1 3 -3 -3 4 -4	-7 -49 -1 -3 0 1 18 -19 -4 4 16 -12 17 4 5 5 2	1 1 -1 -2 -1 2 -1 -1 2 0 1 -1 0 -1 1 1 -1
106	37195	0x0914b	2	3	1	3	21	0 0 0 0 0 -1 0 0 1 0 -1 0 0 0 0 0 0	-11 -3 -3 -1 4 6 9 -5 0 -6 0 -1 4 -3 -4 6 -6	10 3 -5 -8 -3 4 6 0 -10 -7 -5 1 -5 7 5 -7 -1	-1 1 0 1 0 0 -1 0 1 0 0 0 1 0 0 -1 0
107	11430	0x02ca6	2	3	1	3	22	0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 1 0	-10 -3 1 -1 2 4 7 -5 -1 -3 1 0 2 -1 -4 5 -6	25 -12 -8 -27 -12 13 14 -5 -17 -7 2 4 -9 15 20 -6 -2	2 3 -3 -2 0 1 -2 -1 0 -2 -1 1 0 1 -2 0 0
108	56954	0x0de7a	2	3	1	3	22	0 0 0 0 0 0 -1 0 -1 0 0 1 0 0 0 0 0	-6 -2 2 -1 2 2 5 -2 0 -2 0 -1 1 -1 -2 3 -4	4 -20 -4 -4 1 3 15 -9 -10 -4 7 -7 4 9 4 -6 0	2 1 -2 -1 -1 1 -1 0 0 -1 -1 1 1 0 -1 1 0
109	115608	0x1c398	2	3	1	3	22	0 0 0 0 0 0 -1 0 -1 1 0 0 0 0 0 0 0	-7 -2 3 -2 1 2 4 -3 0 0 1 0 1 -1 -3 3 -4	13 -41 -6 -20 -7 10 21 -15 -13 -2 15 -5 4 13 17 -1 0	2 2 -2 -3 -1 2 -2 -1 1 -1 0 0 0 0 -1 1 -1
110	19672	0x04cd8	2	3	1	3	21	0 0 0 0 0 0 -1 0 0 0 -1 1 0 0 0 0 0	-7 -2 -1 1 2 3 6 -3 0 -4 0 -1 1 -1 -2 3 -4	9 3 -6 -2 3 3 10 0 -12 -10 -1 -3 -5 10 1 -13 -1	0 0 0 1 -1 0 -1 1 0 0 -1 1 2 0 -1 0 0
111	68246	0x10a96	2	3	1	3	18	0 0 0 0 0 0 -1 0 0 0 0 0 0 1 0 0 -1	-4 0 2 0 0 1 3 -2 0 0 -1 1 0 -1 -2 1 -3	10 37 -1 2 2 2 -5 11 -5 -7 -10 5 -13 4 -3 -11 -2	0 -1 1 2 1 -2 0 1 -2 -1 -2 3 2 0 -2 0 1
112	31077	0x07965	2	3	1	3	20	0 0 0 0 0 0 -1 0 0 0 0 1 0 0 -1 0 0	-2 -1 3 1 2 -1 3 0 0 -2 0 -1 0 -1 1 2 -2	9 0 -3 -8 -2 3 5 -1 -7 -4 -1 1 -4 7 5 -5 -1	1 2 -1 0 0 1 -1 0 1 0 0 1 1 1 -1 0 0
113	83366	0x145a6	2	3	1	3	18	0 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 -1	0 1 3 1 0 -1 1 0 0 1 -1 1 -1 -1 0 0 -1	-3 34 2 14 8 -5 -8 10 1 -4 -10 1 -6 -2 -12 -8 -1	0 -1 1 2 0 -1 0 1 -1 0 -1 2 2 0 -1 0 1
114	110969	0x1b179	2	3	1	3	27	0 0 0 0 0 0 -1 0 0 1 0 0 0 0 0 -1 0	-7 -2 2 -3 2 3 5 -2 1 -1 0 -1 2 -2 -3 3 -4	2 -36 -4 -5 1 4 19 -14 -9 -2 14 -10 9 9 6 -3 1	1 0 0 -1 -1 1 -1 0 1 0 0 0 1 -1 0 1 -1
115	68244	0x10a94	2	3	1	3	17	0 0 0 0 0 0 0 -1 0 0 1 0 0 0 0 0 -1	-6 -1 4 -4 2 3 5 -3 0 1 0 1 2 -3 -4 4 -5	-5 6 3 3 -1 -3 -5 0 3 4 -5 1 3 -5 -3 5 0	2 2 -1 0 1 0 0 -1 0 -1 0 1 0 0 0 0 1
116	103975	0x19627	2	3	1	3	19	0 0 0 0 0 0 0 0 -1 -1 0 0 0 1 0 0 0	-13 -4 -1 -3 3 7 10 -6 0 -5 0 -1 4 -2 -6 6 -8	9 3 -5 -4 0 4 9 -1 -11 -7 -1 -2 -4 9 3 -10 -1	3 1 -3 0 0 -1 0 0 -2 -3 -3 2 1 0 -2 1 1
117	9398	0x024b6	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 1 0	-11 -3 -1 0 1 5 7 -7 -1 -3 2 1 2 -1 -5 5 -6	21 -3 -8 -21 -8 10 9 0 -14 -8 0 5 -11 12 15 -7 -2	2 3 -3 -2 -1 1 -2 -1 0 -2 -1 0 0 1 -2 0 0
118	31001	0x07919	2	3	1	3	23	0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 1 0	-10 -3 1 -2 2 5 7 -6 -1 -2 2 1 3 -2 -5 6 -6	13 -16 -5 -19 -9 7 8 -5 -9 -2 2 3 -3 7 14 1 -1	3 4 -4 -3 -1 2 -2 -2 1 -2 0 -1 -1 1 -1 0 0
119	13865	0x03629	2	3	1	3	26	0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0 -1 0	-6 -2 2 -3 2 3 5 -2 1 -1 0 -1 2 -2 -3 3 -4	-16 -29 0 15 11 -6 13 -12 -1 1 12 -15 16 1 -9 -2 2	3 0 -2 -1 -2 1 0 0 0 -1 -1 0 1 -1 0 2 0
120	118155	0x1cd8b	2	3	1	3	19	0 0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 -1	-3 0 5 -3 0 1 2 -2 0 3 0 2 1 -2 -3 2 -3	-7 10 4 8 3 -4 -6 2 5 4 -2 0 2 -5 -6 3 0	3 1 -2 -1 0 0 0 -1 -1 -2 -1 1 0 0 -1 1 1
121	84917	0x14bb5	2	3	1	3	19	0 0 0 0 0 0 0 0 0 -1 -1 1 0 0 0 0 0	-10 -3 -3 0 3 6 9 -5 0 -6 0 -1 3 -2 -4 5 -6	1 23 -4 10 8 -3 1 7 -7 -10 -9 -2 -6 4 -9 -14 -1	1 0 -1 2 -1 -1 0 1 -1 -1 -2 1 2 0 -1 0 1
122	71194	0x1161a	2	3	1	3	20	0 0 0 0 0 0 0 0 0 -1 0 1 0 -1 0 0 0	-9 -3 -1 -2 4 6 9 -4 0 -5 0 -1 4 -3 -4 6 -6	-7 10 -1 12 7 -6 0 2 -2 -4 -7 -4 2 -1 -10 -6 0	2 1 -2 1 -1 0 0 0 0 -1 -1 0 1 0 0 0 1
123	109558	0x1abf6	2	3	1	3	16	0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 -1 0	-9 -3 -1 -3 4 6 9 -3 1 -5 -1 -2 4 -3 -4 5 -6	-15 5 0 23 14 -9 4 -1 -1 -4 -2 -11 8 -1 -17 -9 1	2 -1 -1 2 -1 -1 1 1 -1 -1 -2 1 2 -1 0 1 1
124	33705	0x083a9	2	3	1	3	23	0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 1 0	-7 -2 0 2 1 2 5 -5 -1 -3 2 1 1 -1 -2 4 -4	26 17 -7 -25 -11 10 -1 8 -11 -8 -8 13 -19 10 16 -6 -3	1 4 -2 -1 0 1 -2 -1 1 -1 0 0 0 2 -2 -1 0
125	114538	0x1bf6a	2	3	1	3	20	0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 1 -1	-5 0 0 2 -1 2 3 -5 -1 0 1 3 0 -1 -3 2 -3	14 51 -2 -3 -1 2 -14 19 -3 -8 -17 13 -21 1 -1 -9 -3	0 1 0 1 0 -1 -1 0 -1 -1 -1 1 1 1 -2 -1 1
126	92820	0x16a94	2	3	1	3	19	0 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 -1	-9 -1 -2 -1 0 6 6 -6 0 -1 0 2 2 -2 -6 3 -5	-2 36 -1 16 10 -4 -6 12 -2 -8 -10 0 -8 -1 -13 -12 -1	0 -2 1 2 -1 -2 0 1 -2 -1 -2 1 2 -1 -1 0 1
127	110069	0x1adf5	2	3	1	3	18	0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 -1	-8 -1 1 -1 0 4 5 -6 -1 0 1 3 2 -2 -5 4 -5	19 41 -2 -13 -8 6 -12 15 -4 -5 -15 15 -20 2 7 -4 -3	1 2 -1 0 1 -1 -1 -1 -1 -2 -1 1 0 1 -2 -1 1
128	96267	0x1780b	2	3	1	3	18	0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 -1	-12 -2 -1 -4 1 8 8 -7 0 -1 0 2 4 -3 -8 5 -7	3 26 -1 6 3 0 -4 8 -3 -5 -8 2 -7 0 -5 -7 -1	1 -1 0 1 0 -2 0 0 -2 -2 -2 1 1 -1 -1 0 1
129	63780	0x0f924	2	3	1	3	22	0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 -1 0	-14 -4 -1 -5 3 8 10 -6 1 -4 0 -1 5 -3 -7 6 -8	7 -13 -5 -5 0 5 13 -6 -10 -5 6 -5 1 9 5 -7 0	2 0 -1 0 0 -1 0 0 -1 -2 -2 1 1 -1 -1 1 0
130	101079	0x18ad7	2	3	1	3	19	0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 -1	0 1 4 2 -1 -2 0 -2 -1 2 1 3 -1 -1 0 1 -1	14 48 1 -9 -6 2 -19 18 2 -2 -17 17 -20 -2 3 -1 -3	1 3 -1 0 1 0 -1 -1 0 -1 0 1 0 2 -2 -1 1
131	41324	0x0a16c	3	4	1	4	19	-1 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1	1 -1 -2 2 1 -2 1 1 1 -4 0 -3 -2 2 3 -1 1	4 -31 -4 -8 -3 5 17 -13 -8 -1 11 -8 7 9 8 -3 1	0 2 -1 -1 0 1 -1 0 1 0 0 0 0 1 0 1 0
132	21939	0x055b3	3	4	1	4	24	-1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0	6 2 1 4 -3 -6 -5 1 0 2 1 1 -5 3 4 -4 4	17 -3 -2 -21 -12 10 2 -1 -4 1 3 7 -8 6 16 2 -1	-1 3 0 -2 1 1 -2 -1 1 0 1 0 -1 2 -1 0 0
133	8529	0x02151	3	4	1	4	21	-1 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1	-3 -2 -4 1 2 1 4 -1 1 -6 0 -3 0 1 1 1 -1	14 -18 -6 -16 -8 9 14 -8 -11 -4 5 -2 -1 11 13 -5 0	-1 2 0 0 1 0 -1 0 1 0 0 0 0 1 0 0 0
134	126770	0x1ef32	3	4	1	4	22	-1 -1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0	3 1 -1 2 -2 -3 -2 0 1 0 0 0 -3 2 2 -3 2	1 12 1 2 0 1 -3 3 2 1 0 1 -3 0 -1 -2 0	0 1 0 0 1 -1 0 0 -1 -1 -1 1 0 1 -1 1 1
135	127702	0x1f2d6	3	4	1	4	20	-1 -1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0	7 2 -1 3 -2 -5 -4 3 1 0 -1 -1 -4 3 4 -5 4	-5 33 3 18 9 -4 -8 10 5 -2 -4 -1 -5 -2 -13 -9 0	0 -1 1 2 1 -2 1 1 -2 -1 -2 2 1 1 -1 1 1
136	62371	0x0f3a3	3	4	1	4	18	-1 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1	-2 -3 -2 0 0 1 2 -1 0 -3 1 -2 -1 2 0 0 -1	18 -41 -7 -29 -15 13 19 -15 -13 -1 11 -1 2 11 23 3 0	1 3 -2 -2 0 1 -2 -1 1 -1 0 0 -1 1 -1 1 0
137	105422	0x19bce	3	4	1	4	18	-1 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 1	-2 -2 -4 1 3 1 5 -1 1 -6 -1 -3 0 1 1 1 -1	-1 -9 -2 5 2 1 13 -8 -7 -3 3 -10 6 7 -2 -9 1	0 -1 -1 1 0 -2 1 1 -1 -1 -2 1 1 0 0 1 1
138	34348	0x0862c	3	4	1	4	18	-1 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 1	-3 -2 -3 0 2 1 4 -2 1 -4 0 -2 0 1 0 1 -1	8 -30 -4 -11 -6 8 19 -14 -10 -1 11 -8 6 11 11 -4 1	0 0 -1 -1 0 -1 0 0 0 -1 -1 0 0 0 0 1 0
139	122092	0x1dcec	3	4	1	4	18	-1 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 1	-3 -2 -5 1 2 2 5 -2 1 -6 -1 -2 1 1 0 1 -1	7 8 -3 2 1 4 9 -1 -8 -6 0 -5 -3 9 0 -13 0	0 -2 -1 1 0 -3 1 1 -2 -2 -3 1 1 0 -1 1 1
140	105637	0x19ca5	3	4	1	4	18	-1 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 1	-2 -2 -5 0 3 2 5 -1 1 -6 -1 -3 1 1 0 1 -1	-6 11 0 17 8 -3 5 0 -2 -4 -1 -9 3 3 -11 -12 1	1 -2 -1 2 0 -3 2 1 -2 -2 -3 1 1 0 0 1 1
141	30104	0x07598	3	4	1	4	20	-1 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 1 0	4 1 -3 3 0 -2 0 0 0 -2 -1 0 -2 2 2 -2 2	-2 60 4 20 7 -5 -16 18 5 -4 -17 4 -12 -4 -16 -12 -1	0 -2 0 3 1 -4 2 1 -3 -2 -3 2 1 1 -1 0 2
142	41062	0x0a066	3	4	1	4	19	-1 0 -1 0 1 0 0 0 0 0 0 0 0 0 1 0 0	0 0 -5 0 1 2 3 -1 1 -3 -2 -1 0 1 -1 -1 0	-18 45 5 39 18 -11 -8 11 6 -4 -10 -9 1 -6 -28 -15 1	0 -5 1 4 0 -5 3 2 -4 -2 -4 2 2 -1 0 1 2
143	116993	0x1c901	3	4	1	4	18	-1 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1	-5 -4 -4 -1 2 4 6 -3 0 -5 0 -2 1 1 -2 2 -3	13 -19 -5 -16 -10 9 15 -10 -12 -3 3 -3 1 9 13 -3 0	1 0 -2 0 0 -2 0 0 -1 -2 -2 1 0 0 -1 1 1
144	81401	0x13df9	3	4	1	4	22	-1 0 0 -1 0 0 0 0 0 0 0 1 0 0 0 1 0	3 2 -1 4 1 -4 0 1 1 -3 -1 -1 -2 1 4 -1 2	-6 26 2 16 8 -5 -4 6 2 -2 -6 -3 -2 1 -12 -10 0	-1 0 0 1 1 -1 1 1 -1 0 -1 1 1 1 0 0 1
145	124935	0x1e807	3	4	1	4	19	-1 0 0 -1 0 0 0 0 0 0 0 1 0 0 1 0 0	-1 1 -3 1 2 0 3 0 2 -4 -2 -2 0 0 1 0 0	-22 11 3 35 19 -11 4 -1 3 -2 1 -16 11 -1 -24 -13 2	-1 -3 1 2 0 -2 2 2 -2 0 -2 1 2 -1 1 1 1
146	117030	0x1c926	3	4	1	4	16	-1 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 -1	-12 -1 2 -2 3 4 10 -7 2 -3 0 1 3 -4 -5 6 -7	-5 22 0 17 11 -4 1 4 -2 -4 -2 -6 -1 4 -12 -13 0	2 1 -1 0 0 -1 0 0 -1 -2 -2 1 2 0 -1 1 1
147	120234	0x1d5aa	3	4	1	4	21	-1 0 0 -1 0 0 1 0 0 0 0 1 0 0 0 0 0	3 2 -1 2 1 -3 0 1 2 -2 -1 -1 -1 0 3 -1 2	-26 17 6 35 18 -14 -6 3 11 3 -1 -11 10 -7 -25 -6 2	0 -1 0 1 0 -1 2 1 -1 0 -1 0 1 0 1 1 1
148	100356	0x18804	3	4	1	4	19	-1 0 0 -1 0 1 0 0 0 0 0 1 0 0 0 0 0	3 2 -1 3 0 -3 0 1 2 -2 -1 -1 -2 1 3 -2 2	-17 30 3 33 19 -11 -5 8 6 -3 -3 -9 2 -2 -24 -14 1	0 -2 1 2 0 -2 2 2 -2 0 -2 1 2 0 0 1 1
149	85887	0x14f7f	3	4	1	4	21	-1 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 1 0	-8 -2 -3 0 1 4 6 -5 0 -4 0 0 1 0 -3 3 -4	18 -11 -6 -21 -12 11 13 -7 -14 -4 0 1 -4 11 16 -4 -1	-1 1 -1 -1 1 -1 -1 0 -1 -1 -1 1 0 0 -1 0 1
150	30143	0x075bf	3	4	1	4	20	-1 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 1 0	-1 0 1 2 -1 -2 0 -2 0 0 1 1 -2 1 1 0 0	22 -25 -5 -33 -18 14 12 -10 -11 1 6 5 -4 11 25 4 -1	-1 3 -1 -3 1 1 -2 -1 1 0 1 0 -1 1 -1 0 0
151	89203	0x15c73	3	4	1	4	19	-1 0 0 0 -1 0 0 0 1 0 0 0 1 0 0 0 0	-7 -2 -1 0 2 3 7 -4 1 -4 -1 0 1 -1 -2 3 -4	13 14 -3 -7 -4 6 5 1 -9 -5 -5 1 -7 8 5 -9 -1	-1 1 0 0 1 -1 -1 0 0 0 -1 1 1 0 -1 0 1
