priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
77	25480	0x06388	2	3	1	3	5	0 -1 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0	-4 -1 0 0 0 1 3 -4 0 0 1 1 -1 0 -2 1 -2	19 -3 -4 -19 -10 11 7 -2 -9 -3 3 4 -8 9 15 -3 -1	0 2 0 -1 0 0 -2 -1 1 -1 0 0 0 1 -1 0 0
78	80200	0x13948	2	3	1	3	4	0 -1 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0	-4 -1 -2 1 0 2 4 -4 0 -2 0 1 0 0 -2 1 -2	18 35 -3 -6 -3 7 -3 11 -7 -8 -8 7 -17 7 4 -12 -2	0 0 0 1 0 -2 -1 0 -1 -2 -2 1 1 1 -2 0 1
79	96513	0x17901	2	3	1	3	4	0 -1 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	-3 -1 -2 0 1 2 4 -3 0 -2 0 0 0 0 -2 1 -2	5 38 0 9 4 0 -7 12 -1 -6 -9 3 -11 1 -7 -11 -1	1 0 0 2 0 -2 0 0 -1 -2 -2 1 1 1 -1 0 1
80	50108	0x0c3bc	2	3	1	3	4	0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 0	-8 -1 -1 1 2 2 6 -5 0 -4 1 0 1 -1 -2 4 -4	22 12 -6 -18 -8 10 4 4 -11 -7 -3 7 -14 12 13 -9 -2	0 4 -1 -1 1 1 -2 -1 1 -1 0 0 0 2 -1 -1 0
81	5698	0x01642	2	3	1	3	4	0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0	-12 -2 -3 -2 3 6 9 -6 1 -5 0 -1 3 -2 -5 5 -6	6 -3 -5 1 3 4 12 -3 -10 -7 4 -6 -1 10 1 -12 0	0 1 0 0 0 0 -1 0 0 -1 -1 0 1 0 0 0 0
82	32336	0x07e50	2	3	1	3	4	0 -1 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 0	-8 -1 -1 0 2 2 6 -4 1 -4 0 -1 1 -1 -2 3 -4	14 7 -5 -7 -1 7 8 1 -10 -7 2 0 -8 12 6 -12 -1	0 2 0 0 1 0 -1 0 0 -1 -1 1 1 1 -1 0 0
83	30639	0x077af	2	3	1	3	4	0 -1 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0	-11 -2 0 -1 3 4 9 -6 1 -4 0 0 2 -2 -4 5 -6	12 17 -4 0 3 5 6 4 -9 -8 0 -1 -9 11 1 -15 -1	1 3 -1 -1 0 1 -2 -1 1 -1 -1 0 1 1 -1 0 0
84	45405	0x0b15d	2	3	1	3	3	0 -1 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0	-8 -1 -2 0 3 3 7 -4 1 -5 0 -1 2 -2 -2 4 -4	11 17 -4 -3 0 4 2 5 -7 -7 -4 2 -9 8 2 -11 -1	-1 2 1 1 1 0 -1 0 1 0 0 0 1 1 0 -1 0
85	30273	0x07641	2	3	1	3	3	0 -1 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0	-8 -1 -1 0 1 3 6 -5 1 -3 1 0 1 -1 -3 3 -4	11 16 -5 -1 3 4 3 6 -7 -8 0 1 -10 9 1 -13 -1	1 2 0 0 0 0 -1 0 0 -1 -1 0 1 1 -1 0 0
86	25796	0x064c4	2	3	1	3	3	0 -1 0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0	-7 -2 1 0 1 2 5 -4 0 -2 1 0 0 -1 -2 3 -4	20 -26 -7 -28 -13 12 15 -10 -14 -3 6 2 -3 12 21 0 -1	0 4 -1 -2 0 2 -3 -1 2 0 1 0 0 1 -1 0 0
87	9190	0x023e6	2	3	1	3	3	0 -1 0 0 -1 0 0 1 0 0 0 0 0 0 0 0 0	-8 -2 0 0 0 3 5 -5 0 -2 1 1 1 -1 -3 3 -4	28 -9 -8 -31 -14 15 11 -3 -15 -6 3 7 -12 14 23 -4 -2	0 3 -1 -2 0 1 -3 -1 1 -1 0 0 0 1 -2 0 0
88	54866	0x0d652	2	3	1	3	3	0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0	-7 -2 0 0 2 2 5 -4 -1 -3 1 0 1 -1 -2 4 -4	26 -10 -6 -33 -18 14 8 -4 -13 -3 -1 9 -10 11 24 1 -2	0 5 -2 -2 1 2 -3 -2 2 -1 1 0 -1 2 -1 -1 0
89	940	0x003ac	2	3	1	3	5	0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0	-11 -3 -2 -3 3 6 8 -5 0 -4 0 -1 3 -2 -5 5 -6	10 -25 -5 -14 -7 8 16 -11 -12 -3 6 -4 3 9 12 -2 0	0 2 -1 -1 0 1 -2 -1 1 -1 0 0 0 0 0 0 0
90	27582	0x06bbe	2	3	1	3	5	0 -1 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 0	-7 -2 0 -1 2 2 5 -3 0 -3 0 -1 1 -1 -2 3 -4	18 -15 -5 -22 -11 11 12 -7 -12 -3 4 2 -4 11 17 -2 -1	0 3 -1 -1 1 1 -2 -1 1 -1 0 1 0 1 -1 0 0
91	25153	0x06241	2	3	1	3	4	0 -1 0 0 0 -1 0 0 0 0 0 0 1 0 0 0 0	-10 -3 1 -2 3 4 8 -5 0 -3 0 0 2 -2 -4 5 -6	16 -5 -4 -15 -7 9 10 -4 -11 -4 2 1 -5 10 12 -5 -1	1 4 -2 -2 0 2 -3 -2 2 -1 0 0 0 1 -1 0 0
92	13841	0x03611	2	3	1	3	3	0 -1 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0	-6 -2 2 -3 3 2 5 -2 0 -2 0 -1 2 -2 -2 4 -4	10 -28 -2 -20 -12 8 11 -12 -7 3 6 0 4 6 16 6 0	1 4 -2 -2 1 2 -2 -2 2 -1 1 0 -1 1 0 0 0
93	31008	0x07920	2	3	1	3	3	0 -1 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0	-3 -1 1 1 1 0 3 -1 0 -2 0 -1 -1 0 0 1 -2	14 -5 -5 -12 -4 7 10 -3 -11 -6 2 0 -5 10 9 -7 -1	0 2 0 0 0 1 -2 0 1 0 0 1 1 1 -1 0 0
94	27583	0x06bbf	2	3	1	3	6	0 -1 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0	-6 -2 2 -2 2 2 5 -2 0 -2 0 -1 1 -1 -2 3 -4	19 -15 -5 -22 -11 11 12 -7 -12 -3 4 2 -4 11 17 -2 -1	1 3 -1 -1 1 1 -2 -1 1 -1 0 1 0 1 -1 0 0
95	91330	0x164c2	2	3	1	3	5	0 -1 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 0	-4 -1 2 0 0 0 2 -2 0 0 1 0 -1 0 -1 1 -2	23 -26 -7 -28 -12 14 16 -9 -14 -4 10 2 -5 14 22 -2 -1	0 3 0 -2 0 2 -3 -1 2 0 1 0 0 1 -1 0 -1
96	63773	0x0f91d	2	3	1	3	3	0 -1 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0	-7 -2 -1 0 2 3 6 -3 0 -4 0 -1 1 -1 -2 3 -4	24 8 -7 -20 -9 11 7 2 -14 -9 -4 6 -13 12 14 -9 -2	-1 2 1 1 1 0 -2 0 1 0 0 1 1 1 -1 -1 0
97	9357	0x0248d	2	3	1	3	4	0 -1 0 0 0 0 0 -1 0 0 0 1 0 0 0 0 0	-6 -2 1 -1 2 2 5 -3 0 -2 1 -1 0 -1 -2 3 -4	7 -23 -4 -13 -6 5 11 -9 -8 -1 5 -2 3 6 10 1 0	1 4 -1 -1 0 2 -2 -1 2 0 1 0 0 1 0 0 0
98	93394	0x16cd2	2	3	1	3	5	0 -1 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 0	-9 -3 0 -3 3 5 8 -4 0 -4 0 -1 3 -2 -4 5 -6	11 5 -3 -10 -6 5 3 0 -7 -3 -4 3 -5 5 7 -3 -1	2 3 -2 0 1 0 -1 -1 0 -2 -1 1 0 1 -1 0 1
99	578	0x00242	2	3	1	3	7	0 -1 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0	-8 -2 -3 -2 1 5 5 -4 0 -3 1 -1 2 -1 -4 3 -4	9 -26 -6 -15 -7 7 13 -9 -10 -3 6 -2 2 7 12 0 0	0 1 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0
100	27216	0x06a50	2	3	1	3	7	0 -1 0 0 0 0 0 0 0 0 0 0 -1 1 0 0 0	-4 -1 -1 0 0 1 2 -2 0 -2 1 -1 0 0 -1 1 -2	17 -16 -6 -23 -11 10 9 -5 -10 -3 4 4 -5 9 17 0 -1	0 2 0 0 1 0 -1 0 0 -1 0 1 0 1 -1 0 0
101	56899	0x0de43	2	3	1	3	5	0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0	-7 -2 0 0 1 3 5 -5 -1 -2 2 1 1 -1 -3 4 -4	23 -1 -6 -27 -14 11 3 1 -10 -4 -3 10 -12 8 19 0 -2	1 5 -2 -2 0 2 -3 -2 2 -1 1 -1 -1 2 -1 -1 0
102	3005	0x00bbd	2	3	1	3	6	0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 0	-11 -3 -2 -3 2 7 8 -6 0 -3 1 0 3 -2 -6 5 -6	7 -16 -5 -8 -3 5 11 -6 -9 -4 4 -3 1 6 7 -3 0	1 2 -1 -1 -1 1 -2 -1 1 -1 0 -1 0 0 0 0 0
103	89964	0x15f6c	2	3	1	3	4	0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1	-5 0 0 -1 -1 3 3 -4 0 1 0 2 0 -1 -4 1 -3	3 28 0 6 3 0 -6 9 -1 -4 -7 3 -8 -1 -5 -6 -1	0 0 1 1 0 -1 -1 0 -1 -1 -1 1 1 0 -1 0 1
104	96334	0x1784e	2	3	1	3	5	0 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1	3 2 3 2 -2 -3 -2 0 0 3 0 2 -3 0 1 -2 1	-2 35 3 10 5 -4 -13 12 5 -1 -9 5 -8 -5 -9 -3 -1	0 1 1 1 0 0 -1 0 0 0 0 1 1 1 -1 0 1
105	22034	0x05612	2	3	1	3	4	0 -1 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0	-2 -1 4 -1 1 -1 2 -1 0 0 1 0 0 -1 0 2 -2	15 -9 -2 -22 -12 8 2 -3 -4 2 2 7 -5 5 16 5 -1	2 5 -2 -2 1 2 -2 -2 2 -1 1 0 -1 2 -1 0 0
106	33772	0x083ec	2	3	1	3	4	0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0	-6 -2 2 -4 2 3 5 -2 1 -1 0 -1 2 -2 -3 3 -4	-1 -24 -1 -3 -1 2 10 -10 -3 2 9 -6 8 3 4 2 1	2 2 -1 -1 0 1 -1 -1 1 -1 0 0 0 0 0 1 0
107	92881	0x16ad1	2	3	1	3	4	0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1	0 1 4 -1 -1 -1 0 -1 0 3 0 2 -1 -1 -1 0 -1	3 25 3 0 -2 0 -11 8 4 2 -7 7 -7 -4 -1 2 -1	1 2 0 0 1 0 -1 -1 0 -1 0 1 0 1 -1 0 1
108	101521	0x18c91	2	3	1	3	3	0 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0	-4 -1 2 -2 0 1 2 -2 1 1 1 0 0 -1 -2 1 -2	3 -35 -3 -9 -2 5 14 -12 -5 1 15 -6 7 6 9 2 1	1 2 0 -2 -1 2 -2 -1 2 0 1 -1 0 0 0 1 -1
109	26028	0x065ac	2	3	1	3	4	0 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1	2 2 4 1 -3 -3 -3 -1 0 5 1 3 -3 0 0 -2 1	7 14 1 -6 -3 3 -7 6 2 1 -1 7 -8 -1 4 2 -1	0 2 1 -1 0 1 -2 -1 1 0 1 0 0 1 -1 0 0
110	42333	0x0a55d	2	3	1	3	6	0 -1 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0	-4 -1 -2 0 1 2 3 -2 0 -3 1 -1 1 -1 -1 2 -2	14 -6 -5 -19 -10 7 3 -1 -7 -3 -2 6 -6 5 13 1 -1	-1 2 1 1 1 0 -1 0 1 0 1 0 0 1 0 -1 0
111	129139	0x1f873	2	3	1	3	4	0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1	-1 1 1 1 -1 0 1 -2 0 1 0 2 -1 -1 -1 0 -1	8 48 1 2 0 0 -16 17 2 -4 -15 11 -16 -3 -4 -5 -2	-1 1 2 2 1 -1 -1 0 0 0 0 1 1 1 -1 -1 1
112	13842	0x03612	2	3	1	3	5	0 -1 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0	-5 -1 -2 2 -1 2 3 -4 0 -2 1 1 0 0 -2 1 -2	18 21 -6 -9 -1 7 1 9 -9 -10 -3 6 -16 9 6 -12 -2	0 1 0 0 -1 0 -2 0 0 -1 -1 0 1 1 -2 0 0
113	81772	0x13f6c	2	3	1	3	5	0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1	2 2 2 2 -3 -2 -2 -1 0 3 0 3 -2 0 0 -2 1	6 52 2 7 4 -1 -17 19 4 -4 -12 10 -17 -3 -7 -7 -2	0 0 1 1 0 -1 -1 0 -1 -1 -1 1 1 1 -2 0 1
114	16367	0x03fef	2	3	1	3	5	0 -1 0 0 0 0 1 0 0 0 0 0 -1 0 0 0 0	-4 -1 -1 -1 0 2 2 -3 0 -1 2 0 1 -1 -2 2 -2	5 -20 -3 -15 -8 4 3 -5 -2 2 4 3 1 1 11 7 0	1 3 -1 -1 0 1 -1 -1 1 -1 1 -1 -1 1 0 0 0
115	13840	0x03610	2	3	1	3	4	0 -1 0 0 0 0 1 0 0 0 0 0 0 -1 0 0 0	-7 -2 0 -2 1 4 5 -5 0 -1 2 1 2 -2 -4 4 -4	3 -10 -2 -8 -4 2 1 -2 -1 1 2 2 0 0 6 4 0	2 4 -2 -2 -1 2 -2 -2 2 -1 1 -2 -1 1 0 0 0
116	90817	0x162c1	2	3	1	3	5	0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1	-1 1 2 0 -2 0 0 -3 0 3 1 3 -1 -1 -2 0 -1	-1 34 3 6 2 -3 -16 13 7 1 -9 8 -9 -7 -6 1 -1	1 2 0 0 0 0 -1 -1 0 -1 0 0 0 1 -1 0 1
117	96550	0x17926	2	3	1	3	2	0 -1 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0	-6 -2 -2 -1 2 4 6 -3 0 -4 0 -1 2 -1 -3 3 -4	1 35 -1 12 7 -3 -7 12 -1 -7 -10 2 -9 0 -10 -11 -1	2 1 -1 2 0 -1 0 0 -1 -2 -2 1 1 1 -1 0 1
118	98085	0x17f25	2	3	1	3	5	0 -1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1	3 2 2 1 -2 -2 -2 0 0 3 0 2 -2 0 0 -2 1	-7 55 5 22 11 -8 -21 20 10 -2 -13 6 -11 -9 -18 -6 -1	1 0 1 2 0 -1 0 0 -1 -1 -1 1 1 1 -1 0 1
119	76417	0x12a81	2	3	1	3	3	0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1	8 0 -1 2 -3 -4 -7 4 -1 2 1 -1 -4 4 4 -5 5	16 -41 -4 -31 -17 12 11 -12 -6 3 11 4 1 5 24 11 0	-1 2 0 -2 0 2 -2 -1 2 1 2 -1 -2 1 0 0 -1
120	76965	0x12ca5	2	3	1	3	4	0 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0	-8 -1 1 -1 2 2 5 -3 1 -3 1 -1 2 -2 -2 4 -4	6 -20 -5 -8 0 4 11 -6 -7 -3 9 -3 1 9 7 -4 0	1 4 -1 -2 0 3 -2 -1 2 0 1 -1 0 1 0 0 -1
121	80203	0x1394b	2	3	1	3	4	0 -1 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0	-7 -2 2 -2 2 2 4 -2 0 -2 1 -1 2 -2 -2 4 -4	10 -42 -5 -23 -10 8 15 -14 -9 1 11 -1 5 8 18 6 0	1 5 -2 -3 0 4 -3 -2 3 0 2 -1 -1 1 0 0 -1
122	80037	0x138a5	2	3	1	3	6	0 -1 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0	-4 -1 1 -1 0 1 1 -1 0 -1 2 -1 1 -1 -1 2 -2	9 -43 -6 -24 -10 7 12 -12 -7 1 11 1 4 6 18 8 0	1 4 -1 -2 0 3 -2 -1 2 0 2 -1 -1 1 0 0 -1
123	88392	0x15948	2	3	1	3	5	0 -1 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0	-3 -1 4 0 0 -1 1 -1 0 0 2 0 0 -1 0 2 -2	15 -23 -5 -25 -10 8 6 -5 -6 0 7 6 -4 7 18 5 -1	2 6 -2 -3 0 4 -3 -2 3 0 2 -1 -1 2 -1 0 -1
124	101558	0x18cb6	2	3	1	3	4	0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0	-7 -2 2 -3 1 3 4 -2 1 -1 1 -1 2 -2 -3 3 -4	-1 -38 -4 -6 1 2 14 -12 -5 0 14 -7 9 5 6 2 1	2 3 -1 -2 -1 3 -2 -1 2 0 1 -1 0 0 0 1 -1
125	83186	0x144f2	2	3	1	3	4	0 0 -1 -1 0 0 0 0 0 0 0 0 0 1 0 0 0	-11 -2 -3 -1 4 5 10 -6 1 -6 -1 -1 3 -2 -4 5 -6	9 29 -3 6 4 3 4 6 -9 -9 -6 -2 -9 10 -4 -18 -1	0 -1 0 2 1 -3 1 1 -2 -2 -3 2 2 0 -1 0 1
126	68546	0x10bc2	2	3	1	3	3	0 0 -1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0	-7 -1 -2 0 4 3 8 -4 1 -5 -1 -1 2 -2 -2 4 -4	-4 26 0 18 10 -4 1 5 -3 -6 -6 -6 -2 4 -13 -15 0	0 -1 0 2 0 -2 1 1 -1 -1 -2 1 2 0 0 0 1
127	72029	0x1195d	2	3	1	3	3	0 0 -1 -1 0 0 0 0 0 0 1 0 0 0 0 0 0	-10 -2 -1 -3 5 5 10 -5 1 -5 -1 -1 4 -3 -4 6 -6	1 16 0 8 3 0 3 1 -4 -3 -4 -4 -1 5 -5 -10 0	1 0 -1 1 1 -2 1 0 -1 -2 -2 1 1 0 0 0 1
128	85216	0x14ce0	2	3	1	3	4	0 0 -1 -1 0 0 0 1 0 0 0 0 0 0 0 0 0	-8 -1 -3 0 3 4 8 -5 1 -5 -1 0 3 -2 -3 4 -4	4 43 -1 15 9 -1 -3 12 -4 -9 -9 -1 -11 6 -11 -19 -1	0 -2 0 2 0 -3 1 1 -2 -2 -3 1 2 0 -1 0 1
129	89702	0x15e66	2	3	1	3	2	0 0 -1 0 -1 0 0 0 0 0 0 1 0 0 0 0 0	-10 -3 -1 -1 3 5 9 -6 0 -4 0 0 2 -2 -4 5 -6	15 -4 -5 -15 -8 8 11 -5 -13 -5 -2 0 -4 10 11 -6 -1	0 1 -1 0 0 -1 -1 0 0 -1 -1 1 1 0 -1 0 1
130	86300	0x1511c	2	3	1	3	5	0 0 -1 0 0 -1 0 0 0 0 0 0 0 1 0 0 0	-10 -3 -2 -2 4 5 9 -5 0 -5 -1 -1 3 -2 -4 5 -6	13 7 -3 -9 -6 7 8 -2 -11 -5 -4 0 -5 9 7 -8 -1	0 0 -1 1 1 -2 0 0 -1 -2 -2 2 1 0 -1 0 1
131	73260	0x11e2c	2	3	1	3	4	0 0 -1 0 0 -1 0 0 0 0 0 1 0 0 0 0 0	-6 -2 -1 -1 4 3 7 -3 0 -4 -1 -1 2 -2 -2 4 -4	0 4 0 3 0 0 5 -3 -5 -2 -4 -4 2 3 -2 -5 0	0 0 -1 1 0 -1 0 0 0 -1 -1 1 1 0 0 0 1
132	88334	0x1590e	2	3	1	3	4	0 0 -1 0 0 -1 0 1 0 0 0 0 0 0 0 0 0	-7 -2 -2 -1 3 4 7 -4 0 -4 -1 0 3 -2 -3 4 -4	8 21 -1 0 -1 3 1 4 -6 -5 -7 1 -7 5 0 -9 -1	0 -1 -1 1 0 -2 0 0 -1 -2 -2 1 1 0 -1 0 1
133	82818	0x14382	2	3	1	3	3	0 0 -1 0 0 0 -1 0 0 0 0 1 0 0 0 0 0	-6 -2 -1 0 3 3 7 -3 0 -4 -1 -1 1 -1 -2 3 -4	9 17 -3 1 1 3 6 2 -10 -8 -6 -2 -6 8 -1 -13 -1	0 -1 0 2 0 -2 0 1 -1 -1 -2 2 2 0 -1 0 1
134	86301	0x1511d	2	3	1	3	5	0 0 -1 0 0 0 -1 0 0 0 1 0 0 0 0 0 0	-9 -3 0 -3 4 5 9 -4 0 -4 -1 -1 3 -2 -4 5 -6	14 7 -3 -9 -6 7 8 -2 -11 -5 -4 0 -5 9 7 -8 -1	1 0 -1 1 1 -2 0 0 -1 -2 -2 2 1 0 -1 0 1
135	66720	0x104a0	2	3	1	3	4	0 0 -1 0 0 0 -1 1 0 0 0 0 0 0 0 0 0	-7 -2 -2 0 2 4 7 -4 0 -4 -1 0 2 -1 -3 3 -4	17 34 -4 -2 0 6 2 9 -11 -11 -9 3 -15 10 1 -17 -2	0 -2 0 2 0 -3 0 1 -2 -2 -3 2 2 0 -2 0 1
136	73263	0x11e2f	2	3	1	3	3	0 0 -1 0 0 0 0 -1 0 0 0 1 0 0 0 0 0	-9 -3 -1 -2 4 5 9 -5 0 -4 0 -1 2 -2 -4 5 -6	2 -1 -2 0 -1 1 7 -4 -7 -3 -3 -4 2 4 0 -5 0	1 1 -1 1 0 -1 0 0 0 -1 -1 1 1 0 0 0 1
137	973	0x003cd	2	3	1	3	7	0 0 -1 0 0 0 0 -1 0 1 0 0 0 0 0 0 0	-10 -3 0 -3 3 5 8 -6 0 -2 1 0 2 -2 -5 5 -6	11 -22 -4 -16 -9 8 13 -10 -10 -1 5 -2 2 8 13 0 0	1 2 -1 -1 0 0 -1 -1 1 -1 0 0 0 0 0 0 0
138	103936	0x19600	2	3	1	3	4	0 0 -1 0 0 0 0 0 -1 0 0 0 0 1 0 0 0	-10 -3 -1 -2 2 5 8 -6 0 -3 0 0 2 -1 -5 4 -6	13 6 -4 -7 -3 7 9 -1 -11 -6 0 -1 -6 10 6 -10 -1	2 0 -2 0 0 -2 0 0 -2 -3 -3 2 1 0 -2 1 1
139	50386	0x0c4d2	2	3	1	3	4	0 0 -1 0 0 0 0 0 -1 1 0 0 0 0 0 0 0	-7 -2 1 -2 1 3 5 -5 0 0 1 1 1 -1 -4 3 -4	9 -18 -3 -11 -5 7 12 -8 -8 -1 8 -3 1 8 10 -2 0	2 1 -2 -2 -1 0 -1 -1 0 -2 -1 0 0 0 -1 1 0
140	84882	0x14b92	2	3	1	3	3	0 0 -1 0 0 0 0 0 0 0 -1 1 0 0 0 0 0	-7 -2 -3 1 2 4 7 -5 0 -4 0 0 1 -1 -3 3 -4	5 26 -3 7 5 0 1 7 -7 -9 -8 -1 -8 5 -6 -14 -1	0 -1 0 2 -1 -2 0 1 -1 -1 -2 1 2 0 -1 0 1
141	45104	0x0b030	2	3	1	3	3	0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 1	4 0 -4 3 0 -2 -2 1 -1 -2 0 -1 -2 3 3 -2 3	18 -1 -3 -20 -13 10 4 -1 -7 -2 -2 6 -8 7 15 -1 -1	-2 0 0 0 1 -1 0 0 0 0 0 0 -1 1 0 -1 0
142	26062	0x065ce	2	3	1	3	4	0 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 0 1	0 -1 -6 0 1 2 1 0 0 -3 -1 -2 0 2 0 -1 1	2 -16 -2 -1 -2 4 12 -8 -6 -2 5 -7 5 5 3 -4 1	-2 -3 1 1 0 -2 1 1 -1 0 -1 0 0 -1 1 0 0
143	124129	0x1e4e1	2	3	1	3	4	0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 -1 0	-10 -3 -2 -3 3 6 9 -5 1 -4 -1 -1 3 -2 -5 4 -6	2 11 -2 8 5 1 7 0 -7 -6 -1 -6 -1 6 -5 -12 0	1 -2 0 2 0 -3 1 1 -2 -2 -3 2 2 -1 -1 1 1
144	71229	0x1163d	2	3	1	3	5	0 0 -1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0	-6 -2 -1 -1 3 4 7 -4 0 -3 0 0 2 -2 -3 4 -4	-3 13 0 9 4 -3 0 2 -2 -3 -6 -3 0 0 -7 -6 0	1 0 -1 1 -1 -1 0 0 0 -1 -1 0 1 0 0 0 1
145	109521	0x1abd1	2	3	1	3	2	0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 -1 0	-6 -2 -1 -2 3 4 7 -3 1 -3 -1 -1 2 -2 -3 3 -4	-11 8 1 20 11 -6 4 -1 -1 -3 -1 -10 6 0 -14 -9 1	1 -2 0 2 -1 -2 1 1 -1 -1 -2 1 2 -1 0 1 1
146	93360	0x16cb0	2	3	1	3	4	0 0 -1 0 0 0 0 0 0 0 1 0 0 0 -1 0 0	-5 -2 2 -2 3 2 6 -3 0 -2 0 0 2 -2 -2 4 -4	10 13 0 -9 -7 4 -2 2 -3 0 -6 5 -6 3 6 -1 -1	2 2 -2 0 1 -1 0 -1 0 -2 -1 1 0 1 -1 0 1
147	22128	0x05670	2	3	1	3	4	0 0 -1 0 0 0 0 0 0 1 -1 0 0 0 0 0 0	-8 -2 -2 0 1 4 6 -6 0 -2 1 1 1 -1 -4 3 -4	14 5 -5 -9 -3 7 7 1 -10 -7 0 1 -8 9 7 -9 -1	0 0 0 0 -1 -1 -1 0 0 -1 -1 0 1 0 -1 0 0
148	3039	0x00bdf	2	3	1	3	6	0 0 -1 0 0 0 0 0 0 1 0 0 0 -1 0 0 0	-7 -2 0 -2 2 4 6 -5 0 -1 1 1 2 -2 -4 4 -4	6 -8 -2 -7 -4 4 6 -4 -5 -1 2 -1 0 4 6 -1 0	1 1 -1 -1 -1 0 -1 -1 1 -1 0 -1 0 0 0 0 0
149	46643	0x0b633	2	3	1	3	3	0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 -1 0	-7 -2 0 -3 2 4 6 -4 1 -1 0 0 2 -2 -4 3 -4	-2 -13 -1 4 3 1 10 -7 -4 -1 7 -8 6 4 -1 -4 1	1 -1 0 0 -1 -1 0 0 0 -1 -1 0 1 -1 0 1 0
150	89870	0x15f0e	2	3	1	3	3	0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 -1	-1 1 2 0 -1 0 1 -3 0 3 0 3 -1 -1 -2 0 -1	2 36 3 7 2 -1 -11 11 3 -1 -9 5 -9 -3 -6 -4 -1	0 -1 1 1 0 -2 0 0 -1 -1 -1 1 1 0 -1 0 1
151	130578	0x1fe12	2	3	1	3	5	0 0 -1 0 0 0 0 0 1 0 0 0 0 0 -1 0 0	-6 -2 -1 0 3 3 7 -4 0 -4 0 0 2 -2 -2 4 -4	15 36 -2 -7 -5 4 -7 11 -5 -6 -14 9 -15 4 3 -8 -2	0 1 0 2 1 -2 0 0 0 -1 -1 1 1 1 -1 -1 1
152	49873	0x0c2d1	2	3	1	3	5	0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 1	4 0 -5 2 1 -1 -1 2 0 -3 -1 -2 -1 2 3 -2 3	7 4 -1 -5 -5 4 2 0 -3 -2 -3 1 -3 3 4 -3 0	-3 -2 2 2 1 -2 1 1 0 1 0 0 0 0 1 -1 0
