priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
55621	66889	0x10549	108010	16	9	3	2	-3 2 -2 -1 0 0 3 -2 -1 0 1 0 0 0 0 0 1	0 -1 -2 -1 -2 -1 -1 -1 1 0 -1 0 0 -1 0 1 -1
55622	21577	0x05449	72843	16	9	3	2	-3 2 -2 -1 0 0 3 -2 0 0 1 0 1 0 -1 0 0	1 1 0 -1 0 0 0 -1 0 0 -1 -1 1 0 0 0 -1
55623	37445	0x09245	49715	16	9	3	4	-3 2 -1 -2 0 0 3 -2 0 1 0 0 1 0 0 -1 0	1 1 0 2 1 1 0 0 -2 -1 0 0 0 0 1 -1 0
55624	67781	0x108c5	36926	16	9	3	5	-3 2 -1 -2 0 0 3 -1 -2 0 0 1 0 0 0 0 1	0 1 1 -1 -1 -1 0 0 0 0 0 0 1 0 0 -1 0
55625	66245	0x102c5	33831	16	9	3	4	-3 2 -1 -2 0 0 3 -1 -2 1 0 0 0 0 0 0 1	1 1 1 0 0 -1 0 0 0 0 1 0 0 0 0 -1 0
55626	8549	0x02165	18669	16	9	3	4	-3 2 -1 -2 0 1 3 0 -1 0 0 2 0 -1 0 0 0	-1 0 1 -3 -2 -1 1 -1 2 2 -2 -1 2 0 -1 0 0
55627	53472	0x0d0e0	53252	16	9	3	4	-2 0 0 0 0 -3 1 -1 0 0 0 0 3 2 -1 -1 2	2 0 1 0 0 0 0 -2 0 0 0 0 -1 2 1 -1 0
55628	57648	0x0e130	39180	16	9	3	2	-2 0 0 0 1 -3 0 0 -1 0 0 0 2 3 -1 -1 2	2 0 1 1 0 0 0 -2 -1 0 0 1 -1 2 2 -1 0
55629	9324	0x0246c	82989	16	9	3	2	-2 2 -3 -1 0 1 3 -2 0 0 1 0 0 -1 0 0 0	1 0 -1 -1 -2 -1 0 -2 0 0 -1 0 0 0 1 0 -1
55630	35048	0x088e8	55276	16	9	3	5	-2 2 -2 -3 0 1 3 -1 0 0 0 1 0 0 0 -1 0	2 2 1 1 2 1 1 -1 -1 -1 1 0 -1 0 1 -1 0
55631	37572	0x092c4	49722	16	9	3	3	-2 2 -1 -2 0 0 3 -3 0 1 0 0 1 0 0 -1 0	0 1 0 3 1 1 0 0 -2 -1 0 0 0 0 1 -1 0
55632	37937	0x09431	118180	16	9	3	3	-1 0 0 0 1 -3 0 0 0 0 -1 0 3 2 -2 -1 2	2 0 -1 2 0 -1 -2 -1 -1 -2 1 1 -2 0 1 -1 -1
55633	21541	0x05425	72705	16	9	3	4	-1 0 1 0 0 -3 0 0 0 0 -1 0 3 2 -1 -2 2	-1 0 -2 2 0 0 -2 0 0 -2 1 1 -1 0 0 0 -1
55634	33381	0x08265	50122	16	9	3	3	-1 2 -3 -2 0 1 3 -2 0 1 0 0 0 0 0 -1 0	0 1 0 1 0 0 1 -1 -1 -1 0 0 0 0 1 -1 0
55635	33505	0x082e1	50050	16	9	3	4	-1 2 -2 -2 0 1 3 -3 0 1 0 0 0 0 0 -1 0	0 1 0 2 0 0 0 -1 -1 -1 0 0 0 0 1 -1 0
55636	8728	0x02218	19386	16	9	4	2	-2 2 -2 -1 -1 0 4 -2 0 1 0 0 0 -1 0 0 0	2 1 2 -3 -1 -1 0 -1 1 1 0 -1 0 0 -1 0 0
55637	73858	0x12082	53176	16	10	2	4	-2 1 0 -2 0 -2 2 -1 0 0 0 0 2 1 0 -2 1	2 2 2 -1 1 1 2 -1 -1 1 -1 -1 0 0 1 -1 0
55638	67074	0x10602	108115	16	10	2	3	-2 1 0 -2 0 0 2 0 -2 1 -1 0 0 2 0 -2 1	-3 -1 -2 2 -1 0 -1 2 0 -1 1 2 0 -1 0 1 -1
55639	19464	0x04c08	74898	16	10	2	2	-2 2 -2 -1 0 0 2 -2 0 0 1 1 2 0 -1 0 0	0 1 0 2 1 0 0 1 -2 -2 1 0 0 -1 0 0 -1
55640	25856	0x06500	87465	16	10	2	3	-2 2 -2 0 0 0 2 -2 1 0 1 0 2 -1 -1 0 0	1 0 0 -1 -2 -1 0 -1 -1 0 -1 0 1 0 1 0 -1
55641	13824	0x03600	92387	16	10	2	3	-2 2 -2 0 0 0 2 0 0 -1 1 2 1 -1 -2 0 0	3 1 2 -2 0 -1 1 -1 0 0 0 -1 0 1 1 0 -1
55642	66180	0x10284	33891	16	10	2	3	-2 2 -1 0 0 0 2 -1 0 -1 0 2 2 0 -2 0 1	-1 1 0 0 0 1 1 0 0 0 -1 0 0 0 0 -1 0
55643	37449	0x09249	49669	16	10	3	3	-3 0 0 -1 0 -2 1 0 -2 1 0 0 1 2 0 -1 2	1 0 1 0 0 0 0 -2 0 1 0 0 0 2 1 -1 0
55644	28209	0x06e31	94160	16	10	3	2	-3 0 0 0 1 -3 0 0 0 -1 1 1 2 1 -1 0 2	-2 0 -2 0 -1 0 -1 3 1 -1 1 1 0 -3 -1 2 -1
55645	93729	0x16e21	116458	16	10	3	4	-3 0 0 0 2 -3 0 0 0 -1 1 1 2 1 -1 0 1	-2 1 -2 1 0 1 -1 3 0 -1 1 0 0 -2 -1 1 -1
55646	69059	0x10dc3	105675	16	10	3	2	-3 1 -2 -2 0 0 3 -1 -1 0 1 1 0 0 0 0 1	-1 1 -2 1 0 0 -1 1 0 -2 1 1 -1 -2 0 1 -1
55647	15555	0x03cc3	97460	16	10	3	3	-3 1 -2 -2 0 0 3 -1 0 0 1 1 1 -1 0 0 0	0 2 -1 2 1 1 0 1 -2 -2 1 1 -1 -1 1 0 -1
55648	68811	0x10ccb	111216	16	10	3	3	-3 1 -2 -1 0 0 3 -1 -2 0 1 1 0 0 0 0 1	0 0 -2 0 -1 -1 -1 0 0 -1 0 0 -1 -1 0 1 -1
55649	57859	0x0e203	39466	16	10	3	3	-3 1 -2 0 0 0 2 0 0 -1 2 2 0 -1 -1 1 0	0 1 -2 1 0 -1 -2 2 0 -3 2 1 -1 -2 0 1 -2
55650	68307	0x10ad3	48493	16	10	3	4	-3 1 0 -2 -1 0 3 -1 -2 1 0 1 0 0 0 0 1	1 0 1 -3 -2 -1 1 -2 1 2 -1 -1 1 1 0 -1 0
55651	68571	0x10bdb	37846	16	10	3	3	-3 1 0 -1 -1 0 3 -1 -3 1 0 1 0 0 0 0 1	0 1 1 -2 -1 0 1 -1 1 1 0 0 1 0 0 -1 0
55652	72539	0x11b5b	37598	16	10	3	4	-3 1 0 -1 -1 0 3 0 -3 1 0 1 -1 0 0 0 1	0 1 1 -1 -1 0 1 -1 0 1 0 0 1 0 0 -1 0
55653	82443	0x1420b	48029	16	10	3	2	-3 1 0 -1 0 -2 2 0 0 -1 0 2 2 0 -1 0 1	1 0 1 -3 -3 -2 0 -3 1 1 -2 -1 1 1 0 -1 0
55654	115203	0x1c203	21912	16	10	3	4	-3 1 0 0 0 -2 2 0 0 -1 0 2 2 0 -1 -1 1	-2 0 0 -1 -1 0 0 -1 1 0 -1 0 1 0 -1 0 0
55655	21027	0x05223	4989	16	10	3	2	-3 1 0 0 0 -1 2 0 -2 -1 0 2 1 0 -1 0 2	-1 2 1 1 1 1 1 0 -1 -1 0 0 1 0 0 -2 0
55656	66339	0x10323	43548	16	10	3	3	-3 1 0 0 0 -1 2 0 -1 -1 0 2 2 0 -2 0 1	-2 0 -1 1 -1 0 0 0 0 -1 0 1 0 -1 0 -1 0
55657	7313	0x01c91	72315	16	10	3	4	-3 2 -2 -2 1 0 2 -1 0 0 1 1 1 0 0 0 0	-1 1 -2 3 1 1 -1 2 -2 -3 2 1 -1 -2 0 0 -1
55658	19913	0x04dc9	68115	16	10	3	3	-3 2 -2 -1 0 0 3 -1 -1 0 1 1 0 0 -1 0 0	1 1 0 0 1 0 0 0 0 -1 0 -1 0 0 0 0 -1
55659	36297	0x08dc9	121763	16	10	3	4	-3 2 -2 -1 0 0 3 -1 -1 0 1 1 0 0 0 -1 0	3 1 0 0 0 -1 0 -1 -1 -1 0 -1 -1 0 1 -1 -1
55660	27849	0x06cc9	82435	16	10	3	5	-3 2 -2 -1 0 0 3 -1 0 0 1 1 0 -1 -1 0 0	1 1 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 -1
55661	15561	0x03cc9	97472	16	10	3	4	-3 2 -2 -1 0 0 3 -1 0 0 1 1 1 -1 0 0 0	0 0 -2 2 0 0 -1 1 -2 -2 1 1 -1 -1 1 0 -1
55662	96329	0x17849	51230	16	10	3	4	-3 2 -2 -1 0 0 3 0 0 0 0 1 1 -1 -1 0 1	0 1 1 1 1 0 0 0 0 0 0 -1 0 0 -1 -1 0
55663	37605	0x092e5	49858	16	10	3	4	-3 2 -1 -2 0 -1 3 -1 0 1 0 0 1 0 0 -1 0	0 1 0 2 2 2 1 1 -2 -1 0 0 0 0 1 -1 0
55664	115141	0x1c1c5	22046	16	10	3	3	-3 2 -1 -2 0 0 3 -1 -1 0 0 0 0 0 1 -1 1	-2 1 1 1 1 0 0 2 0 -1 1 0 1 0 -1 0 0
55665	76229	0x129c5	55342	16	10	3	5	-3 2 -1 -2 0 0 3 -1 -1 0 0 1 0 -1 0 0 1	0 1 1 -1 0 -1 0 0 0 0 0 -1 1 0 -1 -1 0
55666	104645	0x198c5	32589	16	10	3	6	-3 2 -1 -2 0 0 3 -1 0 0 0 1 1 0 0 -1 1	-1 0 1 -1 0 0 1 0 1 1 -1 -1 1 1 -1 0 0
55667	35301	0x089e5	63766	16	10	3	4	-3 2 -1 -2 0 1 3 -1 -1 0 0 1 0 0 0 -1 0	4 1 1 0 1 0 0 -2 -1 0 0 -1 -1 1 1 -1 0
55668	67805	0x108dd	36893	16	10	3	5	-3 2 -1 -1 -1 0 3 -1 -2 0 0 1 0 0 0 0 1	-1 2 1 -1 -1 0 0 0 0 0 0 0 1 0 0 -1 0
55669	66269	0x102dd	33796	16	10	3	4	-3 2 -1 -1 -1 0 3 -1 -2 1 0 0 0 0 0 0 1	0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 -1 0
55670	37997	0x0946d	118146	16	10	3	3	-3 2 -1 -1 0 -1 3 -2 0 0 1 0 1 0 0 -1 0	2 1 0 0 0 0 0 -1 -1 0 -1 -1 0 0 1 -1 -1
55671	28877	0x070cd	22628	16	10	3	3	-3 2 -1 -1 0 0 3 -1 0 0 0 2 1 -1 -1 0 0	0 0 1 -4 -2 -1 1 -2 2 2 -2 -1 1 0 -1 0 0
55672	81949	0x1401d	38606	16	10	3	3	-3 2 -1 -1 1 0 2 0 -2 0 0 2 0 0 -1 0 1	0 1 1 -1 0 0 1 -1 0 1 -1 0 1 0 0 -1 0
55673	82981	0x14425	111726	16	10	3	3	-3 2 -1 0 0 -1 2 -2 0 0 1 0 2 0 -1 0 1	0 -1 -1 -1 -2 -1 -1 0 0 0 -1 0 1 -1 0 1 -1
55674	95012	0x17324	62017	16	10	3	2	-2 0 -1 0 2 -3 0 0 1 -1 0 0 3 1 -1 0 1	3 0 2 0 0 -2 -1 -2 0 -1 0 0 -1 1 1 -1 0
55675	51256	0x0c838	59447	16	10	3	2	-2 0 0 -1 1 -3 0 0 0 0 0 1 2 2 -1 -1 2	3 -1 1 -2 -1 -1 0 -4 0 2 -2 -1 0 3 1 -1 0
55676	120888	0x1d838	16472	16	10	3	3	-2 0 0 -1 1 -3 0 0 0 0 0 1 3 2 -1 -1 1	-2 2 0 3 3 2 1 4 -2 -2 2 0 0 -2 -1 0 0
55677	119096	0x1d138	22472	16	10	3	2	-2 0 0 -1 1 -3 0 0 1 0 0 0 3 2 -1 -1 1	-2 2 0 1 2 2 1 3 -1 -1 1 0 1 -2 -1 0 0
55678	116776	0x1c828	16653	16	10	3	4	-2 0 0 -1 2 -3 0 0 0 0 0 1 2 2 -1 -1 1	-3 2 -1 3 2 2 0 4 -1 -2 2 0 0 -2 -1 0 0
55679	51552	0x0c960	50844	16	10	3	3	-2 0 0 0 0 -3 1 0 -1 0 0 1 2 2 -1 -1 2	2 0 1 -1 -1 0 0 -3 0 1 -1 0 0 2 1 -1 0
55680	64096	0x0fa60	41672	16	10	3	2	-2 0 0 0 0 -3 1 0 0 -1 0 1 3 1 -1 -1 2	0 0 0 1 0 0 -1 -1 0 -1 0 0 0 1 0 -1 0
55681	104976	0x19a10	21072	16	10	3	4	-2 0 0 0 1 -2 0 0 0 -1 0 1 3 2 -2 -1 1	2 2 2 -2 1 0 1 0 0 1 0 -2 1 0 -1 0 0
55682	117280	0x1ca20	27711	16	10	3	4	-2 0 0 0 2 -3 0 0 0 -1 0 1 2 2 -1 -1 1	-1 1 -1 1 1 1 0 2 0 0 1 -1 0 -1 -1 0 0
55683	97056	0x17b20	52060	16	10	3	3	-2 0 0 0 2 -3 0 0 1 -1 0 1 3 1 -1 0 1	4 0 3 -3 -1 -2 1 -4 1 1 -2 -1 0 2 1 -1 0
55684	14872	0x03a18	29671	16	10	3	3	-2 0 0 1 1 -2 0 0 0 -1 0 1 3 1 -2 0 2	1 1 1 2 2 1 1 -1 -1 -1 0 0 -1 1 1 -2 0
55685	33852	0x0843c	117907	16	10	3	2	-2 0 1 -1 1 -3 0 0 0 0 -1 0 2 2 0 -1 2	3 1 2 -2 -1 -2 0 -3 0 0 -1 -1 0 2 1 -1 -1
55686	103028	0x19274	27633	16	10	3	3	-2 0 1 0 1 -3 -1 0 0 -1 0 0 3 2 0 -1 1	1 0 0 0 1 1 1 1 -1 1 0 -1 0 -1 -1 0 0
55687	34100	0x08534	123432	16	10	3	3	-2 0 1 0 1 -3 0 0 -1 0 -1 0 2 2 0 -1 2	2 2 2 -1 0 -1 0 -2 0 -1 0 0 0 1 1 -1 -1
55688	119348	0x1d234	21623	16	10	3	4	-2 0 1 0 1 -3 0 0 0 -1 0 0 3 2 -1 -1 1	1 1 1 -2 1 1 1 0 0 2 -1 -2 1 0 -1 0 0
55689	102978	0x19242	27423	16	10	3	2	-2 1 -2 -2 0 0 3 -2 0 1 0 0 1 0 0 -1 1	1 -1 1 -1 1 0 0 0 1 1 0 -1 0 1 -1 0 0
55690	126978	0x1f002	7936	16	10	3	3	-2 1 0 0 0 -2 2 -2 0 0 0 0 3 1 -1 -1 1	0 0 0 0 0 0 0 0 1 -1 1 1 -1 0 0 0 0
55691	49330	0x0c0b2	53526	16	10	3	3	-2 1 0 0 1 -3 0 -1 0 0 0 0 2 2 -1 -1 2	2 1 1 0 1 0 0 -2 -1 0 0 0 -1 2 1 -1 0
55692	49458	0x0c132	65491	16	10	3	4	-2 1 0 0 1 -3 0 0 -1 0 0 0 2 2 -1 -1 2	1 1 0 2 1 0 -1 -1 -1 -1 1 1 -1 1 1 -1 0
55693	115234	0x1c222	21856	16	10	3	4	-2 1 0 0 2 -3 0 0 0 -1 0 0 2 2 -1 -1 1	0 0 0 -2 0 1 1 0 1 2 -1 -2 1 0 -1 0 0
55694	72450	0x11b02	37561	16	10	3	1	-2 1 0 0 2 -2 0 0 1 -1 0 1 3 0 -2 0 1	1 0 0 1 1 -1 0 -1 0 -1 0 0 -1 0 0 -1 0
55695	47296	0x0b8c0	45246	16	10	3	5	-2 2 -2 -2 0 0 3 -1 0 0 0 1 1 -1 0 -1 0	2 1 1 1 1 1 2 -1 -2 0 0 0 -1 1 2 -1 0
55696	100032	0x186c0	84079	16	10	3	2	-2 2 -2 -2 0 0 3 -1 0 1 -1 0 0 0 0 -1 1	1 1 1 -1 0 -1 -1 0 0 0 0 -1 0 0 -1 0 -1
55697	38592	0x096c0	122880	16	10	3	5	-2 2 -2 -2 0 0 3 -1 0 1 -1 0 1 0 0 -1 0	0 0 0 -2 -2 -2 -2 0 2 0 0 0 0 -1 -1 1 -1
55698	9184	0x023e0	26080	16	10	3	4	-2 2 -2 -2 0 1 3 -1 -1 1 0 0 0 -1 0 0 0	0 0 0 0 0 -1 -1 1 1 0 1 0 0 -1 -1 0 0
55699	11488	0x02ce0	97614	16	10	3	2	-2 2 -2 -2 0 1 3 -1 0 0 1 1 0 -1 0 0 0	0 1 -1 1 0 0 -1 0 -1 -2 1 1 -1 -1 1 0 -1
55700	41696	0x0a2e0	42334	16	10	3	3	-2 2 -2 -2 0 1 3 -1 0 1 0 0 0 -1 0 -1 0	2 1 1 -1 -1 0 1 -2 -1 0 -1 0 0 1 2 -1 0
55701	10976	0x02ae0	29296	16	10	3	4	-2 2 -2 -2 0 1 3 -1 0 1 0 1 0 -1 0 0 0	2 0 2 -4 -1 -1 1 -2 2 3 -2 -2 1 1 -1 0 0
55702	11352	0x02c58	97692	16	10	3	1	-2 2 -2 -1 -1 0 3 -2 0 0 1 1 0 -1 0 0 0	0 0 -1 3 1 0 0 1 -1 -2 1 1 -1 -1 1 0 -1
55703	29768	0x07448	96855	16	10	3	5	-2 2 -2 -1 0 0 3 -2 0 0 1 0 1 -1 -1 0 0	1 1 1 -2 -1 0 1 -2 0 1 -2 -1 1 1 1 0 -1
55704	27720	0x06c48	82442	16	10	3	3	-2 2 -2 -1 0 0 3 -2 0 0 1 1 0 -1 -1 0 0	0 1 0 1 0 0 0 0 0 -1 0 0 0 0 1 0 -1
55705	15432	0x03c48	97481	16	10	3	2	-2 2 -2 -1 0 0 3 -2 0 0 1 1 1 -1 0 0 0	-1 0 -2 3 0 0 -1 1 -2 -2 1 1 -1 -1 1 0 -1
55706	25800	0x064c8	97119	16	10	3	3	-2 2 -2 -1 0 0 3 -1 0 0 1 2 0 -1 -1 0 0	-1 1 -1 3 1 0 -1 2 -1 -3 2 1 -1 -1 1 0 -1
55707	115016	0x1c148	22049	16	10	3	3	-2 2 -2 -1 0 0 3 0 -1 0 0 2 0 0 -1 -1 1	-1 0 0 0 0 1 0 0 0 1 -1 0 1 0 -1 0 0
55708	22632	0x05868	1876	16	10	3	3	-2 2 -2 -1 0 1 3 -2 0 0 0 1 1 0 -1 0 0	0 0 1 -2 -1 0 1 0 1 1 -1 0 0 0 0 0 0
55709	16872	0x041e8	4556	16	10	3	3	-2 2 -2 -1 0 1 3 -1 -1 0 0 2 0 0 -1 0 0	0 0 -1 3 2 0 -1 1 -1 -2 2 0 -1 0 0 0 0
55710	3304	0x00ce8	72677	16	10	3	2	-2 2 -2 -1 0 1 3 -1 0 0 1 1 0 -2 0 0 0	1 0 -1 0 -2 -1 -1 -1 -1 -1 0 1 -1 0 2 0 -1
55711	51304	0x0c868	59431	16	10	3	5	-2 2 -2 -1 0 1 3 0 0 0 0 1 0 -2 -1 1 0	1 1 1 0 0 -1 0 0 0 0 0 -1 0 -1 -1 -1 0
55712	50892	0x0c6cc	122613	16	10	3	4	-2 2 -1 -3 0 0 3 -1 0 1 -1 0 0 0 1 -1 0	1 0 1 -4 -3 -3 -1 -1 2 1 -1 -1 1 0 -1 1 -1
55713	38604	0x096cc	122934	16	10	3	5	-2 2 -1 -3 0 0 3 -1 0 1 -1 0 1 0 0 -1 0	0 -1 -1 -2 -3 -3 -2 0 2 0 0 0 0 -1 -1 1 -1
55714	36556	0x08ecc	120939	16	10	3	3	-2 2 -1 -3 0 0 3 -1 0 1 -1 1 0 0 0 -1 0	1 -1 0 -5 -4 -3 -1 -2 2 2 -2 -1 1 0 -1 1 -1
55715	102484	0x19054	17996	16	10	3	3	-2 2 -1 -2 -1 0 3 -2 0 0 0 0 1 0 0 -1 1	-2 0 -1 1 0 0 -1 2 0 -1 1 0 0 0 -1 0 0
55716	115012	0x1c144	22039	16	10	3	3	-2 2 -1 -2 0 0 3 -2 -1 0 0 0 0 0 1 -1 1	-1 1 1 0 1 0 0 2 0 -1 1 0 1 0 -1 0 0
55717	51780	0x0ca44	50604	16	10	3	4	-2 2 -1 -2 0 0 3 -2 0 1 0 -1 0 0 1 -1 0	0 0 -1 1 0 1 0 -1 -1 0 -1 0 0 0 1 -1 0
55718	39492	0x09a44	64367	16	10	3	3	-2 2 -1 -2 0 0 3 -2 0 1 0 -1 1 0 0 -1 0	1 1 1 -1 0 1 1 -2 -1 1 -2 -1 1 1 1 -1 0
55719	99012	0x182c4	27221	16	10	3	2	-2 2 -1 -2 0 0 3 -1 -2 1 0 0 0 0 0 -1 1	-1 0 -1 2 1 0 -1 2 0 -1 2 1 0 -1 -1 0 0
55720	68804	0x10cc4	111173	16	10	3	3	-2 2 -1 -2 0 0 3 -1 0 0 -1 1 0 0 0 -2 1	-3 0 -1 0 0 0 -1 2 0 -1 0 0 1 -1 -2 1 -1
55721	7364	0x01cc4	72234	16	10	3	3	-2 2 -1 -2 0 0 3 -1 0 0 -1 1 1 0 0 -2 0	-4 -1 -2 -1 -2 -1 -2 2 2 -1 0 1 1 -2 -2 2 -1
55722	67268	0x106c4	108124	16	10	3	4	-2 2 -1 -2 0 0 3 -1 0 1 -1 0 0 0 0 -2 1	-2 0 -1 1 1 0 -1 2 0 -1 1 0 0 -1 -2 1 -1
55723	35172	0x08964	63775	16	10	3	2	-2 2 -1 -2 0 1 3 -2 -1 0 0 1 0 0 0 -1 0	3 1 1 1 1 0 0 -2 -1 0 0 -1 -1 1 1 -1 0
55724	25700	0x06464	97176	16	10	3	3	-2 2 -1 -2 0 1 3 0 0 0 -1 2 0 -1 -1 0 0	0 0 0 -3 -3 -2 0 -1 1 1 -2 -1 1 -1 -1 0 -1
55725	114764	0x1c04c	30892	16	10	3	4	-2 2 -1 -1 0 0 3 -2 0 0 0 0 2 0 -1 -1 1	-2 0 -1 3 2 1 0 3 0 -2 2 1 -1 -1 -1 0 0
55726	51276	0x0c84c	59550	16	10	3	4	-2 2 -1 -1 0 0 3 -2 0 0 0 1 2 0 -1 -1 0	2 1 1 1 1 0 0 -1 -2 0 0 -1 0 1 1 -1 0
55727	25625	0x06419	97094	16	10	3	2	-1 0 0 -1 1 -2 0 0 0 0 -1 0 2 3 -1 -2 2	0 -1 -1 2 0 0 -1 0 -1 -1 0 1 -1 1 1 0 -1
55728	86785	0x15301	37924	16	10	3	3	-1 0 0 0 2 -2 -2 0 1 -1 0 0 3 2 -1 0 1	2 0 1 0 0 -1 0 -2 0 0 -1 0 -1 2 2 -1 0
55729	38937	0x09819	54796	16	10	3	3	-1 0 0 1 1 -2 0 0 2 -2 0 1 3 0 -2 1 0	2 0 1 -1 -2 -2 0 -2 0 -1 -1 0 -1 0 1 -1 0
55730	7193	0x01c19	72197	16	10	3	2	-1 0 0 1 1 -2 0 0 2 -2 1 1 3 0 -2 0 0	1 2 1 -2 0 0 0 0 0 1 0 -1 1 0 0 0 -1
55731	29289	0x07269	30097	16	10	3	4	-1 0 0 1 2 -3 -1 0 2 -1 0 0 3 1 -1 0 0	-3 0 -2 2 1 2 0 3 -1 0 1 0 1 -1 -1 0 0
55732	10029	0x0272d	83936	16	10	3	4	-1 0 1 -1 0 -1 0 0 -3 1 -1 0 0 3 0 -2 2	-2 0 -2 2 0 1 -1 1 -1 -1 1 2 0 0 1 0 -1
55733	25861	0x06505	87528	16	10	3	3	-1 0 1 0 0 -2 0 0 -1 0 -1 0 2 3 -1 -2 2	-2 0 -2 3 0 1 -1 1 -1 -2 1 2 -1 0 1 0 -1
55734	1589	0x00635	69587	16	10	3	2	-1 0 1 0 1 -3 0 0 0 -1 -1 0 2 2 0 -2 2	-1 1 0 2 1 0 -1 1 -1 -3 1 1 0 0 0 0 -1
55735	67265	0x106c1	108061	16	10	3	5	-1 2 -2 -2 0 0 3 -1 0 1 -1 0 0 0 0 -2 1	-1 0 -1 1 1 0 -2 2 0 -1 1 0 0 -1 -2 1 -1
55736	35425	0x08a61	64215	16	10	3	1	-1 2 -2 -2 0 1 3 -2 0 1 0 -1 0 0 0 -1 0	1 1 1 -2 -1 0 1 -3 0 1 -2 -1 1 1 1 -1 0
55737	1761	0x006e1	69515	16	10	3	3	-1 2 -2 -2 0 1 3 -1 0 1 -1 0 0 0 0 -2 0	-3 -1 -2 1 0 0 -2 3 1 -1 1 1 0 -2 -2 2 -1
55738	53961	0x0d2c9	64974	16	10	3	3	-1 2 -2 -1 0 0 3 -3 0 1 0 0 1 0 -1 -1 0	0 1 1 1 0 0 1 -1 -1 0 -1 -1 1 1 1 -1 0
55739	1637	0x00665	69571	16	10	3	3	-1 2 -1 -2 0 1 3 -2 0 1 -1 0 0 0 0 -2 0	-3 -1 -2 0 0 0 -1 3 1 -1 1 1 0 -2 -2 2 -1
55740	37458	0x09252	49701	16	10	3	3	0 -1 0 2 1 -2 -1 0 2 -1 0 0 3 0 -2 1 0	3 0 1 0 0 -1 0 -2 0 -1 0 0 -2 0 1 -1 0
55741	108598	0x1a836	6258	16	10	3	3	0 -1 1 0 1 -3 -2 0 0 0 0 -1 2 3 0 -1 1	-2 1 0 0 1 1 1 2 0 0 0 -1 1 -2 -2 0 0
55742	17588	0x044b4	73053	16	10	3	2	0 0 -1 0 -1 3 0 1 0 0 1 0 -2 -2 1 2 -2	1 0 -1 1 1 0 -1 0 -1 -2 1 1 -1 0 0 0 -1
55743	3252	0x00cb4	72643	16	10	3	2	0 0 -1 0 -1 3 0 1 0 0 1 1 -2 -2 0 2 -2	1 1 0 2 2 0 -1 1 -1 -3 2 1 -1 0 0 0 -1
55744	3188	0x00c74	72590	16	10	3	4	0 0 -1 0 -1 3 1 0 0 0 1 1 -2 -2 0 2 -2	0 1 -1 3 2 0 -2 1 -1 -3 2 1 -1 0 0 0 -1
55745	14916	0x03a44	29633	16	10	3	3	0 0 -1 0 2 -2 -1 0 2 -1 0 1 3 1 -2 0 0	-3 2 0 2 2 2 1 3 -1 -1 2 0 1 -1 -1 0 0
55746	13896	0x03648	92368	16	10	3	4	0 0 0 -1 -2 2 1 0 -2 1 1 0 -3 -1 2 0 0	2 0 0 0 -1 -2 -1 -1 0 -2 0 1 -2 -1 1 0 -1
55747	13000	0x032c8	19106	16	10	3	2	0 0 0 -1 -2 2 1 1 -2 1 0 0 -3 -1 2 0 0	-2 1 0 0 0 1 0 1 0 1 0 -1 2 0 -1 0 0
55748	7256	0x01c58	72257	16	10	3	3	0 0 0 -1 -1 2 1 0 -2 2 -1 -1 -3 0 2 0 0	1 2 2 -2 0 0 1 0 0 1 0 -1 1 0 0 0 -1
55749	91208	0x16448	119352	16	10	3	4	0 0 0 -1 2 -2 -1 0 0 0 -1 0 2 3 -1 -2 1	0 -2 -2 1 -1 -1 -2 0 0 -1 0 2 -1 0 1 1 -1
55750	119552	0x1d300	31318	16	10	3	4	0 0 0 0 -2 2 2 0 -1 1 0 0 -3 -2 1 1 -1	0 1 1 -2 -1 0 1 0 0 1 0 -1 1 -1 -1 0 0
55751	68448	0x10b60	37639	16	11	2	4	-2 0 -2 0 0 1 1 0 1 -1 2 1 0 -2 0 2 -1	-1 1 -3 2 0 0 -2 2 -1 -3 2 2 -1 -2 0 1 -2
55752	24732	0x0609c	22901	16	11	2	5	-2 0 -1 1 1 0 0 1 0 -2 2 2 0 -1 -1 2 0	-1 0 -3 0 -1 -1 -3 2 1 -2 2 1 -1 -2 -1 2 -2
55753	51528	0x0c948	50707	16	11	2	4	-2 0 0 -1 0 -2 1 0 -1 0 0 1 2 2 -1 -1 2	1 -1 0 0 -1 0 0 -2 0 1 -1 0 0 2 1 -1 0
55754	45712	0x0b290	42167	16	11	2	4	-2 0 0 0 -1 -2 2 -1 -2 1 0 0 1 1 0 -1 2	1 1 1 0 1 1 0 -1 0 0 1 0 0 1 0 -1 0
55755	52032	0x0cb40	60193	16	11	2	3	-2 0 0 0 0 -2 1 0 -1 -1 0 1 2 2 -1 -1 2	-1 0 0 2 0 1 0 0 -1 -1 0 1 0 1 1 -1 0
55756	55440	0x0d890	59824	16	11	2	3	-2 0 0 0 1 -2 0 1 -2 0 0 1 1 2 -1 -1 2	0 0 0 2 1 1 0 -1 -1 0 0 1 0 1 1 -1 0
