mask	hex	bit_vector	representative_norm	half_representative_norm
61188	0x0ef04	00100000111101110	50	25/2
61192	0x0ef08	00010000111101110	46	23/2
61193	0x0ef09	10010000111101110	66	33/2
61200	0x0ef10	00001000111101110	46	23/2
61203	0x0ef13	11001000111101110	78	39/2
61209	0x0ef19	10011000111101110	86	43/2
61211	0x0ef1b	11011000111101110	102	51/2
61223	0x0ef27	11100100111101110	66	33/2
61229	0x0ef2d	10110100111101110	70	35/2
61232	0x0ef30	00001100111101110	34	17/2
61233	0x0ef31	10001100111101110	50	25/2
61234	0x0ef32	01001100111101110	42	21/2
61235	0x0ef33	11001100111101110	62	31/2
61243	0x0ef3b	11011100111101110	82	41/2
61248	0x0ef40	00000010111101110	38	19/2
61252	0x0ef44	00100010111101110	58	29/2
61253	0x0ef45	10100010111101110	78	39/2
61257	0x0ef49	10010010111101110	78	39/2
61263	0x0ef4f	11110010111101110	122	61/2
61266	0x0ef52	01001010111101110	70	35/2
61267	0x0ef53	11001010111101110	94	47/2
61269	0x0ef55	10101010111101110	102	51/2
61273	0x0ef59	10011010111101110	102	51/2
61275	0x0ef5b	11011010111101110	122	61/2
61277	0x0ef5d	10111010111101110	130	65/2
61280	0x0ef60	00000110111101110	26	13/2
61281	0x0ef61	10000110111101110	42	21/2
61284	0x0ef64	00100110111101110	42	21/2
61297	0x0ef71	10001110111101110	58	29/2
61299	0x0ef73	11001110111101110	74	37/2
61304	0x0ef78	00011110111101110	58	29/2
61307	0x0ef7b	11011110111101110	98	49/2
61313	0x0ef81	10000001111101110	62	31/2
61314	0x0ef82	01000001111101110	54	27/2
61320	0x0ef88	00010001111101110	62	31/2
61322	0x0ef8a	01010001111101110	74	37/2
61328	0x0ef90	00001001111101110	62	31/2
61329	0x0ef91	10001001111101110	82	41/2
61330	0x0ef92	01001001111101110	74	37/2
61331	0x0ef93	11001001111101110	98	49/2
61332	0x0ef94	00101001111101110	86	43/2
61335	0x0ef97	11101001111101110	126	63/2
61338	0x0ef9a	01011001111101110	98	49/2
61339	0x0ef9b	11011001111101110	126	63/2
61340	0x0ef9c	00111001111101110	110	55/2
61342	0x0ef9e	01111001111101110	126	63/2
61344	0x0efa0	00000101111101110	34	17/2
61345	0x0efa1	10000101111101110	50	25/2
61346	0x0efa2	01000101111101110	42	21/2
61347	0x0efa3	11000101111101110	62	31/2
61348	0x0efa4	00100101111101110	50	25/2
61351	0x0efa7	11100101111101110	82	41/2
61355	0x0efab	11010101111101110	82	41/2
61361	0x0efb1	10001101111101110	66	33/2
61362	0x0efb2	01001101111101110	58	29/2
61368	0x0efb8	00011101111101110	66	33/2
61370	0x0efba	01011101111101110	78	39/2
61375	0x0efbf	11111101111101110	130	65/2
61378	0x0efc2	01000011111101110	66	33/2
61379	0x0efc3	11000011111101110	90	45/2
61380	0x0efc4	00100011111101110	74	37/2
61384	0x0efc8	00010011111101110	74	37/2
61385	0x0efc9	10010011111101110	98	49/2
61387	0x0efcb	11010011111101110	118	59/2
61388	0x0efcc	00110011111101110	98	49/2
61391	0x0efcf	11110011111101110	146	73/2
61394	0x0efd2	01001011111101110	90	45/2
61398	0x0efd6	01101011111101110	118	59/2
61399	0x0efd7	11101011111101110	146	73/2
61401	0x0efd9	10011011111101110	126	63/2
61402	0x0efda	01011011111101110	118	59/2
61417	0x0efe9	10010111111101110	78	39/2
61426	0x0eff2	01001111111101110	70	35/2
61427	0x0eff3	11001111111101110	94	47/2
61433	0x0eff9	10011111111101110	102	51/2
61435	0x0effb	11011111111101110	122	61/2
61439	0x0efff	11111111111101110	150	75/2
61442	0x0f002	01000000000011110	26	13/2
61446	0x0f006	01100000000011110	38	19/2
61447	0x0f007	11100000000011110	58	29/2
61450	0x0f00a	01010000000011110	38	19/2
61456	0x0f010	00001000000011110	26	13/2
61457	0x0f011	10001000000011110	42	21/2
61463	0x0f017	11101000000011110	74	37/2
61470	0x0f01e	01111000000011110	70	35/2
61474	0x0f022	01000100000011110	22	11/2
61475	0x0f023	11000100000011110	38	19/2
61481	0x0f029	10010100000011110	38	19/2
61482	0x0f02a	01010100000011110	30	15/2
61487	0x0f02f	11110100000011110	62	31/2
61489	0x0f031	10001100000011110	34	17/2
61492	0x0f034	00101100000011110	30	15/2
61493	0x0f035	10101100000011110	46	23/2
61496	0x0f038	00011100000011110	30	15/2
61499	0x0f03b	11011100000011110	62	31/2
61501	0x0f03d	10111100000011110	62	31/2
61503	0x0f03f	11111100000011110	78	39/2
61504	0x0f040	00000010000011110	26	13/2
61505	0x0f041	10000010000011110	42	21/2
61506	0x0f042	01000010000011110	38	19/2
61507	0x0f043	11000010000011110	58	29/2
61508	0x0f044	00100010000011110	38	19/2
61511	0x0f047	11100010000011110	74	37/2
61514	0x0f04a	01010010000011110	54	27/2
61516	0x0f04c	00110010000011110	54	27/2
61518	0x0f04e	01110010000011110	70	35/2
61520	0x0f050	00001010000011110	38	19/2
61524	0x0f054	00101010000011110	54	27/2
61525	0x0f055	10101010000011110	74	37/2
61526	0x0f056	01101010000011110	70	35/2
61527	0x0f057	11101010000011110	94	47/2
61529	0x0f059	10011010000011110	78	39/2
61531	0x0f05b	11011010000011110	98	49/2
61532	0x0f05c	00111010000011110	74	37/2
61533	0x0f05d	10111010000011110	98	49/2
61537	0x0f061	10000110000011110	34	17/2
61538	0x0f062	01000110000011110	30	15/2
61544	0x0f068	00010110000011110	30	15/2
61546	0x0f06a	01010110000011110	42	21/2
61551	0x0f06f	11110110000011110	78	39/2
61557	0x0f075	10101110000011110	58	29/2
61558	0x0f076	01101110000011110	54	27/2
61560	0x0f078	00011110000011110	42	21/2
61561	0x0f079	10011110000011110	62	31/2
61565	0x0f07d	10111110000011110	78	39/2
61567	0x0f07f	11111110000011110	98	49/2
61568	0x0f080	00000001000011110	26	13/2
61569	0x0f081	10000001000011110	42	21/2
61572	0x0f084	00100001000011110	38	19/2
61574	0x0f086	01100001000011110	50	25/2
61580	0x0f08c	00110001000011110	54	27/2
61583	0x0f08f	11110001000011110	94	47/2
61586	0x0f092	01001001000011110	50	25/2
61593	0x0f099	10011001000011110	78	39/2
61594	0x0f09a	01011001000011110	70	35/2
61596	0x0f09c	00111001000011110	74	37/2
61598	0x0f09e	01111001000011110	90	45/2
61599	0x0f09f	11111001000011110	118	59/2
61602	0x0f0a2	01000101000011110	30	15/2
61604	0x0f0a4	00100101000011110	30	15/2
61605	0x0f0a5	10100101000011110	46	23/2
61609	0x0f0a9	10010101000011110	50	25/2
61610	0x0f0aa	01010101000011110	42	21/2
61613	0x0f0ad	10110101000011110	62	31/2
61617	0x0f0b1	10001101000011110	46	23/2
61622	0x0f0b6	01101101000011110	54	27/2
61628	0x0f0bc	00111101000011110	58	29/2
61631	0x0f0bf	11111101000011110	98	49/2
61636	0x0f0c4	00100011000011110	50	25/2
61640	0x0f0c8	00010011000011110	54	27/2
61642	0x0f0ca	01010011000011110	70	35/2
61644	0x0f0cc	00110011000011110	70	35/2
61645	0x0f0cd	10110011000011110	94	47/2
61652	0x0f0d4	00101011000011110	70	35/2
61655	0x0f0d7	11101011000011110	114	57/2
61656	0x0f0d8	00011011000011110	74	37/2
61657	0x0f0d9	10011011000011110	98	49/2
61660	0x0f0dc	00111011000011110	94	47/2
61662	0x0f0de	01111011000011110	114	57/2
61672	0x0f0e8	00010111000011110	42	21/2
61673	0x0f0e9	10010111000011110	62	31/2
61681	0x0f0f1	10001111000011110	58	29/2
61682	0x0f0f2	01001111000011110	54	27/2
61684	0x0f0f4	00101111000011110	54	27/2
61685	0x0f0f5	10101111000011110	74	37/2
61686	0x0f0f6	01101111000011110	70	35/2
61687	0x0f0f7	11101111000011110	94	47/2
61693	0x0f0fd	10111111000011110	98	49/2
61696	0x0f100	00000000100011110	30	15/2
61698	0x0f102	01000000100011110	38	19/2
61702	0x0f106	01100000100011110	54	27/2
61705	0x0f109	10010000100011110	66	33/2
61706	0x0f10a	01010000100011110	54	27/2
61712	0x0f110	00001000100011110	42	21/2
61713	0x0f111	10001000100011110	62	31/2
61717	0x0f115	10101000100011110	82	41/2
61719	0x0f117	11101000100011110	98	49/2
61725	0x0f11d	10111000100011110	106	53/2
61726	0x0f11e	01111000100011110	94	47/2
61730	0x0f122	01000100100011110	30	15/2
61732	0x0f124	00100100100011110	34	17/2
61734	0x0f126	01100100100011110	42	21/2
61736	0x0f128	00010100100011110	34	17/2
61737	0x0f129	10010100100011110	54	27/2
61738	0x0f12a	01010100100011110	42	21/2
61739	0x0f12b	11010100100011110	66	33/2
61745	0x0f131	10001100100011110	50	25/2
61748	0x0f134	00101100100011110	46	23/2
61749	0x0f135	10101100100011110	66	33/2
61752	0x0f138	00011100100011110	46	23/2
61756	0x0f13c	00111100100011110	62	31/2
61757	0x0f13d	10111100100011110	86	43/2
61758	0x0f13e	01111100100011110	74	37/2
61759	0x0f13f	11111100100011110	102	51/2
61760	0x0f140	00000010100011110	38	19/2
61762	0x0f142	01000010100011110	50	25/2
61764	0x0f144	00100010100011110	54	27/2
61776	0x0f150	00001010100011110	54	27/2
61780	0x0f154	00101010100011110	74	37/2
61781	0x0f155	10101010100011110	98	49/2
61782	0x0f156	01101010100011110	90	45/2
61785	0x0f159	10011010100011110	102	51/2
61788	0x0f15c	00111010100011110	98	49/2
61789	0x0f15d	10111010100011110	126	63/2
61793	0x0f161	10000110100011110	46	23/2
61794	0x0f162	01000110100011110	38	19/2
61800	0x0f168	00010110100011110	42	21/2
61813	0x0f175	10101110100011110	78	39/2
61814	0x0f176	01101110100011110	70	35/2
61816	0x0f178	00011110100011110	58	29/2
61817	0x0f179	10011110100011110	82	41/2
61821	0x0f17d	10111110100011110	102	51/2
61824	0x0f180	00000001100011110	42	21/2
61825	0x0f181	10000001100011110	62	31/2
61828	0x0f184	00100001100011110	58	29/2
61830	0x0f186	01100001100011110	70	35/2
61836	0x0f18c	00110001100011110	78	39/2
61839	0x0f18f	11110001100011110	122	61/2
61840	0x0f190	00001001100011110	58	29/2
61842	0x0f192	01001001100011110	70	35/2
61844	0x0f194	00101001100011110	78	39/2
61849	0x0f199	10011001100011110	106	53/2
61850	0x0f19a	01011001100011110	94	47/2
61852	0x0f19c	00111001100011110	102	51/2
61853	0x0f19d	10111001100011110	130	65/2
61854	0x0f19e	01111001100011110	118	59/2
61855	0x0f19f	11111001100011110	150	75/2
61856	0x0f1a0	00000101100011110	34	17/2
61858	0x0f1a2	01000101100011110	42	21/2
61860	0x0f1a4	00100101100011110	46	23/2
61861	0x0f1a5	10100101100011110	66	33/2
61865	0x0f1a9	10010101100011110	70	35/2
61866	0x0f1aa	01010101100011110	58	29/2
61868	0x0f1ac	00110101100011110	62	31/2
61869	0x0f1ad	10110101100011110	86	43/2
61870	0x0f1ae	01110101100011110	74	37/2
61871	0x0f1af	11110101100011110	102	51/2
61876	0x0f1b4	00101101100011110	62	31/2
61878	0x0f1b6	01101101100011110	74	37/2
61884	0x0f1bc	00111101100011110	82	41/2
61887	0x0f1bf	11111101100011110	126	63/2
61890	0x0f1c2	01000011100011110	66	33/2
61892	0x0f1c4	00100011100011110	70	35/2
61896	0x0f1c8	00010011100011110	74	37/2
61898	0x0f1ca	01010011100011110	90	45/2
61900	0x0f1cc	00110011100011110	94	47/2
61901	0x0f1cd	10110011100011110	122	61/2
61908	0x0f1d4	00101011100011110	94	47/2
61911	0x0f1d7	11101011100011110	142	71/2
61912	0x0f1d8	00011011100011110	98	49/2
61913	0x0f1d9	10011011100011110	126	63/2
61916	0x0f1dc	00111011100011110	122	61/2
61918	0x0f1de	01111011100011110	142	71/2
61924	0x0f1e4	00100111100011110	54	27/2
61928	0x0f1e8	00010111100011110	58	29/2
61929	0x0f1e9	10010111100011110	82	41/2
61932	0x0f1ec	00110111100011110	74	37/2
61934	0x0f1ee	01110111100011110	90	45/2
61938	0x0f1f2	01001111100011110	70	35/2
61940	0x0f1f4	00101111100011110	74	37/2
61942	0x0f1f6	01101111100011110	90	45/2
61946	0x0f1fa	01011111100011110	94	47/2
61948	0x0f1fc	00111111100011110	98	49/2
61949	0x0f1fd	10111111100011110	126	63/2
61954	0x0f202	01000000010011110	22	11/2
61955	0x0f203	11000000010011110	38	19/2
61957	0x0f205	10100000010011110	38	19/2
61961	0x0f209	10010000010011110	38	19/2
61962	0x0f20a	01010000010011110	30	15/2
61965	0x0f20d	10110000010011110	50	25/2
61966	0x0f20e	01110000010011110	42	21/2
61968	0x0f210	00001000010011110	22	11/2
61970	0x0f212	01001000010011110	30	15/2
61972	0x0f214	00101000010011110	34	17/2
61973	0x0f215	10101000010011110	50	25/2
61977	0x0f219	10011000010011110	50	25/2
61978	0x0f21a	01011000010011110	42	21/2
61981	0x0f21d	10111000010011110	66	33/2
61986	0x0f222	01000100010011110	22	11/2
61988	0x0f224	00100100010011110	22	11/2
61989	0x0f225	10100100010011110	34	17/2
61993	0x0f229	10010100010011110	34	17/2
61994	0x0f22a	01010100010011110	26	13/2
61997	0x0f22d	10110100010011110	42	21/2
62002	0x0f232	01001100010011110	26	13/2
62003	0x0f233	11001100010011110	42	21/2
62005	0x0f235	10101100010011110	42	21/2
62007	0x0f237	11101100010011110	54	27/2
62008	0x0f238	00011100010011110	26	13/2
62009	0x0f239	10011100010011110	42	21/2
62013	0x0f23d	10111100010011110	54	27/2
62031	0x0f24f	11110010010011110	82	41/2
62040	0x0f258	00011010010011110	46	23/2
62041	0x0f259	10011010010011110	66	33/2
62056	0x0f268	00010110010011110	26	13/2
62057	0x0f269	10010110010011110	42	21/2
62078	0x0f27e	01111110010011110	62	31/2
62081	0x0f281	10000001010011110	34	17/2
62083	0x0f283	11000001010011110	46	23/2
62084	0x0f284	00100001010011110	30	15/2
62085	0x0f285	10100001010011110	46	23/2
62088	0x0f288	00010001010011110	30	15/2
62091	0x0f28b	11010001010011110	62	31/2
62092	0x0f28c	00110001010011110	42	21/2
62093	0x0f28d	10110001010011110	62	31/2
62094	0x0f28e	01110001010011110	54	27/2
62096	0x0f290	00001001010011110	30	15/2
62097	0x0f291	10001001010011110	46	23/2
62109	0x0f29d	10111001010011110	82	41/2
62114	0x0f2a2	01000101010011110	26	13/2
62115	0x0f2a3	11000101010011110	42	21/2
62116	0x0f2a4	00100101010011110	26	13/2
62118	0x0f2a6	01100101010011110	34	17/2
62121	0x0f2a9	10010101010011110	42	21/2
62122	0x0f2aa	01010101010011110	34	17/2
62124	0x0f2ac	00110101010011110	34	17/2
62130	0x0f2b2	01001101010011110	34	17/2
62137	0x0f2b9	10011101010011110	54	27/2
62138	0x0f2ba	01011101010011110	46	23/2
62149	0x0f2c5	10100011010011110	58	29/2
62150	0x0f2c6	01100011010011110	54	27/2
62152	0x0f2c8	00010011010011110	42	21/2
62153	0x0f2c9	10010011010011110	62	31/2
62157	0x0f2cd	10110011010011110	78	39/2
62159	0x0f2cf	11110011010011110	98	49/2
62160	0x0f2d0	00001011010011110	42	21/2
62163	0x0f2d3	11001011010011110	78	39/2
62164	0x0f2d4	00101011010011110	58	29/2
62165	0x0f2d5	10101011010011110	78	39/2
62166	0x0f2d6	01101011010011110	74	37/2
62167	0x0f2d7	11101011010011110	98	49/2
62169	0x0f2d9	10011011010011110	82	41/2
62171	0x0f2db	11011011010011110	102	51/2
62173	0x0f2dd	10111011010011110	102	51/2
62177	0x0f2e1	10000111010011110	38	19/2
62178	0x0f2e2	01000111010011110	34	17/2
62184	0x0f2e8	00010111010011110	34	17/2
62186	0x0f2ea	01010111010011110	46	23/2
62190	0x0f2ee	01110111010011110	58	29/2
62192	0x0f2f0	00001111010011110	34	17/2
62193	0x0f2f1	10001111010011110	50	25/2
62194	0x0f2f2	01001111010011110	46	23/2
62195	0x0f2f3	11001111010011110	66	33/2
62202	0x0f2fa	01011111010011110	62	31/2
62210	0x0f302	01000000110011110	30	15/2
62213	0x0f305	10100000110011110	54	27/2
62215	0x0f307	11100000110011110	66	33/2
62216	0x0f308	00010000110011110	34	17/2
62217	0x0f309	10010000110011110	54	27/2
62218	0x0f30a	01010000110011110	42	21/2
62219	0x0f30b	11010000110011110	66	33/2
62221	0x0f30d	10110000110011110	70	35/2
62222	0x0f30e	01110000110011110	58	29/2
62224	0x0f310	00001000110011110	34	17/2
62226	0x0f312	01001000110011110	42	21/2
62228	0x0f314	00101000110011110	50	25/2
62229	0x0f315	10101000110011110	70	35/2
62233	0x0f319	10011000110011110	70	35/2
62234	0x0f31a	01011000110011110	58	29/2
62236	0x0f31c	00111000110011110	66	33/2
62237	0x0f31d	10111000110011110	90	45/2
62238	0x0f31e	01111000110011110	78	39/2
62239	0x0f31f	11111000110011110	106	53/2
62240	0x0f320	00000100110011110	22	11/2
62242	0x0f322	01000100110011110	26	13/2
62244	0x0f324	00100100110011110	30	15/2
62245	0x0f325	10100100110011110	46	23/2
62249	0x0f329	10010100110011110	46	23/2
62250	0x0f32a	01010100110011110	34	17/2
62252	0x0f32c	00110100110011110	38	19/2
62253	0x0f32d	10110100110011110	58	29/2
62254	0x0f32e	01110100110011110	46	23/2
62255	0x0f32f	11110100110011110	70	35/2
62258	0x0f332	01001100110011110	34	17/2
62264	0x0f338	00011100110011110	38	19/2
62265	0x0f339	10011100110011110	58	29/2
62266	0x0f33a	01011100110011110	46	23/2
62267	0x0f33b	11011100110011110	70	35/2
62272	0x0f340	00000010110011110	30	15/2
62281	0x0f349	10010010110011110	66	33/2
62283	0x0f34b	11010010110011110	82	41/2
62292	0x0f354	00101010110011110	62	31/2
62296	0x0f358	00011010110011110	62	31/2
62297	0x0f359	10011010110011110	86	43/2
62300	0x0f35c	00111010110011110	82	41/2
62302	0x0f35e	01111010110011110	98	49/2
62308	0x0f364	00100110110011110	34	17/2
62312	0x0f368	00010110110011110	34	17/2
62313	0x0f369	10010110110011110	54	27/2
62316	0x0f36c	00110110110011110	46	23/2
62320	0x0f370	00001110110011110	34	17/2
62329	0x0f379	10011110110011110	70	35/2
62331	0x0f37b	11011110110011110	86	43/2
62337	0x0f381	10000001110011110	50	25/2
62339	0x0f383	11000001110011110	62	31/2
62340	0x0f384	00100001110011110	46	23/2
62341	0x0f385	10100001110011110	66	33/2
62344	0x0f388	00010001110011110	46	23/2
62347	0x0f38b	11010001110011110	82	41/2
62348	0x0f38c	00110001110011110	62	31/2
62349	0x0f38d	10110001110011110	86	43/2
62350	0x0f38e	01110001110011110	74	37/2
62351	0x0f38f	11110001110011110	102	51/2
62352	0x0f390	00001001110011110	46	23/2
62357	0x0f395	10101001110011110	86	43/2
62359	0x0f397	11101001110011110	102	51/2
62365	0x0f39d	10111001110011110	110	55/2
62366	0x0f39e	01111001110011110	98	49/2
62370	0x0f3a2	01000101110011110	34	17/2
62371	0x0f3a3	11000101110011110	54	27/2
62372	0x0f3a4	00100101110011110	38	19/2
62374	0x0f3a6	01100101110011110	46	23/2
62376	0x0f3a8	00010101110011110	38	19/2
62377	0x0f3a9	10010101110011110	58	29/2
62378	0x0f3aa	01010101110011110	46	23/2
62379	0x0f3ab	11010101110011110	70	35/2
62384	0x0f3b0	00001101110011110	38	19/2
62386	0x0f3b2	01001101110011110	46	23/2
62390	0x0f3b6	01101101110011110	62	31/2
62393	0x0f3b9	10011101110011110	74	37/2
62394	0x0f3ba	01011101110011110	62	31/2
62405	0x0f3c5	10100011110011110	78	39/2
62408	0x0f3c8	00010011110011110	58	29/2
62409	0x0f3c9	10010011110011110	82	41/2
62413	0x0f3cd	10110011110011110	102	51/2
62416	0x0f3d0	00001011110011110	58	29/2
62419	0x0f3d3	11001011110011110	98	49/2
62420	0x0f3d4	00101011110011110	78	39/2
62421	0x0f3d5	10101011110011110	102	51/2
62425	0x0f3d9	10011011110011110	106	53/2
62428	0x0f3dc	00111011110011110	102	51/2
62429	0x0f3dd	10111011110011110	130	65/2
62433	0x0f3e1	10000111110011110	50	25/2
62434	0x0f3e2	01000111110011110	42	21/2
62440	0x0f3e8	00010111110011110	46	23/2
62442	0x0f3ea	01010111110011110	58	29/2
62448	0x0f3f0	00001111110011110	46	23/2
62449	0x0f3f1	10001111110011110	66	33/2
62465	0x0f401	10000000001011110	46	23/2
62469	0x0f405	10100000001011110	62	31/2
62478	0x0f40e	01110000001011110	74	37/2
62481	0x0f411	10001000001011110	58	29/2
62488	0x0f418	00011000001011110	58	29/2
62491	0x0f41b	11011000001011110	98	49/2
62492	0x0f41c	00111000001011110	78	39/2
62495	0x0f41f	11111000001011110	122	61/2
62501	0x0f425	10100100001011110	50	25/2
62507	0x0f42b	11010100001011110	66	33/2
62508	0x0f42c	00110100001011110	46	23/2
62509	0x0f42d	10110100001011110	66	33/2
62513	0x0f431	10001100001011110	46	23/2
62517	0x0f435	10101100001011110	62	31/2
62529	0x0f441	10000010001011110	58	29/2
62536	0x0f448	00010010001011110	58	29/2
62538	0x0f44a	01010010001011110	74	37/2
62544	0x0f450	00001010001011110	54	27/2
62548	0x0f454	00101010001011110	74	37/2
62561	0x0f461	10000110001011110	46	23/2
62564	0x0f464	00100110001011110	42	21/2
62567	0x0f467	11100110001011110	78	39/2
62590	0x0f47e	01111110001011110	94	47/2
62594	0x0f482	01000001001011110	54	27/2
62596	0x0f484	00100001001011110	58	29/2
62597	0x0f485	10100001001011110	78	39/2
62601	0x0f489	10010001001011110	82	41/2
62602	0x0f48a	01010001001011110	74	37/2
62606	0x0f48e	01110001001011110	94	47/2
62607	0x0f48f	11110001001011110	122	61/2
62610	0x0f492	01001001001011110	70	35/2
62611	0x0f493	11001001001011110	94	47/2
62615	0x0f497	11101001001011110	118	59/2
62617	0x0f499	10011001001011110	102	51/2
62618	0x0f49a	01011001001011110	94	47/2
62619	0x0f49b	11011001001011110	122	61/2
62622	0x0f49e	01111001001011110	118	59/2
62630	0x0f4a6	01100101001011110	58	29/2
62639	0x0f4af	11110101001011110	102	51/2
62646	0x0f4b6	01101101001011110	74	37/2
62647	0x0f4b7	11101101001011110	98	49/2
62651	0x0f4bb	11011101001011110	102	51/2
62656	0x0f4c0	00000011001011110	54	27/2
62657	0x0f4c1	10000011001011110	74	37/2
62658	0x0f4c2	01000011001011110	70	35/2
62659	0x0f4c3	11000011001011110	94	47/2
62666	0x0f4ca	01010011001011110	94	47/2
62667	0x0f4cb	11010011001011110	122	61/2
62673	0x0f4d1	10001011001011110	94	47/2
62674	0x0f4d2	01001011001011110	90	45/2
62676	0x0f4d4	00101011001011110	94	47/2
62677	0x0f4d5	10101011001011110	118	59/2
62678	0x0f4d6	01101011001011110	114	57/2
62679	0x0f4d7	11101011001011110	142	71/2
62680	0x0f4d8	00011011001011110	98	49/2
62682	0x0f4da	01011011001011110	118	59/2
62684	0x0f4dc	00111011001011110	122	61/2
62697	0x0f4e9	10010111001011110	82	41/2
62699	0x0f4eb	11010111001011110	102	51/2
62702	0x0f4ee	01110111001011110	94	47/2
62703	0x0f4ef	11110111001011110	122	61/2
62708	0x0f4f4	00101111001011110	74	37/2
62711	0x0f4f7	11101111001011110	118	59/2
62713	0x0f4f9	10011111001011110	102	51/2
62716	0x0f4fc	00111111001011110	98	49/2
62718	0x0f4fe	01111111001011110	118	59/2
62725	0x0f505	10100000101011110	86	43/2
62733	0x0f50d	10110000101011110	110	55/2
62737	0x0f511	10001000101011110	82	41/2
62741	0x0f515	10101000101011110	106	53/2
62744	0x0f518	00011000101011110	82	41/2
62751	0x0f51f	11111000101011110	154	77/2
62765	0x0f52d	10110100101011110	90	45/2
62773	0x0f535	10101100101011110	86	43/2
62786	0x0f542	01000010101011110	70	35/2
62804	0x0f554	00101010101011110	98	49/2
62807	0x0f557	11101010101011110	146	73/2
62814	0x0f55e	01111010101011110	146	73/2
62816	0x0f560	00000110101011110	42	21/2
62817	0x0f561	10000110101011110	62	31/2
62820	0x0f564	00100110101011110	58	29/2
62842	0x0f57a	01011110101011110	94	47/2
