orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
307	genus_one	8	1 1 0 -2 1 1 -2 0 1 0 0 0 0 0 0 0 2	-1 -1 0 2 -1 0 1 0 0 2 -1 -2 0 0 0 0 2	2O+4F+phi(w)
309	genus_one	8	-1 0 1 0 1 -1 0 0 1 0 0 0 0 0 -2 0 0	1 0 0 -1 -1 -2 -1 0 2 0 1 0 0 2 0 -2 0	2O+4F+phi(w)
310	genus_one	8	0 -1 1 0 1 -1 0 0 1 0 0 0 0 0 0 0 0	0 -1 0 1 -1 0 1 0 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
311	rational	10	-1 -1 1 0 1 1 0 -2 -1 0 2 -2 0 0 2 0 -2	-1 1 2 -1 1 2 -1 0 0 0 -1 2 0 -2 0 2 -2	2O+4F+phi(w)
312	genus_one	8	0 0 0 1 1 -1 0 0 -1 0 0 0 0 0 0 0 0	0 0 1 0 -1 0 1 0 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
313	rational	10	-1 0 0 1 1 -1 0 0 1 0 0 0 0 0 -2 0 0	1 0 1 -2 -1 -2 -1 0 2 0 1 0 0 2 0 -2 0	2O+4F+phi(w)
314	genus_one	8	2 1 -2 1 -1 -1 0 0 1 0 0 2 -2 0 0 0 0	0 -1 1 2 -1 2 1 0 0 0 -1 0 0 -2 0 0 0	2O+4F+phi(w)
316	rational	10	-2 0 -1 1 -1 1 0 0 1 0 -2 0 0 -2 -2 2 0	0 2 1 -1 1 0 -1 0 0 0 1 2 0 -2 -2 0 0	2O+4F+phi(w)
317	genus_one	8	-1 0 1 1 1 -1 0 0 -1 0 0 0 0 0 0 0 0	-1 0 1 1 -1 0 1 0 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
319	genus_one	8	-1 -1 1 -1 1 1 0 -2 -1 0 2 -2 0 0 2 0 -2	-1 1 1 -1 1 2 -1 0 0 0 -1 2 0 -2 0 2 -2	2O+4F+phi(w)
322	genus_one	8	0 1 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0	0 1 0 0 0 0 0 -1 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
324	genus_one	8	0 0 1 0 0 0 1 0 -1 0 0 0 0 0 0 -2 0	0 -2 0 -1 0 -2 0 1 0 0 1 -2 -2 4 2 -2 0	2O+4F+phi(w)
326	genus_one	8	0 1 1 0 0 0 1 0 -1 0 0 0 0 0 0 -2 0	0 -1 0 -1 0 -2 0 1 0 0 1 -2 -2 4 2 -2 0	2O+4F+phi(w)
327	rational	10	-1 -1 1 0 0 0 1 -2 -1 2 -2 0 0 -2 0 2 0	-1 1 2 1 0 2 0 1 0 0 -1 2 0 -4 -2 2 0	2O+4F+phi(w)
330	genus_one	8	0 1 0 -1 0 0 -1 0 1 0 0 0 0 0 0 0 0	0 1 -1 0 0 0 0 -1 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
333	genus_one	8	-1 0 -1 1 0 0 -1 0 1 0 0 0 0 0 0 2 0	-1 2 1 1 0 2 0 -1 0 0 -1 2 2 -4 -2 2 0	2O+4F+phi(w)
334	genus_one	8	0 -1 -1 1 0 0 -1 0 1 0 0 0 0 0 0 2 0	0 1 1 1 0 2 0 -1 0 0 -1 2 2 -4 -2 2 0	2O+4F+phi(w)
337	genus_one	8	-1 0 0 2 -1 0 1 0 -1 0 0 0 0 0 0 0 -2	1 2 0 -2 2 0 -1 -1 0 -2 1 2 0 0 0 0 -2	2O+4F+phi(w)
339	genus_one	8	1 1 0 0 -1 0 1 0 -1 0 0 0 0 0 0 -2 0	1 -1 0 -2 0 -2 -1 1 0 0 1 -2 -2 4 2 -2 0	2O+4F+phi(w)
340	genus_one	8	0 0 1 0 -1 0 1 0 -1 2 -2 0 0 0 0 0 0	2 0 -2 -1 2 -2 1 -1 0 -2 3 0 0 0 0 0 0	2O+4F+phi(w)
341	rational	10	3 0 -1 0 -1 0 -1 2 1 -2 2 0 0 2 2 -2 0	1 -2 -2 1 0 0 1 -1 -2 0 1 -2 0 2 2 0 0	2O+4F+phi(w)
342	genus_one	8	0 -1 -1 0 1 0 -1 0 1 0 0 0 0 0 0 2 0	0 1 0 1 0 2 1 -1 0 0 -1 2 2 -4 -2 2 0	2O+4F+phi(w)
349	genus_one	8	1 -2 1 -1 1 0 -1 0 1 0 0 0 0 0 0 0 0	1 -2 -1 1 0 0 1 -1 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
353	genus_one	8	-1 0 2 -2 2 1 -1 0 -1 0 0 -2 2 0 0 0 2	-1 0 0 0 -1 -2 0 1 0 2 -1 -2 0 2 0 0 2	2O+4F+phi(w)
354	genus_one	8	0 -1 0 0 0 -1 1 0 1 0 0 0 0 0 0 0 0	0 -1 0 0 -1 0 0 1 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
355	rational	10	-3 -1 4 -2 2 1 1 -2 -3 2 -2 -2 2 -2 0 0 0	-1 1 0 -2 1 -2 0 1 0 0 1 0 -2 2 0 0 0	2O+4F+phi(w)
357	genus_one	8	1 0 1 0 0 -1 1 0 -1 0 0 0 0 0 0 -2 0	1 -2 0 -1 -1 -2 0 1 0 0 1 -2 -2 4 2 -2 0	2O+4F+phi(w)
358	genus_one	8	0 1 1 0 0 -1 1 0 -1 0 0 0 0 0 0 -2 0	0 -1 0 -1 -1 -2 0 1 0 0 1 -2 -2 4 2 -2 0	2O+4F+phi(w)
359	rational	10	-1 -1 3 -2 2 1 -1 0 -1 0 0 -2 2 0 0 0 2	-1 -1 0 1 -1 -2 0 1 0 2 -1 -2 0 2 0 0 2	2O+4F+phi(w)
362	genus_one	8	0 1 0 -1 0 1 -1 0 1 0 0 0 0 0 0 0 0	0 1 -1 0 1 0 0 -1 0 0 1 0 0 0 0 0 0	2O+4F+phi(w)
364	genus_one	8	0 0 -1 1 0 -1 1 0 1 0 0 2 0 0 -2 0 0	0 0 1 -1 -1 0 -2 1 2 0 -1 0 0 2 0 -2 0	2O+4F+phi(w)
366	genus_one	8	2 1 1 -1 0 1 -1 0 -1 -2 2 -2 0 2 2 -2 0	0 -1 1 1 -1 0 0 1 0 2 -1 -2 0 0 0 0 0	2O+4F+phi(w)
367	rational	10	-1 -1 1 -1 2 1 -1 -2 -1 0 2 -2 0 0 2 0 -2	-1 1 1 -1 1 2 0 -1 0 0 -1 2 0 -2 0 2 -2	2O+4F+phi(w)
368	genus_one	8	0 0 0 0 1 -1 1 0 -1 0 0 0 0 0 0 0 0	0 0 0 0 -1 0 1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
369	rational	10	-1 0 0 0 1 -1 1 0 -1 0 0 0 0 0 0 0 0	-1 0 0 0 -1 0 1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
370	rational	10	-2 -1 4 -2 1 1 1 -2 -3 2 -2 -2 2 -2 0 0 0	0 1 0 -2 1 -2 -1 1 0 0 1 0 -2 2 0 0 0	2O+4F+phi(w)
371	genus_one	8	1 1 0 0 -1 1 -1 2 -1 -2 2 -2 0 2 2 -2 0	1 -1 -2 0 1 -2 1 -1 -2 0 1 -2 0 2 2 0 0	2O+4F+phi(w)
372	rational	10	2 0 -3 0 -1 -1 -1 2 3 0 0 2 -2 0 0 0 0	2 -2 -4 1 1 0 3 -3 -2 -2 3 0 0 0 2 0 0	2O+4F+phi(w)
373	genus_one	8	-1 0 1 0 1 -1 1 0 -1 0 0 0 0 0 0 0 0	-1 0 0 1 -1 0 1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
374	genus_one	8	0 -1 1 0 1 -1 1 0 -1 0 0 0 0 0 0 0 0	0 -1 0 1 -1 0 1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
375	rational	10	-1 -1 1 0 1 1 -1 -2 -1 0 2 -2 0 0 2 0 -2	-1 1 2 -1 1 2 -1 -1 0 0 -1 2 0 -2 0 2 -2	2O+4F+phi(w)
377	genus_one	8	-1 0 0 -1 1 1 -1 0 1 -2 2 -2 0 0 0 0 0	-1 0 1 0 -1 0 -1 1 0 2 -1 0 0 0 0 0 0	2O+4F+phi(w)
379	genus_one	8	-1 -1 2 -1 1 1 -1 -2 -1 0 2 -2 0 0 2 0 -2	-1 1 1 0 1 2 -1 -1 0 0 -1 2 0 -2 0 2 -2	2O+4F+phi(w)
380	genus_one	8	0 0 1 1 -1 -1 1 0 -1 0 0 0 0 0 0 0 0	0 0 1 1 -1 0 -1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
381	rational	10	1 0 -1 1 -1 -1 1 2 1 -2 2 0 0 2 0 -2 0	1 -2 -1 -1 -1 -2 -1 1 0 0 1 -2 0 4 2 -2 0	2O+4F+phi(w)
382	genus_one	8	0 1 -1 1 -1 -1 1 0 -1 0 0 0 0 0 0 0 0	0 1 1 -1 -1 0 -1 1 0 0 -1 0 0 0 0 0 0	2O+4F+phi(w)
384	genus_one	8	0 2 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0	-1 2 2 0 -1 1 -1 1 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
393	genus_one	8	-1 2 0 1 0 0 0 -1 -1 0 0 0 0 0 0 0 0	-2 2 3 0 -1 1 -1 1 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
397	genus_one	8	1 2 -3 1 -2 0 0 1 1 0 0 2 -2 0 0 0 0	0 0 -1 1 1 1 1 -1 -1 -1 0 0 0 -1 1 0 0	2O+4F+phi(w)
398	genus_one	8	-2 -1 3 -1 2 0 0 -1 -1 0 0 -2 2 0 0 0 0	-1 1 1 -1 -1 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
401	genus_one	8	1 0 -2 0 -1 0 0 1 1 0 0 0 0 0 0 0 0	2 0 -2 -2 1 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
403	genus_one	8	1 1 -2 0 -1 0 0 1 1 0 0 0 -2 0 0 0 0	2 -1 -2 0 1 -1 2 -1 -1 -1 2 0 0 -1 1 0 0	2O+4F+phi(w)
406	genus_one	8	0 -1 -1 0 -1 0 0 1 1 0 0 0 0 0 0 0 0	1 -1 -2 -1 1 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
408	genus_one	8	0 0 -2 1 -1 0 0 1 1 0 0 0 0 0 0 0 0	1 0 -1 -2 1 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
409	rational	10	1 2 0 1 -1 0 0 1 -1 -2 2 0 0 2 0 -2 0	0 0 1 0 -1 -1 -2 1 1 1 -2 -2 0 3 1 -2 0	2O+4F+phi(w)
411	genus_one	8	-1 1 0 -1 1 0 0 1 1 0 0 0 0 0 -2 0 2	0 -1 -1 0 -1 -3 0 1 1 1 0 -2 0 3 1 -2 2	2O+4F+phi(w)
413	genus_one	8	1 0 -1 -1 -1 0 0 1 1 0 0 0 0 0 0 0 0	2 0 -3 -1 1 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
414	genus_one	8	2 1 -1 1 -1 0 0 1 -1 -2 2 0 0 2 2 -2 0	-1 -1 1 1 -1 1 0 1 -1 1 -2 -2 0 1 1 0 0	2O+4F+phi(w)
415	rational	10	1 1 -1 1 -1 0 0 1 1 -2 2 0 0 2 0 -2 0	0 -1 1 -1 -1 -1 -2 1 1 1 0 -2 0 3 1 -2 0	2O+4F+phi(w)
417	genus_one	8	-1 2 0 0 0 1 0 -1 -1 0 0 0 0 0 0 0 0	-2 2 2 0 0 1 -1 1 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
421	genus_one	8	-1 -2 3 -2 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	0 0 0 -1 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
422	genus_one	8	-2 -1 3 -2 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	-1 1 0 -1 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
424	genus_one	8	0 0 0 -1 0 1 0 -1 1 0 0 0 0 0 0 0 0	-1 0 1 0 0 1 -1 1 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
425	rational	10	-1 0 0 1 0 -1 2 -1 -1 2 0 0 0 0 0 0 0	0 0 1 -2 0 -1 -1 1 1 -1 0 0 0 1 1 0 0	2O+4F+phi(w)
426	genus_one	8	-2 -1 2 -1 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	-1 1 1 -2 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
428	genus_one	8	-2 -2 3 -1 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	-1 0 1 -1 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
429	rational	10	-1 0 1 -1 0 1 0 -3 -1 2 -2 0 0 -2 0 2 0	-2 2 3 1 0 3 -1 1 1 1 -2 2 0 -5 -3 2 0	2O+4F+phi(w)
430	genus_one	8	-2 -1 3 -1 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	-1 1 1 -1 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
431	rational	10	-3 -1 3 -1 2 1 0 -1 -1 0 0 -2 2 0 0 0 0	-2 1 1 -1 0 -1 -1 1 1 1 0 0 0 1 -1 0 0	2O+4F+phi(w)
432	genus_one	8	0 0 -2 0 -1 1 0 1 1 0 0 0 0 0 0 0 0	1 0 -2 -2 2 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
433	rational	10	1 0 0 0 1 -1 0 1 1 -2 2 0 0 2 0 -2 0	0 -2 0 0 -2 -1 0 1 1 1 0 -2 0 3 1 -2 0	2O+4F+phi(w)
435	genus_one	8	-1 1 0 0 1 1 0 -1 -1 0 0 0 0 0 0 0 0	-2 1 2 0 0 1 0 1 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
437	genus_one	8	1 0 -1 0 -1 1 0 1 1 -2 0 0 0 0 0 0 0	0 0 0 1 0 1 0 1 -1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
438	genus_one	8	0 -1 -1 0 -1 1 0 1 1 0 0 0 0 0 0 0 0	1 -1 -2 -1 2 -1 0 -1 -1 -1 2 0 0 1 1 0 0	2O+4F+phi(w)
439	rational	10	-1 -1 1 0 1 1 0 -3 -1 0 0 0 0 -2 0 0 -2	-2 1 4 -1 0 3 -2 1 1 1 -2 2 -2 -1 -1 0 -2	2O+4F+phi(w)
440	rational	10	0 0 0 -1 1 1 -2 -1 1 0 0 0 0 0 0 2 0	-1 2 1 2 0 3 0 -1 1 1 -2 2 2 -5 -3 2 0	2O+4F+phi(w)
441	genus_one	8	-1 0 0 1 -1 -1 2 1 -1 0 0 0 0 0 0 0 0	0 0 -1 0 0 -1 0 1 -1 -1 0 0 0 1 1 0 0	2O+4F+phi(w)
443	genus_one	8	1 1 -2 1 -1 -1 0 1 1 0 0 2 -2 0 0 0 0	0 -1 -1 2 0 1 2 -1 -1 -1 0 0 0 -1 1 0 0	2O+4F+phi(w)
444	genus_one	8	0 0 -1 1 -1 -1 2 1 -1 0 0 0 0 0 0 0 0	1 0 -1 -1 0 -1 0 1 -1 -1 0 0 0 1 1 0 0	2O+4F+phi(w)
445	rational	10	1 0 -1 1 -1 -1 0 3 1 -2 2 0 0 2 0 -2 0	2 -2 -3 -1 0 -3 0 -1 -1 -1 2 -2 0 5 3 -2 0	2O+4F+phi(w)
446	genus_one	8	2 1 -3 1 -1 -1 0 1 1 0 0 2 -2 0 0 0 0	1 -1 -1 1 0 1 2 -1 -1 -1 0 0 0 -1 1 0 0	2O+4F+phi(w)
447	rational	10	1 -1 -1 1 -1 1 0 -1 -1 0 0 0 0 0 2 0 -2	0 1 1 -1 2 3 0 -1 -1 -1 0 2 0 -3 -1 2 -2	2O+4F+phi(w)
449	genus_one	8	1 0 0 0 0 0 1 -1 -1 0 0 0 0 0 0 0 0	0 0 2 0 -1 1 -1 2 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
451	genus_one	8	1 1 0 0 0 0 -1 -1 -1 0 0 0 0 0 0 0 0	0 1 2 0 -1 1 -1 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
453	genus_one	8	1 0 1 0 0 0 -1 -1 -1 0 0 0 0 0 0 0 0	0 0 2 1 -1 1 -1 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
455	genus_one	8	-1 -1 -1 0 0 0 1 -1 1 2 -2 2 0 -2 -2 2 0	0 1 0 -1 1 1 -1 0 1 -1 0 2 0 -1 -1 0 0	2O+4F+phi(w)
457	genus_one	8	1 0 0 1 -2 0 1 1 -1 0 -2 0 0 0 0 0 0	2 0 -1 0 1 -1 1 0 -1 -1 2 0 0 -1 -1 0 0	2O+4F+phi(w)
458	genus_one	8	0 1 0 1 -2 0 1 1 -1 0 -2 0 0 0 0 0 0	1 1 -1 0 1 -1 1 0 -1 -1 2 0 0 -1 -1 0 0	2O+4F+phi(w)
460	rational	10	2 0 1 -1 0 0 -1 1 -1 -2 2 -2 0 2 2 -2 0	1 -2 -1 1 -1 -1 1 0 -1 1 0 -2 0 1 1 0 0	2O+4F+phi(w)
461	genus_one	8	1 0 1 -1 0 0 -1 -1 1 0 0 0 0 0 0 0 0	0 0 1 1 -1 1 -1 0 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
462	genus_one	8	0 1 -1 1 -2 0 1 1 -1 0 0 0 0 0 0 0 0	1 1 -1 -1 1 -1 -1 0 -1 -1 0 0 0 1 1 0 0	2O+4F+phi(w)
464	genus_one	8	0 0 2 0 1 0 -1 -1 -1 0 0 0 0 0 0 0 0	-1 0 2 2 -1 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
466	genus_one	8	0 1 0 0 1 0 -1 -1 -1 0 0 0 0 0 0 0 0	-1 1 2 0 -1 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
467	rational	10	-3 -1 4 -2 3 0 1 -3 -3 2 0 -2 2 -2 0 0 0	-2 1 2 -2 -1 -1 -2 2 1 1 -2 0 -2 3 1 0 0	2O+4F+phi(w)
469	genus_one	8	1 0 1 0 1 0 -1 -1 -1 0 0 0 0 0 0 0 0	0 0 2 1 -1 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
471	genus_one	8	-1 -1 1 0 1 0 1 -1 -1 0 0 0 2 0 0 0 0	-2 1 2 -1 -1 1 -2 2 1 1 -2 0 0 1 -1 0 0	2O+4F+phi(w)
472	genus_one	8	0 0 0 1 -1 0 1 1 -1 0 -2 0 0 0 0 0 0	1 0 -1 0 1 -1 2 0 -1 -1 2 0 0 -1 -1 0 0	2O+4F+phi(w)
475	genus_one	8	1 -1 0 -1 1 0 -1 -1 1 0 0 0 0 0 0 0 0	0 -1 1 0 -1 1 0 0 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
477	genus_one	8	1 0 1 -1 1 0 -1 -1 1 0 0 0 0 0 0 0 0	0 0 1 1 -1 1 0 0 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
478	genus_one	8	0 -1 1 -1 1 0 -1 -1 1 0 0 0 0 0 0 0 0	-1 -1 1 1 -1 1 0 0 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
480	genus_one	8	0 0 0 0 0 1 1 -1 -1 0 0 0 0 0 0 0 0	-1 0 2 0 0 1 -1 2 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
481	rational	10	-1 0 0 0 0 1 -1 -1 1 0 -2 0 0 -2 -2 2 0	0 2 2 0 0 1 -1 0 1 1 0 2 0 -3 -3 0 0	2O+4F+phi(w)
483	genus_one	8	-1 1 0 0 0 1 1 -1 -1 0 0 0 0 0 0 0 0	-2 1 2 0 0 1 -1 2 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
484	genus_one	8	0 0 -1 0 0 1 -1 -1 1 0 0 0 0 0 0 2 0	-1 2 2 1 0 3 -1 0 1 1 -2 2 2 -5 -3 2 0	2O+4F+phi(w)
487	genus_one	8	1 1 -3 2 -2 -1 1 1 1 0 0 2 -2 0 0 0 0	0 -1 0 1 0 1 1 0 -1 -1 0 0 0 -1 1 0 0	2O+4F+phi(w)
488	genus_one	8	0 0 0 -1 2 -1 -1 -1 1 0 2 0 0 0 0 0 0	-1 0 1 0 -2 1 -1 0 1 1 -2 0 0 1 1 0 0	2O+4F+phi(w)
490	genus_one	8	0 -1 0 -1 2 -1 -1 -1 1 0 2 0 0 0 0 0 0	-1 -1 1 0 -2 1 -1 0 1 1 -2 0 0 1 1 0 0	2O+4F+phi(w)
491	rational	10	-1 -1 2 -1 2 1 -1 -3 -1 0 2 -2 0 0 2 0 -2	-2 1 3 0 0 3 -1 0 1 1 -2 2 0 -3 -1 2 -2	2O+4F+phi(w)
492	genus_one	8	2 0 1 -1 0 1 -1 1 -1 -2 2 -2 0 2 2 -2 0	1 -2 -1 1 0 -1 1 0 -1 1 0 -2 0 1 1 0 0	2O+4F+phi(w)
493	rational	10	1 0 1 -1 0 1 -1 1 -1 -2 2 -2 0 2 2 -2 0	0 -2 -1 1 0 -1 1 0 -1 1 0 -2 0 1 1 0 0	2O+4F+phi(w)
494	genus_one	8	2 1 -3 1 -2 -1 1 1 1 0 0 2 -2 0 0 0 0	1 -1 -1 1 0 1 1 0 -1 -1 0 0 0 -1 1 0 0	2O+4F+phi(w)
496	rational	10	0 0 0 0 1 1 -1 -1 -1 0 0 0 0 0 0 0 0	-1 0 2 0 0 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
497	genus_one	8	-1 0 0 2 -1 1 1 -1 -1 0 0 0 0 0 0 0 -2	0 2 2 -2 2 1 -2 0 1 -1 0 2 0 -1 -1 0 -2	2O+4F+phi(w)
498	genus_one	8	0 1 0 0 1 1 -1 -1 -1 0 0 0 0 0 0 0 0	-1 1 2 0 0 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
499	rational	10	-1 -1 0 0 1 1 -1 -1 1 0 0 0 0 0 0 2 0	-2 1 2 2 0 3 0 0 1 1 -2 2 2 -5 -3 2 0	2O+4F+phi(w)
500	genus_one	8	0 0 1 -2 1 1 -1 -1 -1 0 2 -2 0 0 2 0 0	-1 0 0 1 0 1 0 0 -1 1 -2 0 0 -1 1 2 0	2O+4F+phi(w)
502	rational	10	0 -1 -1 0 1 1 -1 -1 1 0 0 0 0 0 0 2 0	-1 1 2 1 0 3 0 0 1 1 -2 2 2 -5 -3 2 0	2O+4F+phi(w)
503	genus_one	8	-1 1 1 0 1 1 -1 -1 -1 0 0 0 0 0 0 0 0	-2 1 2 1 0 1 0 0 1 1 -2 0 0 -1 -1 0 0	2O+4F+phi(w)
505	genus_one	8	-1 0 0 -1 1 1 -1 1 1 -2 2 -2 0 0 0 0 0	0 0 -1 0 0 -1 0 0 -1 1 0 0 0 1 1 0 0	2O+4F+phi(w)
506	rational	10	0 1 0 1 -1 -1 1 1 -1 0 0 0 0 0 0 -2 0	1 -1 -1 -2 0 -3 0 0 -1 -1 2 -2 -2 5 3 -2 0	2O+4F+phi(w)
507	genus_one	8	1 -1 -2 1 -1 -1 1 1 1 0 0 2 0 0 0 0 0	0 -1 -1 0 0 1 0 0 -1 -1 0 0 0 1 1 0 0	2O+4F+phi(w)
508	genus_one	8	0 0 1 -1 1 1 -1 -1 1 0 0 0 0 0 0 0 0	-1 0 1 1 0 1 0 0 1 1 0 0 0 -1 -1 0 0	2O+4F+phi(w)
510	genus_one	8	-2 -1 -1 1 1 -1 1 -1 1 2 -2 2 0 -2 -2 2 0	-1 1 1 -1 0 1 0 0 1 -1 0 2 0 -1 -1 0 0	2O+4F+phi(w)
511	rational	10	1 1 -1 1 -1 -1 1 1 -1 0 2 0 0 2 2 -2 0	0 -1 -1 -1 0 -1 0 0 -1 -1 0 -2 0 3 3 0 0	2O+4F+phi(w)
518	genus_one	8	0 -1 1 -2 2 0 0 -2 0 1 0 0 0 -2 0 0 0	-1 -1 1 0 -1 1 0 1 0 1 -1 0 -2 1 1 0 0	2O+4F+phi(w)
519	genus_one	8	-1 -1 1 -2 2 0 0 -2 0 1 0 0 0 -2 0 0 0	-2 -1 1 0 -1 1 0 1 0 1 -1 0 -2 1 1 0 0	2O+4F+phi(w)
521	genus_one	8	-1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0	0 0 0 -1 1 -1 0 -1 0 -1 1 0 0 1 1 0 0	2O+4F+phi(w)
522	genus_one	8	0 1 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 2	-1 -1 0 1 -1 -1 0 1 0 1 -1 -2 0 1 1 0 2	2O+4F+phi(w)
523	genus_one	8	-1 -1 -2 1 0 0 0 0 2 1 -2 2 0 -2 -2 2 0	0 1 0 -1 1 1 0 -1 0 -1 1 2 0 -1 -1 0 0	2O+4F+phi(w)
527	rational	10	-1 -1 1 1 0 0 2 -2 -2 1 0 0 0 0 0 0 -2	0 1 2 -2 1 1 -2 1 2 -1 -1 2 0 -1 -1 0 -2	2O+4F+phi(w)
530	genus_one	8	0 1 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0	-1 1 1 1 -1 1 -1 1 0 1 -1 0 0 -1 -1 0 0	2O+4F+phi(w)
531	genus_one	8	1 1 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0	0 1 1 1 -1 1 -1 1 0 1 -1 0 0 -1 -1 0 0	2O+4F+phi(w)
532	rational	10	-2 0 1 2 -1 0 2 -2 -2 1 0 0 0 0 0 0 -2	-1 2 3 -2 1 1 -3 1 2 -1 -1 2 0 -1 -1 0 -2	2O+4F+phi(w)
533	rational	10	1 0 1 0 -1 0 0 -2 -2 1 0 0 0 0 2 0 -2	0 2 1 0 1 3 -1 -1 0 -1 -1 2 0 -3 -1 2 -2	2O+4F+phi(w)
534	genus_one	8	0 1 -1 2 -1 0 0 2 0 -1 0 0 0 2 0 0 0	1 1 -1 0 1 -1 1 -1 0 -1 1 0 2 -1 -1 0 0	2O+4F+phi(w)
535	genus_one	8	1 1 -1 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0	0 1 1 0 -1 1 -1 1 0 1 -1 0 0 -1 -1 0 0	2O+4F+phi(w)
539	rational	10	-1 1 -2 1 -1 0 0 0 2 1 -2 2 -2 -2 -2 2 0	0 1 0 1 1 1 1 -1 0 -1 1 2 0 -3 -1 0 0	2O+4F+phi(w)
545	genus_one	8	-1 0 0 0 0 -1 2 0 0 1 0 0 0 0 0 0 0	0 0 -1 -1 0 -1 0 1 0 -1 1 0 0 1 1 0 0	2O+4F+phi(w)
546	genus_one	8	0 1 0 0 0 1 -2 0 0 -1 0 0 0 0 0 0 0	-1 1 1 1 0 1 0 -1 0 1 -1 0 0 -1 -1 0 0	2O+4F+phi(w)
547	genus_one	8	1 1 0 0 0 1 -2 0 0 -1 0 0 0 0 0 0 0	0 1 1 1 0 1 0 -1 0 1 -1 0 0 -1 -1 0 0	2O+4F+phi(w)
551	rational	10	-1 -1 -1 0 0 1 0 0 0 1 -2 0 0 -2 0 2 0	0 1 -1 0 2 1 2 -1 -2 -1 1 2 0 -3 -1 2 0	2O+4F+phi(w)
552	genus_one	8	0 0 0 -1 0 1 0 0 0 1 0 0 0 0 0 0 0	1 0 -2 -1 2 -1 0 -1 0 -1 1 0 0 1 1 0 0	2O+4F+phi(w)
553	genus_one	8	-1 0 0 -1 0 1 0 0 0 1 0 0 0 0 0 0 0	0 0 -2 -1 2 -1 0 -1 0 -1 1 0 0 1 1 0 0	2O+4F+phi(w)
