mask	representative
84932	2 -2 -1 -2 0 4 5 -3 -1 -3 2 3 2 -4 1 0 1
84932	0 2 1 2 2 -6 -9 3 -1 3 -2 -5 -2 6 -3 -2 -3
98264	0 0 0 1 1 0 -1 -1 1 1 1 -1 -1 1 -1 0 -1
98264	2 0 2 1 3 -2 -5 1 -3 1 1 -3 -1 1 -3 0 -3
98264	0 0 0 1 1 0 -1 -1 -1 -1 1 -1 1 -1 -1 0 -1
98264	2 -2 0 -1 1 2 1 -1 -1 -1 1 1 1 -1 -1 0 -1
100175	1 1 1 1 2 0 -3 0 -1 1 1 -2 -2 0 -2 1 -1
100175	1 -1 1 1 0 0 -1 0 -1 1 1 0 -2 0 -2 1 -1
100175	1 1 3 3 4 -6 -11 4 -3 3 -1 -8 -2 6 -4 -1 -5
100175	1 -1 -1 -1 0 2 3 -2 1 -1 1 2 0 -2 0 -1 1
112434	0 1 0 0 1 -1 -2 0 1 1 1 -2 -1 1 -2 -1 -1
112434	0 1 0 2 3 -3 -6 2 -1 1 -1 -4 -1 3 -2 -1 -3
112434	2 -1 0 0 1 1 0 0 -1 1 1 0 -1 -1 -2 1 -1
112434	0 1 0 2 1 -1 -4 0 -1 1 1 -2 -1 1 -2 1 -1
119453	1 0 1 1 3 -4 -6 1 -2 1 0 -4 -1 2 -3 -1 -3
119453	1 0 1 1 3 0 -4 -1 -2 1 2 -2 -1 0 -3 1 -1
119453	1 0 -1 -1 1 0 0 -1 0 -1 0 0 1 0 -1 -1 -1
119453	1 -2 -1 -1 1 4 4 -3 0 -3 2 2 1 -4 1 1 1
120966	2 -1 1 0 2 0 -2 -1 -2 0 2 -1 -1 -2 -3 1 -1
120966	0 1 1 2 4 -4 -8 1 -2 2 0 -5 -1 4 -3 -1 -3
120966	2 -1 1 0 2 0 -2 -1 -2 -2 0 -1 1 0 -1 -1 -1
120966	0 1 1 0 0 -4 -4 3 0 2 -2 -3 -1 4 -1 -1 -1
126317	1 0 1 1 2 -3 -5 2 -1 2 -1 -3 -2 3 -3 -1 -3
126317	1 -2 -1 -3 -2 1 5 0 1 -2 -1 3 2 -1 3 -1 1
126317	1 0 -1 -1 2 -1 -1 0 -1 0 1 -1 0 1 -1 -1 -1
126317	1 0 1 1 0 -1 -1 2 -1 0 -1 -1 0 1 1 -1 -1
1719	1 1 1 2 3 -3 -6 1 -2 1 1 -4 -2 2 -2 0 -2
1719	1 -1 -1 -2 -1 -1 2 1 0 -1 -1 2 2 0 2 -2 0
1719	1 1 3 4 3 -5 -10 3 -4 3 -1 -6 -2 4 -4 0 -4
1719	1 1 1 0 1 -3 -4 1 0 1 -1 -2 0 2 -2 -2 -2
2934	2 -1 -1 0 1 1 1 -2 -1 -1 2 1 0 -2 0 0 0
2934	2 -1 1 0 3 -1 -3 0 -3 -1 2 -3 0 0 -2 0 -2
2934	0 1 1 2 3 -5 -7 2 -1 1 -2 -5 0 4 -2 -2 -4
2934	2 -1 1 0 3 -1 -3 0 -3 -1 0 -1 0 0 -2 0 -2
5224	2 0 0 1 2 -1 -3 0 -2 0 1 -2 -1 0 -2 0 -2
5224	0 0 0 1 2 -1 -3 0 0 2 1 -2 -1 2 -2 0 -2
5224	2 -2 0 -1 2 1 1 -2 -2 -2 1 0 1 -2 0 0 0
5224	2 -2 0 -1 0 3 3 -2 0 -2 1 2 1 -2 0 0 0
5945	1 0 0 1 3 -1 -4 0 -1 1 1 -2 -1 2 -2 0 -2
5945	1 0 0 1 1 1 0 -2 -1 -1 1 0 1 -2 0 0 0
5945	1 -2 0 -1 1 1 2 -2 -1 -1 1 2 1 -2 0 0 0
5945	1 -2 0 -1 -1 3 4 -2 1 -1 1 2 1 -2 0 0 0
5996	2 0 1 1 2 -1 -3 0 -1 1 1 -2 -1 0 -2 0 -2
5996	0 0 1 1 2 -1 -3 0 -1 1 1 -2 -1 2 -2 0 -2
5996	2 -2 -1 -1 0 1 3 -2 -1 -1 1 2 1 -2 0 0 0
5996	0 0 1 1 0 -3 -3 2 -1 1 -1 -2 -1 2 0 0 0
6560	2 0 0 0 2 -3 -4 1 -1 0 0 -3 -1 2 -2 -2 -2
6560	0 2 0 2 2 -3 -6 1 -1 2 0 -3 -1 2 -2 0 -2
6560	0 0 0 2 2 -3 -4 1 -1 2 0 -3 -1 2 -2 0 -2
6560	0 0 0 0 0 1 2 -1 -1 -2 0 1 1 -2 2 0 2
6896	2 0 0 0 3 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6896	0 0 0 2 3 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
6896	0 0 0 0 1 -1 -3 1 0 1 0 -1 -1 2 -2 0 -2
6896	0 0 0 0 1 -1 -1 1 -2 -1 0 -1 1 0 0 0 0
7502	2 -1 1 -1 2 0 -1 0 -1 0 1 -1 -1 0 -2 0 -2
7502	0 1 1 1 0 -2 -3 2 -1 2 -1 -1 -1 2 0 0 0
7502	2 -1 -1 -1 2 2 1 -2 -1 -2 1 1 1 -2 0 0 0
7502	0 1 1 1 0 -2 -3 2 -1 0 -1 -3 -1 2 0 0 0
7713	1 0 0 0 2 -1 -2 0 0 1 1 -1 -1 0 -2 0 -2
7713	1 0 0 0 2 -1 -2 0 0 -1 -1 -1 1 2 0 -2 -2
7713	1 -2 0 0 0 1 2 -2 0 -1 1 1 1 -2 0 0 0
7713	1 -2 0 -2 0 3 4 -2 0 -1 1 3 1 -2 0 0 0
8501	3 -2 1 0 3 -1 -2 0 -3 0 2 -2 0 -1 -2 0 -2
8501	1 0 1 2 3 -3 -6 0 -3 0 0 -4 0 1 -2 0 -2
8501	1 0 1 0 1 -1 -2 0 -1 0 0 -2 0 1 -2 0 -2
8501	1 0 1 2 3 -1 -4 0 -3 0 0 -2 0 1 -2 0 -2
8526	0 1 1 1 0 -2 -3 2 -1 0 -2 -2 0 1 0 0 0
8526	2 -1 1 1 2 -2 -3 0 -3 0 0 -2 0 1 -2 0 -2
8526	0 1 1 1 2 0 -3 0 -1 0 0 -2 0 1 -2 0 -2
8526	0 1 1 1 0 -2 -3 2 -1 2 0 -2 -2 1 -2 0 0
10641	1 -2 0 -2 -1 2 4 -1 -1 -2 0 3 2 -3 2 0 2
10641	1 0 2 2 3 -4 -8 3 -3 2 0 -5 -2 3 -4 0 -4
10641	1 0 0 0 1 0 -2 -1 -1 0 2 -1 0 -1 -2 0 0
10641	1 0 0 0 3 -2 -4 1 -1 0 0 -3 0 1 -2 0 -2
12413	1 0 1 1 1 -1 -3 0 0 0 0 -2 -1 1 -2 0 -2
12413	1 0 1 1 3 -1 -3 0 -2 0 0 -2 -1 1 -2 0 -2
12413	1 -2 -1 -1 1 3 3 -2 0 -2 2 2 1 -3 0 0 0
12413	1 0 1 1 1 -1 -3 2 -2 0 0 -2 -1 1 0 0 0
13103	1 1 1 1 2 -1 -4 0 -1 1 0 -2 -1 1 -2 0 -2
13103	1 -1 1 1 2 -1 -2 0 -1 1 0 -2 -1 1 -2 0 -2
13103	1 -1 -1 -1 0 3 4 -2 1 -1 2 2 1 -3 0 0 0
13103	1 -1 -1 -1 2 1 0 -2 -1 -1 2 0 1 -1 0 0 0
13902	2 -1 1 1 2 -2 -3 0 -2 1 1 -2 -1 1 -2 0 -2
13902	0 1 1 1 2 0 -3 0 0 1 1 -2 -1 1 -2 0 -2
13902	2 -1 -1 -1 0 2 3 -2 0 -1 1 2 1 -3 0 0 0
13902	0 1 1 1 0 -2 -3 2 0 1 -1 -2 -1 1 0 0 0
13950	0 1 1 1 1 -1 -3 0 0 1 1 -2 -1 1 -2 0 -2
13950	2 -1 1 1 3 -1 -3 0 -2 1 1 -2 -1 1 -2 0 -2
13950	0 1 1 1 -1 -1 -1 2 0 1 -1 -2 -1 1 0 0 0
13950	2 -1 1 1 3 -1 -3 0 -4 -1 1 -2 1 -1 -2 0 -2
14127	1 1 1 1 2 -1 -4 0 -1 1 1 -2 -1 1 -2 0 -2
14127	1 -1 1 1 2 -1 -2 0 -1 1 1 -2 -1 1 -2 0 -2
14127	1 -1 -1 -1 0 3 4 -2 1 -1 1 2 1 -3 0 0 0
14127	1 -1 -1 -1 0 1 2 -2 -1 -1 1 2 1 -1 0 0 0
14144	2 0 0 0 2 -2 -3 0 -1 1 1 -2 -1 1 -2 0 -2
14144	2 -2 0 -2 0 2 3 -2 -1 -3 1 2 1 -3 0 0 0
14144	2 -2 0 0 0 2 3 -2 -1 -1 1 2 1 -3 0 0 0
14144	0 0 0 0 2 0 -1 -2 -1 -1 1 0 1 -1 0 0 0
14627	1 -1 0 0 2 -1 -2 0 -1 0 0 -1 -1 1 -2 0 -2
14627	1 1 2 2 4 -3 -8 2 -3 2 0 -5 -1 3 -4 0 -4
14627	3 -3 0 -2 0 3 4 -2 -1 -2 2 3 1 -3 0 0 0
14627	1 -1 0 0 2 -1 -2 0 -1 0 0 -1 1 1 0 0 -2
14794	2 -1 0 -1 2 0 -1 -1 -1 0 2 -1 -1 -1 -2 0 0
14794	0 1 0 1 2 -4 -5 1 -1 2 0 -3 -1 3 -2 0 -2
14794	0 1 0 1 2 -2 -5 1 -1 2 0 -3 -1 3 -2 0 -2
14794	0 1 0 1 0 0 -1 -1 1 0 0 -1 -1 1 0 0 0
15350	2 -1 1 0 1 -1 -1 1 -3 -1 0 -1 1 -1 0 0 0
15350	0 1 1 2 3 -5 -7 3 -1 1 -2 -5 -1 5 -2 -2 -4
15350	0 1 1 2 1 -3 -5 1 -1 1 0 -3 -1 1 -2 0 -2
15350	2 -1 1 2 3 -3 -5 1 -3 1 0 -3 -1 1 -2 0 -2
16782	0 1 1 3 2 -2 -6 1 -1 2 0 -4 -2 2 -3 0 -2
16782	0 1 1 1 2 -2 -4 1 -1 2 0 -2 -2 2 -3 0 -2
16782	2 -1 -1 -1 2 0 0 -1 -1 0 2 0 0 -2 -1 0 0
16782	0 1 -1 -1 0 0 0 -1 1 0 0 0 0 0 -1 0 0
20949	1 0 -1 0 1 0 -1 -1 -1 0 2 0 -1 0 -1 0 0
20949	1 -2 -1 -2 -3 6 9 -3 1 -2 2 6 1 -6 3 2 4
20949	1 0 1 2 3 -4 -7 1 -3 2 0 -4 -1 2 -3 0 -2
20949	1 0 1 0 1 -2 -3 1 -1 2 0 -2 -1 2 -3 0 -2
21602	2 -1 2 0 2 -1 -3 0 -2 0 1 -2 -1 0 -3 0 -2
21602	0 1 0 0 2 -3 -3 0 0 0 -1 -2 1 2 -1 -2 -2
21602	2 -1 0 0 2 1 -1 -2 -2 -2 1 0 1 -2 -1 0 0
21602	0 1 0 0 0 -3 -3 2 0 2 -1 -2 -1 2 -1 0 0
23063	1 1 1 2 3 -2 -6 0 -2 1 0 -3 -1 2 -3 0 -2
23063	1 -1 -1 -2 1 2 2 -2 0 -1 2 1 1 -2 -1 0 0
23063	1 -1 -1 0 1 2 2 -2 0 -1 2 1 1 -2 1 0 0
23063	1 -1 -1 -2 -1 2 4 -2 2 -1 0 3 1 -2 1 0 0
23135	1 1 1 1 3 -2 -5 0 -2 1 0 -3 -1 2 -3 0 -2
23135	1 -1 -1 -1 1 2 1 -2 0 -1 2 1 1 -2 -1 0 0
23135	1 -1 -1 -1 1 2 3 -2 0 -1 2 1 1 -2 1 0 0
23135	1 -1 1 1 1 0 -1 0 -2 -1 0 -1 1 0 -1 0 -2
23344	0 0 0 0 1 -1 -2 0 1 1 0 -1 -1 2 -1 0 -2
23344	2 0 2 2 3 -3 -6 2 -3 1 0 -5 -1 2 -3 0 -4
23344	2 -2 0 -2 1 1 2 -2 -1 -1 2 1 1 -2 -1 0 0
23344	2 -2 0 0 3 -1 -2 0 -3 -1 0 -1 1 0 -1 0 -2
23414	0 1 1 2 3 -1 -5 0 -1 1 0 -3 -1 2 -3 0 -2
23414	2 -1 -1 -2 1 1 1 -2 -1 -1 2 1 1 -2 -1 0 0
23414	2 -1 1 0 1 -1 -1 0 -1 -1 0 -1 1 0 -1 -2 -2
23414	0 1 1 2 1 -3 -5 2 -3 1 0 -3 -1 2 -1 0 0
24240	0 0 0 0 1 1 0 -1 0 -1 1 -1 -1 0 -1 0 0
24240	0 0 0 0 1 1 0 -1 0 1 1 1 -1 0 -1 0 0
24240	2 0 2 2 3 -5 -8 3 -4 1 -1 -5 -1 4 -3 -2 -4
24240	2 -2 0 0 1 3 2 -1 -2 -1 3 1 -1 -4 -1 2 0
24368	2 0 2 2 3 -5 -8 2 -3 1 -1 -5 -1 4 -3 -2 -4
24368	2 -2 0 0 1 3 2 -2 -1 -1 3 1 -1 -4 -1 2 0
24368	0 0 0 0 1 1 0 -2 -1 -1 1 1 1 -2 -1 0 0
24368	2 -2 0 -2 1 1 2 -2 -1 -1 1 1 1 -2 -1 0 0
25718	2 -1 1 0 3 -1 -3 0 -2 0 1 -2 0 -1 -3 0 -2
25718	2 -1 1 0 3 -1 -3 0 -2 0 1 -2 0 1 -1 0 -2
25718	0 1 1 2 1 -1 -3 0 0 0 -1 -2 0 1 -1 0 -2
25718	2 -3 -1 -2 -1 3 5 -2 0 -2 1 4 2 -3 1 0 0
27894	0 1 1 2 3 -3 -7 1 -2 2 1 -5 -2 3 -3 0 -2
27894	0 1 1 2 1 -3 -5 1 0 2 -1 -3 -2 3 -3 0 -2
27894	0 1 1 2 3 -1 -5 1 -2 2 1 -3 -2 1 -3 2 -2
27894	0 1 -1 0 1 -1 -1 -1 0 0 1 -1 0 -1 -1 0 0
28013	1 0 -1 -1 0 1 1 -2 1 0 1 1 0 -1 -1 0 0
28013	1 0 1 1 4 -1 -5 0 -3 0 1 -3 0 1 -3 0 -2
28013	1 0 1 1 2 -1 -3 0 -1 0 1 -3 0 1 -1 0 -2
28013	1 0 1 1 2 -1 -3 0 -1 0 -1 -1 0 1 -1 0 -2
28328	2 0 2 1 2 -1 -4 1 -2 1 1 -3 -2 1 -3 0 -2
28328	0 0 0 1 0 1 0 -1 0 1 1 1 -2 -1 -1 2 0
28328	0 2 2 3 4 -5 -10 3 -2 3 -1 -7 -2 5 -3 0 -4
28328	2 -2 0 -1 0 1 2 -1 0 -1 1 1 0 -3 -1 0 0
30270	2 -1 1 1 3 -1 -4 0 -2 1 1 -2 -1 1 -3 0 -2
30270	0 1 1 1 -1 -1 -2 2 0 1 -1 -2 -1 1 -1 0 0
30270	0 1 1 1 1 -3 -4 2 -2 1 -1 -2 -1 1 -1 0 0
30270	0 1 -1 1 1 -1 -2 0 0 1 1 -2 -1 1 -1 0 0
30630	2 -1 1 0 2 -3 -4 1 -3 1 1 -2 -1 1 -3 0 -2
30630	0 1 1 2 2 -3 -6 1 -1 1 -1 -4 -1 3 -3 0 -2
30630	2 -1 1 0 0 1 0 -1 -1 -1 1 0 -1 -1 -1 0 0
30630	2 -1 1 0 2 -1 -2 1 -1 1 1 -2 -1 1 -1 0 -2
32440	0 0 0 1 1 1 0 -1 0 -1 1 -1 -1 -1 -1 0 0
32440	0 0 0 1 1 -1 -2 1 -2 -1 -1 -1 1 1 1 0 0
32440	0 0 0 1 1 -1 -2 -1 0 1 1 -1 -1 1 -1 0 0
32440	2 0 2 1 3 -3 -6 1 -4 1 1 -3 -1 1 -3 0 -2
32550	0 1 1 2 2 -1 -4 0 -1 1 1 -3 -1 1 -3 0 -2
32550	2 -1 1 0 2 -1 -2 0 -1 -1 -1 -1 1 1 -1 -2 -2
32550	0 1 1 0 0 -1 -2 2 -1 1 -1 -1 -1 1 -1 0 0
32550	0 1 1 2 0 -3 -4 2 -1 1 -1 -3 -1 1 -1 0 0
33860	2 0 1 0 2 -2 -3 0 -2 0 1 -2 0 0 -2 -1 -2
33860	0 0 1 0 2 -2 -3 0 0 0 -1 -2 0 2 -2 -1 -2
33860	0 0 1 2 2 0 -3 0 -2 0 1 -2 0 0 -2 1 -2
33860	2 -2 -1 -2 0 2 3 -2 0 -2 1 2 2 -2 0 -1 0
34144	2 0 0 0 2 -1 -3 0 -1 0 1 -2 0 0 -2 -1 -2
34144	0 0 0 0 0 1 1 0 -1 0 1 0 0 -2 0 1 2
34144	0 0 0 0 0 3 3 -2 1 0 1 2 0 -2 0 1 0
34144	2 -2 0 -2 0 1 3 -2 -1 -2 1 2 2 -2 0 -1 0
35025	1 0 0 0 3 -4 -5 1 -2 0 0 -3 0 2 -2 -1 -2
35025	1 0 0 0 3 -2 -5 1 -2 0 0 -3 0 2 -2 -1 -2
35025	1 0 0 0 1 -2 -3 1 0 2 0 -1 0 2 -2 -1 -2
35025	1 0 0 0 1 0 -1 -1 -2 0 2 -1 0 -2 -2 1 0
36853	1 -2 -1 -2 -1 3 5 -1 -1 -3 1 3 2 -4 2 1 2
36853	1 0 1 2 1 -1 -3 1 -1 1 1 -3 -2 0 -2 1 -2
36853	1 0 1 2 3 -1 -5 1 -3 1 1 -3 -2 2 -2 1 -2
36853	1 0 -1 0 1 -1 -1 -1 -1 -1 1 -1 0 0 0 -1 0
38429	1 0 1 1 3 -4 -6 2 -2 1 -1 -4 -1 4 -2 -1 -4
38429	1 0 1 1 1 0 -2 0 0 1 1 -2 -1 0 -2 1 -2
38429	1 0 -1 -1 1 0 0 -2 0 -1 1 0 1 0 0 -1 0
38429	1 -2 -1 -1 1 2 2 -2 0 -1 1 2 1 -2 0 1 0
40966	2 -1 1 0 2 -2 -4 0 -2 0 0 -2 0 1 -2 -1 -2
40966	2 -1 1 0 2 -2 -2 0 -2 0 0 -2 0 1 -2 -1 -2
40966	0 1 1 0 0 -2 -2 2 0 0 -2 -2 0 1 0 -1 0
40966	2 -1 1 0 2 0 -2 0 -2 0 2 -2 0 -1 -2 1 -2
42702	0 1 1 3 2 -2 -5 1 -2 1 1 -4 -2 1 -2 1 -2
42702	2 -1 1 1 2 0 -3 1 -2 1 1 -2 -2 1 -2 1 -2
42702	2 -1 -1 -1 0 0 1 -1 0 -1 1 0 0 -1 0 -1 0
42702	0 1 1 1 0 -2 -3 3 0 1 -3 -2 0 3 0 -1 -2
43131	1 1 0 1 3 -3 -5 0 -2 0 0 -3 0 1 -2 -1 -2
43131	1 -1 0 -1 1 -1 -1 0 0 0 0 -1 0 1 -2 -1 -2
43131	1 -1 0 1 1 -1 -1 0 0 0 0 -1 0 1 0 -1 -2
43131	1 -1 0 -1 1 3 3 -2 0 -2 2 1 0 -3 0 1 0
43294	2 -1 1 1 3 -2 -4 0 -3 0 0 -3 0 1 -2 -1 -2
43294	0 1 1 1 3 -2 -4 0 -1 0 0 -3 0 1 -2 -1 -2
43294	2 -1 1 -1 1 -2 -2 0 -1 0 0 -1 0 1 -2 -1 -2
43294	2 -1 -1 -1 1 2 2 -2 -1 -2 2 1 0 -3 0 1 0
46906	0 1 0 1 3 -1 -4 0 -1 1 1 -2 -1 1 -2 1 -2
46906	2 -1 0 -1 1 -1 0 0 -1 -1 -1 0 1 1 0 -1 -2
46906	0 1 0 1 1 -3 -4 2 -1 1 -1 -2 -1 3 0 -1 0
46906	0 1 0 -1 -1 -1 0 2 1 1 -1 0 -1 1 0 -1 0
47272	2 0 0 1 2 -3 -4 1 -2 0 0 -3 -1 1 -2 -1 -2
47272	0 2 0 1 2 -3 -6 1 0 2 0 -3 -1 3 -2 -1 -2
47272	0 0 0 1 2 -3 -4 1 0 2 0 -3 -1 3 -2 -1 -2
47272	0 0 0 1 2 1 -2 -1 -2 0 2 -1 -1 -1 -2 1 0
49409	1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 -1 -2
49409	1 0 0 0 2 -2 -4 0 -1 0 0 -2 0 2 -1 -1 -2
49409	1 0 0 0 2 -2 -2 0 -1 0 0 -2 0 2 -1 -1 -2
49409	1 0 0 0 2 2 0 -2 -1 0 2 0 0 -2 -1 1 0
50716	2 0 1 1 3 -4 -6 2 -2 1 -1 -4 0 2 -3 -1 -4
50716	0 0 1 1 1 -2 -2 0 0 1 -1 -2 0 2 -1 -1 -2
50716	0 0 1 1 1 2 0 -2 0 -1 1 0 0 -2 -1 1 0
50716	2 -2 -1 -3 1 2 4 -2 0 -3 1 2 2 -2 1 -1 0
51225	3 -2 0 -1 1 2 2 -2 -2 -2 2 1 0 -4 -1 1 0
51225	1 0 0 1 3 -2 -4 0 -2 0 0 -3 0 2 -1 -1 -2
51225	1 0 0 -1 1 -2 -2 0 0 0 0 -1 0 2 -1 -1 -2
51225	1 -2 0 -1 1 2 2 -2 0 0 2 1 0 -2 -1 1 0
51351	1 1 1 2 3 -4 -8 3 -2 2 0 -5 -2 4 -3 -1 -4
51351	1 -1 -1 -2 -1 2 4 -1 0 -2 0 3 2 -2 3 -1 2
51351	1 1 1 2 3 -2 -6 1 -2 2 0 -3 -2 2 -3 1 -2
51351	1 -1 -1 0 1 0 0 -1 -2 0 2 1 0 -2 -1 1 0
51383	1 1 1 2 3 -5 -8 3 -2 2 0 -5 -2 4 -3 -1 -4
51383	1 -1 -1 -2 -1 1 4 -1 0 -2 0 3 2 -2 3 -1 2
51383	1 -1 -1 0 1 1 0 -1 -2 0 2 1 0 -2 -1 1 0
51383	1 -1 -1 -2 1 1 2 -1 0 0 2 1 0 -2 -1 1 0
51909	1 0 1 2 2 -2 -5 1 -2 1 0 -3 -2 2 -3 1 -2
51909	1 -2 -1 -2 -2 2 5 -1 0 -3 0 3 2 -2 3 -1 2
51909	1 0 1 0 2 -4 -5 1 -2 1 0 -3 0 2 -3 -1 -2
51909	1 0 -1 0 2 -2 -3 1 0 1 0 -1 0 2 -1 -1 -2
54561	1 0 2 2 2 -3 -6 2 -1 2 -1 -4 -1 4 -3 -1 -4
54561	1 0 2 2 4 -1 -6 0 -3 0 1 -4 -1 0 -3 1 -2
54561	1 -2 -2 -2 0 5 6 -4 1 -2 3 4 1 -4 1 1 2
54561	1 0 0 0 2 -1 -2 0 -1 0 1 -2 1 0 -1 -1 -2
54813	1 0 1 1 3 -4 -6 2 -2 1 -1 -4 -1 4 -3 -1 -4
54813	1 0 1 1 3 0 -4 0 -2 1 1 -2 -1 0 -3 1 -2
54813	1 0 1 1 3 -4 -6 2 -2 1 -1 -4 -1 2 -3 -1 -2
54813	1 -2 -1 -1 -1 4 6 -2 0 -3 1 4 1 -4 3 1 2
55259	1 -1 0 -1 1 2 1 -1 -1 -1 3 0 -1 -2 -1 1 0
55259	1 -1 0 -1 -1 2 3 -1 -1 -1 1 2 1 -2 1 1 2
55259	1 1 0 1 1 -2 -3 1 1 1 -1 -2 -1 2 -1 -1 -2
55259	1 -1 0 1 1 2 1 -1 -1 -1 1 0 -1 -2 -1 1 0
56609	1 0 2 2 4 -5 -8 2 -3 2 -1 -5 -1 4 -3 -1 -4
56609	1 0 2 2 2 -1 -4 0 -3 0 1 -3 -1 0 -3 1 -2
56609	1 0 0 0 2 -1 -2 0 -1 0 1 -1 1 0 -1 -1 -2
56609	1 0 0 0 2 -1 -2 0 -1 0 -1 -1 1 2 -1 -1 -2
56945	1 0 2 2 3 -3 -7 2 -2 1 -1 -5 -1 4 -3 -1 -4
56945	1 0 2 2 3 -1 -5 0 -2 1 1 -3 -1 0 -3 1 -2
56945	3 -2 0 -2 3 -1 -1 0 -2 -1 1 -1 1 0 -1 -1 -2
56945	1 0 0 0 1 -1 -1 0 0 -1 -1 -1 1 0 -1 -1 -2
57023	1 1 1 1 3 -3 -6 1 -2 1 1 -5 -1 2 -3 -1 -2
57023	1 1 1 1 3 -3 -6 1 -2 1 -1 -3 -1 2 -3 -1 -2
57023	1 -1 1 -1 -1 1 2 1 0 -1 -1 1 1 0 1 -1 0
57023	1 1 1 1 3 -5 -8 3 -2 1 -1 -5 -1 4 -3 -1 -4
57121	1 0 2 2 4 -5 -8 2 -3 1 -1 -5 -1 4 -3 -1 -4
57121	1 0 2 2 2 -1 -4 0 -3 1 1 -3 -1 0 -3 1 -2
57121	3 -2 0 0 2 -1 -2 0 -3 -1 1 -1 1 0 -1 -1 -2
57121	1 0 0 0 2 -1 -2 0 -1 -1 -1 -1 1 0 -1 -1 -2
58115	1 -1 0 0 2 -2 -2 0 -1 -1 0 -2 0 1 -1 -1 -2
58115	1 -1 0 0 0 0 0 0 1 1 0 0 0 1 -1 -1 -2
58115	1 -1 0 0 2 2 0 -2 -1 -1 2 0 0 -3 -1 1 0
58115	1 -1 0 0 0 2 2 -2 -1 -1 2 2 0 -3 -1 1 0
58336	0 0 0 0 0 1 1 -1 1 1 2 0 -2 -1 -1 1 0
58336	0 2 2 4 2 -5 -9 3 -1 3 -2 -6 -2 5 -3 -1 -4
58336	0 0 0 0 0 1 1 -1 1 -1 0 0 0 -1 -1 -1 0
58336	0 0 0 0 0 1 1 1 -1 -1 0 0 0 -1 1 1 0
60167	1 1 1 2 4 -4 -8 2 -3 1 0 -5 0 3 -3 -1 -4
60167	1 -1 1 0 2 0 -2 0 -1 -1 0 -1 0 1 -1 -1 -2
60167	1 -1 1 0 0 2 2 -2 -1 -1 2 1 0 -3 -1 1 0
60167	1 -1 -1 -2 0 2 4 -2 1 -1 0 3 2 -1 1 -1 0
60598	0 1 1 2 3 -5 -8 3 -2 2 -1 -5 -2 5 -3 -1 -4
60598	0 1 1 2 1 -1 -4 1 0 2 1 -3 -2 1 -3 1 -2
60598	0 1 -1 0 1 -1 -2 -1 0 0 1 -1 0 1 -1 -1 0
60598	0 1 1 0 -1 -1 0 1 0 0 -1 -1 0 1 1 -1 0
60630	0 1 1 2 3 -2 -5 1 -2 2 1 -3 -2 1 -3 1 -2
60630	2 -1 -1 -2 1 0 1 -1 0 0 1 1 0 -1 -1 -1 0
60630	0 1 -1 0 1 0 -1 -1 0 0 1 -1 0 -1 -1 1 0
60630	0 1 1 0 -1 -2 -1 1 0 0 -1 -1 0 1 1 -1 0
61267	1 -1 0 0 1 2 1 -2 -1 -1 3 1 0 -3 -1 1 0
61267	1 -1 0 0 1 2 1 -2 -1 -1 1 1 0 -3 -1 1 0
61267	1 -1 0 0 -1 2 3 0 -1 -1 1 1 0 -3 1 1 2
61267	1 -1 0 0 1 2 1 -2 -1 -1 1 1 0 -1 -1 1 0
62013	1 0 1 1 3 -3 -6 2 -2 1 0 -4 -1 3 -3 -1 -4
62013	1 0 1 1 3 -1 -4 0 -2 1 0 -2 -1 1 -3 1 -2
62013	1 -2 -1 -1 -1 5 6 -4 0 -3 2 4 1 -5 1 1 2
62013	3 -2 1 -1 1 -1 0 0 -2 -1 0 0 1 -1 -1 -1 -2
62741	1 0 1 2 3 -4 -6 2 -1 2 -1 -4 -1 3 -3 -1 -4
62741	1 0 1 2 3 -2 -6 0 -3 0 1 -4 -1 1 -3 1 -2
62741	1 -2 -1 -2 -1 4 6 -4 1 -2 3 4 1 -5 1 1 2
62741	3 -2 1 0 3 0 -2 0 -3 -2 1 -2 1 -1 -1 -1 -2
62814	2 -1 1 1 3 0 -3 0 -3 0 1 -2 -1 -1 -3 1 -2
62814	0 1 1 1 3 -4 -7 2 -1 2 -1 -4 -1 5 -3 -1 -4
62814	0 1 1 1 1 -4 -5 4 -1 2 -1 -4 -1 3 -1 -1 -2
62814	0 1 1 1 1 -2 -3 0 -1 0 -1 -2 1 1 -1 -1 -2
64144	0 2 2 2 3 -4 -8 1 -2 1 0 -5 -1 3 -3 -1 -2
64144	2 0 0 0 1 -2 -2 1 0 1 0 -1 -1 1 -1 -1 -2
64144	2 -2 0 0 1 2 2 -1 -2 -1 2 1 -1 -3 -1 1 0
64144	0 0 0 0 1 -2 -2 1 0 1 0 -1 -1 3 -1 -1 -2
64559	1 1 1 1 4 -5 -8 2 -2 2 -1 -5 -1 5 -3 -1 -4
64559	1 -1 -1 -1 0 1 2 -2 0 -2 1 1 1 -1 1 -1 0
64559	1 -1 1 1 2 -1 -2 0 -2 0 -1 -1 1 1 -1 -1 -2
64559	1 -1 -1 -1 0 3 4 -2 0 -2 1 3 1 -3 1 1 0
